Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP048433.1	72750	73715		plus	ROK family protein		92848845	protein-coding		WP_006236155.1	321	GXM19_RS00285
NZ_CP048433.1	73856	74542		plus	N-acetylmannosamine-6-phosphate 2-epimerase		92848846	protein-coding		WP_006236154.1	228	GXM19_RS00290
NZ_CP048433.1	74641	75561		plus	RNase adapter RapZ	rapZ	92848847	protein-coding		WP_006236153.1	306	GXM19_RS00295
NZ_CP048433.1	75568	76497		plus	DNA-binding protein WhiA	whiA	92848848	protein-coding		WP_006236152.1	309	GXM19_RS00300
NZ_CP048433.1	76691	77716		plus	type I glyceraldehyde-3-phosphate dehydrogenase	gap	92848849	protein-coding		WP_006236151.1	341	GXM19_RS00305
NZ_CP048433.1	77857	79047		plus	phosphoglycerate kinase		92848850	protein-coding		WP_006236149.1	396	GXM19_RS00310
NZ_CP048433.1	79040	79807		plus	triose-phosphate isomerase	tpiA	92848851	protein-coding		WP_006236147.1	255	GXM19_RS00315
NZ_CP048433.1	79813	81366		plus	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI	92848852	protein-coding		WP_006236146.1	517	GXM19_RS00320
NZ_CP048433.1	81525	81779		plus	preprotein translocase subunit SecG	secG	92848853	protein-coding		WP_006236144.1	84	GXM19_RS00325
NZ_CP048433.1	82074	83750		plus	peptide ABC transporter substrate-binding protein		92848854	protein-coding		WP_040359996.1	558	GXM19_RS00330
NZ_CP048433.1	83907	84944		plus	ABC transporter permease		92848855	protein-coding		WP_006236142.1	345	GXM19_RS00335
NZ_CP048433.1	84959	85894		plus	ABC transporter permease		92848856	protein-coding		WP_006236141.1	311	GXM19_RS00340
NZ_CP048433.1	85897	86988		plus	ABC transporter ATP-binding protein		92848857	protein-coding		WP_006236140.1	363	GXM19_RS00345
NZ_CP048433.1	86989	88017		plus	ABC transporter ATP-binding protein		92848858	protein-coding		WP_006236139.1	342	GXM19_RS00350
NZ_CP048433.1	88137	88430		minus	helix-turn-helix domain-containing protein		92848859	protein-coding		WP_147293033.1	97	GXM19_RS00355
NZ_CP048433.1	88494	89635		plus	IS3 family transposase		92848861	protein-coding		WP_370448105.1	380	GXM19_RS00365
NZ_CP048433.1	89771	90229		minus	uncharacterized gene		99971518	pseudogene				GXM19_RS11260
NZ_CP048433.1	90376	91011		minus	uncharacterized gene	istB	92848862	pseudogene				GXM19_RS00375
NZ_CP048433.1	91034	92175		minus	IS3 family transposase		92848863	protein-coding		WP_370448105.1	380	GXM19_RS00380
NZ_CP048433.1	92220	92369		minus	hypothetical protein		92848865	protein-coding		WP_172544905.1	49	GXM19_RS00390
NZ_CP048433.1	92369	93601		minus	IS21 family transposase	istA	92848866	protein-coding		WP_006234496.1	410	GXM19_RS00395
NZ_CP048433.1	93693	94226		minus	IS110 family transposase		99971519	protein-coding		WP_082222973.1	177	GXM19_RS11265
NZ_CP048433.1	94575	95732		minus	IS110 family RNA-guided transposase		92848867	protein-coding		WP_225093533.1	385	GXM19_RS00405
NZ_CP048433.1	96261	96719		plus	IS200/IS605 family transposase	tnpA	92848868	protein-coding		WP_006234417.1	152	GXM19_RS00410
NZ_CP048433.1	97182	97271		plus	tRNA-Leu		92848869	tRNA				GXM19_RS00415
NZ_CP048433.1	97331	99676		plus	SpoIIE family protein phosphatase		92848870	protein-coding		WP_006234415.1	781	GXM19_RS00420
NZ_CP048433.1	99758	100504		plus	anti-sigma factor antagonist		92848871	protein-coding		WP_006234414.1	248	GXM19_RS00425
NZ_CP048433.1	100610	100685		plus	tRNA-Gly		92848872	tRNA				GXM19_RS00430
NZ_CP048433.1	100720	100793		plus	tRNA-Cys		92848873	tRNA				GXM19_RS00435
NZ_CP048433.1	100836	100911		plus	tRNA-Gly		92848874	tRNA				GXM19_RS00440
NZ_CP048433.1	101249	102982		plus	glycoside hydrolase family 13 protein		92848875	protein-coding		WP_040358623.1	577	GXM19_RS00445
NZ_CP048433.1	103124	103199		plus	tRNA-Gly		92848876	tRNA				GXM19_RS00450
NZ_CP048433.1	103203	103277		plus	tRNA-Val		92848877	tRNA				GXM19_RS00455
NZ_CP048433.1	103914	106136		plus	anaerobic ribonucleoside-triphosphate reductase	nrdD	92848878	protein-coding		WP_006234411.1	740	GXM19_RS00460
NZ_CP048433.1	106564	107145		plus	anaerobic ribonucleoside-triphosphate reductase activating protein	nrdG	92848879	protein-coding		WP_040358414.1	193	GXM19_RS00465
NZ_CP048433.1	107212	107769		plus	GTP cyclohydrolase I FolE	folE	92848880	protein-coding		WP_006234408.1	185	GXM19_RS00470
NZ_CP048433.1	107772	108353		plus	HD domain-containing protein		92848881	protein-coding		WP_006234407.1	193	GXM19_RS00475
NZ_CP048433.1	108397	108882		plus	dihydroneopterin aldolase	folB	92848882	protein-coding		WP_006234406.1	161	GXM19_RS00480
NZ_CP048433.1	108889	109665		minus	M48 family metallopeptidase		92848883	protein-coding		WP_050766089.1	258	GXM19_RS00485
NZ_CP048433.1	109740	110753		minus	dipeptidase		92848884	protein-coding		WP_006234404.1	337	GXM19_RS00490
NZ_CP048433.1	110874	111302		plus	FKBP-type peptidyl-prolyl cis-trans isomerase		92848885	protein-coding		WP_006234403.1	142	GXM19_RS00495
NZ_CP048433.1	111306	111884		plus	urease accessory protein UreE		92848886	protein-coding		WP_006234402.1	192	GXM19_RS00500
NZ_CP048433.1	111968	112765		plus	HAD-IIB family hydrolase		92848887	protein-coding		WP_040358613.1	265	GXM19_RS00505
NZ_CP048433.1	112780	113160		minus	Fur family transcriptional regulator		92848888	protein-coding		WP_006234400.1	126	GXM19_RS00510
NZ_CP048433.1	113222	113632		minus	acylphosphatase		92848889	protein-coding		WP_006234399.1	136	GXM19_RS00515
NZ_CP048433.1	113635	114741		minus	Gfo/Idh/MocA family protein		92848890	protein-coding		WP_006234398.1	368	GXM19_RS00520
NZ_CP048433.1	114815	115351		minus	ribonuclease HI	rnhA	92848891	protein-coding		WP_006234397.1	178	GXM19_RS00525
NZ_CP048433.1	115364	116302		minus	LysR family transcriptional regulator		92848892	protein-coding		WP_040358406.1	312	GXM19_RS00530
NZ_CP048433.1	116575	117885		plus	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein		92848893	protein-coding		WP_006234395.1	436	GXM19_RS00535
NZ_CP048433.1	118198	118974		plus	hypothetical protein		92848894	protein-coding		WP_006234394.1	258	GXM19_RS00540
NZ_CP048433.1	119163	119369		plus	hypothetical protein		92848895	protein-coding		WP_006234393.1	68	GXM19_RS00545
NZ_CP048433.1	119479	120393		minus	ketopantoate reductase family protein		92848896	protein-coding		WP_040358404.1	304	GXM19_RS00550
NZ_CP048433.1	120510	120704		minus	cyclase family protein		92848897	protein-coding		WP_040358399.1	64	GXM19_RS00555
NZ_CP048433.1	120867	122057		plus	aldo/keto reductase		92848898	protein-coding		WP_040358398.1	396	GXM19_RS00560
NZ_CP048433.1	122148	123167		plus	Gfo/Idh/MocA family protein		92848899	protein-coding		WP_239057663.1	339	GXM19_RS00565
NZ_CP048433.1	123341	124207		plus	deoxyribonuclease IV		92848900	protein-coding		WP_006234384.1	288	GXM19_RS00570
NZ_CP048433.1	124355	125215		plus	ABC transporter substrate-binding protein		92848901	protein-coding		WP_006234383.1	286	GXM19_RS00575
NZ_CP048433.1	125356	126693		plus	ABC transporter permease subunit		92848902	protein-coding		WP_115596182.1	445	GXM19_RS00580
NZ_CP048433.1	126706	127458		plus	amino acid ABC transporter ATP-binding protein		92848903	protein-coding		WP_006234381.1	250	GXM19_RS00585
NZ_CP048433.1	127576	127995		minus	flavodoxin		92848904	protein-coding		WP_006234379.1	139	GXM19_RS00590
NZ_CP048433.1	128042	128746		minus	DUF3793 family protein		92848905	protein-coding		WP_006234378.1	234	GXM19_RS00595
NZ_CP048433.1	128920	129303		plus	heavy-metal-associated domain-containing protein		92848906	protein-coding		WP_006234377.1	127	GXM19_RS00600
NZ_CP048433.1	129576	132128		plus	hypothetical protein		92850939	protein-coding		WP_006234376.1	850	GXM19_RS10970
NZ_CP048433.1	132125	132550		minus	hypothetical protein		92848907	protein-coding		WP_227790077.1	141	GXM19_RS00610
NZ_CP048433.1	132543	134069		minus	Y-family DNA polymerase		92848908	protein-coding		WP_370510495.1	508	GXM19_RS00615
NZ_CP048433.1	134286	134810		plus	iron-containing alcohol dehydrogenase		92848909	protein-coding		WP_239057664.1	174	GXM19_RS00620
NZ_CP048433.1	135010	136704		plus	glucose-6-phosphate isomerase	pgi	92848910	protein-coding		WP_006234371.1	564	GXM19_RS00625
NZ_CP048433.1	136844	138148		minus	VirD4-like conjugal transfer protein, CD1115 family		92848911	protein-coding		WP_006234370.1	434	GXM19_RS00630
NZ_CP048433.1	138141	138758		minus	ATP-dependent Clp protease proteolytic subunit		92848912	protein-coding		WP_006234369.1	205	GXM19_RS00635
NZ_CP048433.1	138822	139868		minus	hypothetical protein		92848913	protein-coding		WP_006234368.1	348	GXM19_RS00640
NZ_CP048433.1	140413	141570		minus	IS110 family RNA-guided transposase		92848914	protein-coding		WP_225093533.1	385	GXM19_RS00645
NZ_CP048433.1	142026	142700		plus	deoxyribose-phosphate aldolase	deoC	92848915	protein-coding		WP_006234367.1	224	GXM19_RS00650
NZ_CP048433.1	142850	143692		plus	Cof-type HAD-IIB family hydrolase		92848916	protein-coding		WP_040358373.1	280	GXM19_RS00655
NZ_CP048433.1	143756	144415		plus	HAD family hydrolase		92848917	protein-coding		WP_040358370.1	219	GXM19_RS00660
NZ_CP048433.1	144566	145309		plus	GntR family transcriptional regulator		92848918	protein-coding		WP_006234364.1	247	GXM19_RS00665
NZ_CP048433.1	145528	146991		plus	YfcC family protein		92848919	protein-coding		WP_006234363.1	487	GXM19_RS00670
NZ_CP048433.1	147001	148584		plus	amidohydrolase		92848920	protein-coding		WP_006234362.1	527	GXM19_RS00675
NZ_CP048433.1	148586	149437		plus	sugar phosphate isomerase/epimerase family protein		92848921	protein-coding		WP_006234361.1	283	GXM19_RS00680
NZ_CP048433.1	149499	150467		plus	SIS domain-containing protein		92848922	protein-coding		WP_006234360.1	322	GXM19_RS00685
NZ_CP048433.1	150482	151345		plus	PfkB family carbohydrate kinase		92848923	protein-coding		WP_006234359.1	287	GXM19_RS00690
NZ_CP048433.1	151467	152267		plus	fructoselysine 6-kinase	frlD	92848924	protein-coding		WP_006234358.1	266	GXM19_RS00695
NZ_CP048433.1	152295	153155		plus	amidohydrolase family protein		92848925	protein-coding		WP_040358369.1	286	GXM19_RS00700
NZ_CP048433.1	153158	153586		plus	secondary thiamine-phosphate synthase enzyme YjbQ		92848926	protein-coding		WP_006234356.1	142	GXM19_RS00705
NZ_CP048433.1	153620	154429		plus	BtpA/SgcQ family protein		92848927	protein-coding		WP_040358351.1	269	GXM19_RS00710
NZ_CP048433.1	154436	155953		plus	FGGY-family carbohydrate kinase		92848928	protein-coding		WP_006234354.1	505	GXM19_RS00715
NZ_CP048433.1	156033	156815		minus	TatD family hydrolase		92848929	protein-coding		WP_006234353.1	260	GXM19_RS00720
NZ_CP048433.1	156830	157627		minus	tRNA threonylcarbamoyladenosine dehydratase		92848930	protein-coding		WP_006234352.1	265	GXM19_RS00725
NZ_CP048433.1	157807	158085		plus	autorepressor SdpR family transcription factor		92848931	protein-coding		WP_022094448.1	92	GXM19_RS00730
NZ_CP048433.1	158078	158782		plus	SdpI family protein		92848932	protein-coding		WP_006234350.1	234	GXM19_RS00735
NZ_CP048433.1	158967	160646		plus	energy-dependent translational throttle protein EttA	ettA	92848933	protein-coding		WP_006234349.1	559	GXM19_RS00740
NZ_CP048433.1	160861	162156		minus	hypothetical protein		92848934	protein-coding		WP_006234347.1	431	GXM19_RS00745
NZ_CP048433.1	162297	163259		minus	hypothetical protein		92848935	protein-coding		WP_006234346.1	320	GXM19_RS00750
NZ_CP048433.1	163463	165442		plus	NAD(+) synthase		92848936	protein-coding		WP_040358349.1	659	GXM19_RS00755
NZ_CP048433.1	165561	166724		plus	pyridoxal phosphate-dependent aminotransferase		92848937	protein-coding		WP_006234344.1	387	GXM19_RS00760
NZ_CP048433.1	166926	167876		plus	L-lactate dehydrogenase		92848938	protein-coding		WP_006234343.1	316	GXM19_RS00765
NZ_CP048433.1	167991	169151		plus	DUF2974 domain-containing protein		92848939	protein-coding		WP_006234342.1	386	GXM19_RS00770
NZ_CP048433.1	169263	170267		plus	nucleoid-associated protein		92848940	protein-coding		WP_022094136.1	334	GXM19_RS00775
NZ_CP048433.1	170521	171240		minus	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	dapD	92848941	protein-coding		WP_006234339.1	239	GXM19_RS00780
NZ_CP048433.1	171280	172020		minus	4-hydroxy-tetrahydrodipicolinate reductase	dapB	92848942	protein-coding		WP_172544914.1	246	GXM19_RS00785
NZ_CP048433.1	172013	174322		minus	4-hydroxy-tetrahydrodipicolinate synthase	dapA	92850948	protein-coding		WP_006234337.1	769	GXM19_RS11035
NZ_CP048433.1	174701	175888		plus	N-acetyldiaminopimelate deacetylase		92848943	protein-coding		WP_040358348.1	395	GXM19_RS00795
NZ_CP048433.1	175991	176272		plus	type II toxin-antitoxin system RelE/ParE family toxin		92848944	protein-coding		WP_006234335.1	93	GXM19_RS00800
NZ_CP048433.1	176244	176585		plus	HigA family addiction module antitoxin		92848945	protein-coding		WP_050766086.1	113	GXM19_RS00805
NZ_CP048433.1	176669	176938		plus	hypothetical protein		92848946	protein-coding		WP_050766085.1	89	GXM19_RS00810
NZ_CP048433.1	177103	177546		plus	FxLYD domain-containing protein		92848947	protein-coding		WP_006234331.1	147	GXM19_RS00815
NZ_CP048433.1	177579	178001		plus	hypothetical protein		92848948	protein-coding		WP_006234330.1	140	GXM19_RS00820
NZ_CP048433.1	178100	179479		plus	serine/threonine protein kinase		92848949	protein-coding		WP_040358340.1	459	GXM19_RS00825
NZ_CP048433.1	179517	180650		minus	coiled-coil domain-containing protein		92848950	protein-coding		WP_006234328.1	377	GXM19_RS00830
NZ_CP048433.1	180885	181517		minus	MOSC domain-containing protein		92848951	protein-coding		WP_006234327.1	210	GXM19_RS00835
NZ_CP048433.1	181740	182996		plus	carboxylate--amine ligase		92848952	protein-coding		WP_006234326.1	418	GXM19_RS00840
NZ_CP048433.1	183081	183827		plus	aspartate/glutamate racemase family protein		92848953	protein-coding		WP_040358337.1	248	GXM19_RS00845
NZ_CP048433.1	183953	184699		minus	energy-coupling factor transporter transmembrane component T family protein		92848954	protein-coding		WP_022094111.1	248	GXM19_RS00850
NZ_CP048433.1	184692	186443		minus	ABC transporter ATP-binding protein		92848955	protein-coding		WP_006234322.1	583	GXM19_RS00855
NZ_CP048433.1	186658	187233		minus	hypothetical protein		92848956	protein-coding		WP_006234321.1	191	GXM19_RS00860
NZ_CP048433.1	187635	189563		minus	C69 family dipeptidase		92848957	protein-coding		WP_006234319.1	642	GXM19_RS00865
NZ_CP048433.1	189972	190889		minus	diacylglycerol/lipid kinase family protein		92848958	protein-coding		WP_006234316.1	305	GXM19_RS00870
NZ_CP048433.1	190988	192121		plus	ribonuclease D	rnd	92848959	protein-coding		WP_006234315.1	377	GXM19_RS00875
NZ_CP048433.1	192360	193064		plus	zinc metallopeptidase		92848960	protein-coding		WP_006234314.1	234	GXM19_RS00880
NZ_CP048433.1	193180	194631		plus	exodeoxyribonuclease VII large subunit	xseA	92848961	protein-coding		WP_040358332.1	483	GXM19_RS00885
NZ_CP048433.1	194673	194939		plus	exodeoxyribonuclease VII small subunit	xseB	92848962	protein-coding		WP_006234311.1	88	GXM19_RS00890
NZ_CP048433.1	194989	195324		plus	histidine triad nucleotide-binding protein		92848963	protein-coding		WP_006234310.1	111	GXM19_RS00895
NZ_CP048433.1	195366	196256		plus	LysR family transcriptional regulator		92848964	protein-coding		WP_006234309.1	296	GXM19_RS00900
NZ_CP048433.1	196488	197678		plus	IS256 family transposase		92848965	protein-coding		WP_040358202.1	396	GXM19_RS00905
NZ_CP048433.1	197746	198906		plus	MFS transporter		92848966	protein-coding		WP_006234307.1	386	GXM19_RS00910
NZ_CP048433.1	199027	200205		plus	acetate/propionate family kinase		92848967	protein-coding		WP_006234305.1	392	GXM19_RS00915
NZ_CP048433.1	200369	201547		plus	acetate/propionate family kinase		92848968	protein-coding		WP_006234303.1	392	GXM19_RS00920
NZ_CP048433.1	202273	203238		plus	IS110 family RNA-guided transposase		92848969	protein-coding		WP_050766084.1	321	GXM19_RS00925
NZ_CP048433.1	203198	204339		minus	IS3 family transposase		92848970	protein-coding		WP_370448105.1	380	GXM19_RS00930
NZ_CP048433.1	204416	204559		plus	hypothetical protein		92848972	protein-coding		WP_006234298.1	47	GXM19_RS00940
NZ_CP048433.1	204673	205653		minus	phosphate acetyltransferase	pta	92848973	protein-coding		WP_006234296.1	326	GXM19_RS00945
NZ_CP048433.1	205885	207087		plus	UDP-galactopyranose mutase	glf	92848974	protein-coding		WP_006234295.1	400	GXM19_RS00950
NZ_CP048433.1	207080	208111		plus	glycosyltransferase family 2 protein		92848975	protein-coding		WP_006234294.1	343	GXM19_RS00955
NZ_CP048433.1	208484	209485		minus	P1 family peptidase		92848976	protein-coding		WP_006234293.1	333	GXM19_RS00960
NZ_CP048433.1	209587	210168		minus	Maf family protein		92848977	protein-coding		WP_006234292.1	193	GXM19_RS00965
NZ_CP048433.1	210165	210707		minus	DJ-1 family glyoxalase III		92848978	protein-coding		WP_022094094.1	180	GXM19_RS00970
NZ_CP048433.1	211291	212271		plus	DMT family transporter		92848979	protein-coding		WP_006234290.1	326	GXM19_RS00975
NZ_CP048433.1	212394	213824		plus	6-phospho-beta-glucosidase		92848980	protein-coding		WP_006234288.1	476	GXM19_RS00980
NZ_CP048433.1	213856	215304		plus	PTS transporter subunit EIIC		92848981	protein-coding		WP_006234286.1	482	GXM19_RS00985
NZ_CP048433.1	215481	215810		minus	IS3 family transposase		92850940	protein-coding		WP_006234285.1	109	GXM19_RS10985
NZ_CP048433.1	215949	217277		minus	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD	92848982	protein-coding		WP_006234284.1	442	GXM19_RS00995
NZ_CP048433.1	217376	219949		minus	polyphosphate kinase 1	ppk1	92848983	protein-coding		WP_147293037.1	857	GXM19_RS01000
NZ_CP048433.1	220507	221748		plus	arginine deiminase	arcA	92848984	protein-coding		WP_006234281.1	413	GXM19_RS01005
NZ_CP048433.1	221898	223022		plus	aminotransferase		92848985	protein-coding		WP_040358318.1	374	GXM19_RS01010
NZ_CP048433.1	223596	224837		plus	arginine deiminase	arcA	92848986	protein-coding		WP_006234281.1	413	GXM19_RS01015
NZ_CP048433.1	224943	225938		plus	ornithine carbamoyltransferase	argF	92848987	protein-coding		WP_006234279.1	331	GXM19_RS01020
NZ_CP048433.1	226077	227564		plus	YfcC family protein		92848988	protein-coding		WP_333494017.1	495	GXM19_RS01025
NZ_CP048433.1	228170	229651		plus	DUF1846 domain-containing protein		92848989	protein-coding		WP_006234276.1	493	GXM19_RS01030
NZ_CP048433.1	229908	230246		plus	helix-turn-helix domain-containing protein		92848990	protein-coding		WP_040358312.1	112	GXM19_RS01035
NZ_CP048433.1	230425	232086		plus	CTP synthase		92848991	protein-coding		WP_006234274.1	553	GXM19_RS01040
NZ_CP048433.1	232089	233030		plus	site-specific tyrosine recombinase XerD	xerD	92848992	protein-coding		WP_172544915.1	313	GXM19_RS01045
NZ_CP048433.1	233493	233927		plus	division/cell wall cluster transcriptional repressor MraZ		92848993	protein-coding		WP_006234269.1	144	GXM19_RS01050
NZ_CP048433.1	233948	234913		plus	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	92848994	protein-coding		WP_006234266.1	321	GXM19_RS01055
NZ_CP048433.1	235004	235474		plus	hypothetical protein		92848995	protein-coding		WP_006234265.1	156	GXM19_RS01060
NZ_CP048433.1	235657	237357		plus	peptidoglycan D,D-transpeptidase FtsI family protein		92848996	protein-coding		WP_230318723.1	566	GXM19_RS01065
NZ_CP048433.1	237485	238909		plus	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase		92848997	protein-coding		WP_006234263.1	474	GXM19_RS01070
NZ_CP048433.1	238913	239932		plus	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	92848998	protein-coding		WP_006234262.1	339	GXM19_RS01075
