Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP072258.1	37796	38488		plus	HAD family hydrolase		75111245	protein-coding		WP_005678696.1	230	INE72_RS00170
NZ_CP072258.1	38524	39582		minus	winged helix DNA-binding domain-containing protein		75111246	protein-coding		WP_005682643.1	352	INE72_RS00175
NZ_CP072258.1	39716	40948		plus	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	75111247	protein-coding		WP_005678694.1	410	INE72_RS00180
NZ_CP072258.1	41418	44651		plus	SusC/RagA family TonB-linked outer membrane protein		75111248	protein-coding		WP_085959306.1	1077	INE72_RS00185
NZ_CP072258.1	44674	46644		plus	RagB/SusD family nutrient uptake outer membrane protein		75111249	protein-coding		WP_005678691.1	656	INE72_RS00190
NZ_CP072258.1	46793	47923		minus	pepsin/retropepsin-like aspartic protease family protein		75111250	protein-coding		WP_005682640.1	376	INE72_RS00195
NZ_CP072258.1	47943	48944		minus	M28 family metallopeptidase		75111251	protein-coding		WP_005682639.1	333	INE72_RS00200
NZ_CP072258.1	49041	50162		minus	leucine-rich repeat domain-containing protein		75111252	protein-coding		WP_005682638.1	373	INE72_RS00205
NZ_CP072258.1	50274	50690		plus	hypothetical protein		75111253	protein-coding		WP_005678687.1	138	INE72_RS00210
NZ_CP072258.1	50687	51496		plus	metal ABC transporter permease		75111254	protein-coding		WP_005682637.1	269	INE72_RS00215
NZ_CP072258.1	51511	51924		plus	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE	75111255	protein-coding		WP_005678685.1	137	INE72_RS00220
NZ_CP072258.1	51921	52175		plus	immunity 17 family protein		75111256	protein-coding		WP_005678684.1	84	INE72_RS00225
NZ_CP072258.1	52135	53445		minus	DUF58 domain-containing protein		75111257	protein-coding		WP_005682636.1	436	INE72_RS00230
NZ_CP072258.1	53521	54495		minus	AAA family ATPase		75111258	protein-coding		WP_005682635.1	324	INE72_RS00235
NZ_CP072258.1	54507	55790		minus	DUF4350 domain-containing protein		75111259	protein-coding		WP_005682634.1	427	INE72_RS00240
NZ_CP072258.1	55787	56401		minus	DUF4129 domain-containing protein		75111260	protein-coding		WP_005682633.1	204	INE72_RS00245
NZ_CP072258.1	56418	57359		minus	hypothetical protein		75111261	protein-coding		WP_005678678.1	313	INE72_RS00250
NZ_CP072258.1	57340	58302		minus	stage II sporulation protein M		75111262	protein-coding		WP_005682631.1	320	INE72_RS00255
NZ_CP072258.1	58404	59129		plus	RDD family protein		75111263	protein-coding		WP_005682630.1	241	INE72_RS00260
NZ_CP072258.1	59330	59665		minus	hypothetical protein		75111264	protein-coding		WP_005678675.1	111	INE72_RS00265
NZ_CP072258.1	59692	60006		minus	thioredoxin	trxA	75111265	protein-coding		WP_005682629.1	104	INE72_RS00270
NZ_CP072258.1	60072	63878		minus	DNA polymerase III subunit alpha	dnaE	75111266	protein-coding		WP_005682628.1	1268	INE72_RS00275
NZ_CP072258.1	64039	64725		plus	phosphatidylserine decarboxylase family protein		75111267	protein-coding		WP_005678671.1	228	INE72_RS00280
NZ_CP072258.1	64736	65443		plus	CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA	75111268	protein-coding		WP_005682627.1	235	INE72_RS00285
NZ_CP072258.1	65511	65795		plus	DUF4834 family protein		75111269	protein-coding		WP_005678669.1	94	INE72_RS00290
NZ_CP072258.1	65799	66236		minus	nucleoside deaminase		75111270	protein-coding		WP_005678668.1	145	INE72_RS00295
NZ_CP072258.1	66241	66474		minus	hypothetical protein		75111271	protein-coding		WP_005678666.1	77	INE72_RS00300
NZ_CP072258.1	66542	66907		plus	YraN family protein		75111272	protein-coding		WP_005678665.1	121	INE72_RS00305
NZ_CP072258.1	66980	67336		plus	MmcQ/YjbR family DNA-binding protein		75111273	protein-coding		WP_005678664.1	118	INE72_RS00310
NZ_CP072258.1	67320	68078		plus	biotin--[acetyl-CoA-carboxylase] ligase		75111274	protein-coding		WP_005678663.1	252	INE72_RS00315
NZ_CP072258.1	68146	69213		plus	zinc-dependent metalloproteinase lipoprotein		75111275	protein-coding		WP_005678659.1	355	INE72_RS00320
NZ_CP072258.1	69243	69926		minus	tetratricopeptide repeat protein		75111276	protein-coding		WP_032838536.1	227	INE72_RS00325
NZ_CP072258.1	70039	71367		plus	MATE family efflux transporter		75111277	protein-coding		WP_005678657.1	442	INE72_RS00330
NZ_CP072258.1	71422	72132		plus	UMP kinase	pyrH	75111278	protein-coding		WP_005678656.1	236	INE72_RS00335
NZ_CP072258.1	72178	72282		minus	uncharacterized gene		309068862	pseudogene				INE72_RS23440
NZ_CP072258.1	72583	73494		plus	DMT family transporter		75111279	protein-coding		WP_005678655.1	303	INE72_RS00340
NZ_CP072258.1	73546	74106		plus	ribosome recycling factor	frr	75111280	protein-coding		WP_005678654.1	186	INE72_RS00345
NZ_CP072258.1	74121	75053		plus	ribosome small subunit-dependent GTPase A	rsgA	75111281	protein-coding		WP_005682624.1	310	INE72_RS00350
NZ_CP072258.1	75178	76263		plus	efflux RND transporter periplasmic adaptor subunit		75111282	protein-coding		WP_005678652.1	361	INE72_RS00355
NZ_CP072258.1	76276	79308		plus	efflux RND transporter permease subunit		75111283	protein-coding		WP_005678651.1	1010	INE72_RS00360
NZ_CP072258.1	79305	80651		plus	TolC family protein		75111284	protein-coding		WP_005678650.1	448	INE72_RS00365
NZ_CP072258.1	80754	81914		minus	acyltransferase		75111285	protein-coding		WP_005682623.1	386	INE72_RS00370
NZ_CP072258.1	82021	83658		minus	fumarate hydratase		75111286	protein-coding		WP_005678646.1	545	INE72_RS00375
NZ_CP072258.1	83848	85836		minus	DUF4954 family protein		75111287	protein-coding		WP_032838533.1	662	INE72_RS00380
NZ_CP072258.1	85896	87152		minus	GTPase HflX	hflX	75111288	protein-coding		WP_005678644.1	418	INE72_RS00385
NZ_CP072258.1	87332	88213		minus	hypothetical protein		75111289	protein-coding		WP_005682621.1	293	INE72_RS00390
NZ_CP072258.1	88227	89852		minus	RagB/SusD family nutrient uptake outer membrane protein		75111290	protein-coding		WP_005678642.1	541	INE72_RS00395
NZ_CP072258.1	89870	92905		minus	SusC/RagA family TonB-linked outer membrane protein		75111291	protein-coding		WP_081588038.1	1011	INE72_RS00400
NZ_CP072258.1	93504	94697		minus	site-specific integrase		75111292	protein-coding		WP_005682618.1	397	INE72_RS00405
NZ_CP072258.1	95147	98335		plus	SusC/RagA family TonB-linked outer membrane protein		75111293	protein-coding		WP_032838531.1	1062	INE72_RS00410
NZ_CP072258.1	98352	99911		plus	SusD/RagB family nutrient-binding outer membrane lipoprotein		75111294	protein-coding		WP_005682615.1	519	INE72_RS00415
NZ_CP072258.1	99982	100641		minus	MarC family protein		75111295	protein-coding		WP_005682614.1	219	INE72_RS00420
NZ_CP072258.1	100704	101396		minus	YjjG family noncanonical pyrimidine nucleotidase		75111296	protein-coding		WP_005678634.1	230	INE72_RS00425
NZ_CP072258.1	101495	102352		minus	Cbp1 family collagen-binding glycoprotein adhesin		75111297	protein-coding		WP_005678633.1	285	INE72_RS00430
NZ_CP072258.1	102387	103061		minus	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	75111298	protein-coding		WP_005682613.1	224	INE72_RS00435
NZ_CP072258.1	103072	103677		minus	hypothetical protein		75111299	protein-coding		WP_005678631.1	201	INE72_RS00440
NZ_CP072258.1	103864	105702		minus	alkaline phosphatase		75111300	protein-coding		WP_005682612.1	612	INE72_RS00445
NZ_CP072258.1	105715	107235		minus	SusD/RagB family nutrient-binding outer membrane lipoprotein		75111301	protein-coding		WP_005682611.1	506	INE72_RS00450
NZ_CP072258.1	107251	110466		minus	SusC/RagA family TonB-linked outer membrane protein		75111302	protein-coding		WP_032838529.1	1071	INE72_RS00455
NZ_CP072258.1	110632	111231		plus	thymidine kinase		75111303	protein-coding		WP_005678627.1	199	INE72_RS00460
NZ_CP072258.1	111248	112381		plus	AI-2E family transporter		75111304	protein-coding		WP_005678626.1	377	INE72_RS00465
NZ_CP072258.1	112476	112548		plus	tRNA-Lys		75111305	tRNA				INE72_RS00470
NZ_CP072258.1	112780	113637		minus	helix-turn-helix transcriptional regulator		75111306	protein-coding		WP_005682609.1	285	INE72_RS00475
NZ_CP072258.1	113990	115132		minus	OmpA family protein		75111307	protein-coding		WP_005682607.1	380	INE72_RS00480
NZ_CP072258.1	115664	116506		minus	glycoside hydrolase family 16 protein		75111308	protein-coding		WP_005678292.1	280	INE72_RS00485
NZ_CP072258.1	116708	117532		minus	glycoside hydrolase family 16 protein		75111309	protein-coding		WP_005682606.1	274	INE72_RS00490
NZ_CP072258.1	117653	119257		minus	RagB/SusD family nutrient uptake outer membrane protein		75111310	protein-coding		WP_032838527.1	534	INE72_RS00495
NZ_CP072258.1	119272	122517		minus	SusC/RagA family TonB-linked outer membrane protein		75111311	protein-coding		WP_005682602.1	1081	INE72_RS00500
NZ_CP072258.1	122837	126760		plus	response regulator		75111312	protein-coding		WP_005682601.1	1307	INE72_RS00505
NZ_CP072258.1	126914	127054		plus	hypothetical protein		75111313	protein-coding		WP_005682599.1	46	INE72_RS00510
NZ_CP072258.1	127095	127301		plus	uncharacterized gene		75111314	pseudogene				INE72_RS00515
NZ_CP072258.1	127396	127623		minus	uncharacterized gene		75111315	pseudogene				INE72_RS00520
NZ_CP072258.1	128107	128742		plus	HU family DNA-binding protein		75111316	protein-coding		WP_005678283.1	211	INE72_RS00525
NZ_CP072258.1	128916	129119		minus	uncharacterized gene		75111317	pseudogene				INE72_RS00530
NZ_CP072258.1	129289	131418		plus	cation:proton antiporter		75111318	protein-coding		WP_005682598.1	709	INE72_RS00540
NZ_CP072258.1	131531	132796		minus	SGNH/GDSL hydrolase family protein		75111319	protein-coding		WP_005682597.1	421	INE72_RS00545
NZ_CP072258.1	132808	134568		minus	glycoside hydrolase family 3 protein		75111320	protein-coding		WP_005682596.1	586	INE72_RS00550
NZ_CP072258.1	134786	138862		plus	hybrid sensor histidine kinase/response regulator transcription factor		75111321	protein-coding		WP_005678278.1	1358	INE72_RS00555
NZ_CP072258.1	138934	140649		minus	RagB/SusD family nutrient uptake outer membrane protein		75111322	protein-coding		WP_005682594.1	571	INE72_RS00560
NZ_CP072258.1	140666	143827		minus	SusC/RagA family TonB-linked outer membrane protein		75111323	protein-coding		WP_005682593.1	1053	INE72_RS00565
NZ_CP072258.1	144173	146287		plus	right-handed parallel beta-helix repeat-containing protein		75111324	protein-coding		WP_005682592.1	704	INE72_RS00570
NZ_CP072258.1	146373	148043		plus	hypothetical protein		75111325	protein-coding		WP_229030921.1	556	INE72_RS00575
NZ_CP072258.1	148057	148833		plus	DUF5040 domain-containing protein		75111326	protein-coding		WP_005682591.1	258	INE72_RS00580
NZ_CP072258.1	148836	150221		plus	alpha-L-fucosidase		75111327	protein-coding		WP_005682590.1	461	INE72_RS00585
NZ_CP072258.1	150294	150929		minus	signal peptidase I	lepB	75111328	protein-coding		WP_005682589.1	211	INE72_RS00590
NZ_CP072258.1	150931	151635		minus	glycosyltransferase family 2 protein		75111329	protein-coding		WP_005682588.1	234	INE72_RS00595
NZ_CP072258.1	151632	153086		minus	hypothetical protein		75111330	protein-coding		WP_005682587.1	484	INE72_RS00600
NZ_CP072258.1	153116	153574		minus	hypothetical protein		75111331	protein-coding		WP_005682586.1	152	INE72_RS00605
NZ_CP072258.1	153587	154216		minus	hypothetical protein		75111332	protein-coding		WP_005682585.1	209	INE72_RS00610
NZ_CP072258.1	154227	155444		minus	6-bladed beta-propeller		75111333	protein-coding		WP_005682584.1	405	INE72_RS00615
NZ_CP072258.1	155518	155979		minus	hypothetical protein		75111334	protein-coding		WP_005682582.1	153	INE72_RS00620
NZ_CP072258.1	155976	157259		minus	ArnT family glycosyltransferase		75111335	protein-coding		WP_005682581.1	427	INE72_RS00625
NZ_CP072258.1	157381	157902		minus	helix-turn-helix transcriptional regulator		75111336	protein-coding		WP_005682579.1	173	INE72_RS00630
NZ_CP072258.1	158118	159671		minus	DUF3858 domain-containing protein		75111337	protein-coding		WP_005682578.1	517	INE72_RS00635
NZ_CP072258.1	159678	161633		minus	DUF3857 domain-containing protein		75111338	protein-coding		WP_005682577.1	651	INE72_RS00640
NZ_CP072258.1	161771	163144		minus	MATE family efflux transporter		75111339	protein-coding		WP_005678258.1	457	INE72_RS00645
NZ_CP072258.1	163566	164066		minus	GNAT family N-acetyltransferase		75111340	protein-coding		WP_005682576.1	166	INE72_RS00650
NZ_CP072258.1	164113	165195		minus	zinc ribbon domain-containing protein		75111341	protein-coding		WP_081588037.1	360	INE72_RS00655
NZ_CP072258.1	165192	167021		minus	peptidase U32 family protein		75111342	protein-coding		WP_005682574.1	609	INE72_RS00660
NZ_CP072258.1	167018	167935		minus	homoserine O-acetyltransferase MetA	metA	75111343	protein-coding		WP_005678254.1	305	INE72_RS00665
NZ_CP072258.1	168116	168286		plus	DUF362 domain-containing protein		75111344	protein-coding		WP_002559159.1	56	INE72_RS00670
NZ_CP072258.1	168432	169625		minus	pyridoxal phosphate-dependent aminotransferase		75111345	protein-coding		WP_005682573.1	397	INE72_RS00675
NZ_CP072258.1	169708	170922		minus	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II		75111346	protein-coding		WP_005682572.1	404	INE72_RS00680
NZ_CP072258.1	170930	172828		minus	LptF/LptG family permease		75111347	protein-coding		WP_032838518.1	632	INE72_RS00685
NZ_CP072258.1	172905	173291		minus	START-like domain-containing protein		75111348	protein-coding		WP_005678244.1	128	INE72_RS00690
NZ_CP072258.1	173516	173589		plus	tRNA-Met		75111349	tRNA				INE72_RS00695
NZ_CP072258.1	173841	175127		minus	hypothetical protein		75111350	protein-coding		WP_005678243.1	428	INE72_RS00700
NZ_CP072258.1	175226	175720		minus	HD domain-containing protein		75111351	protein-coding		WP_005682570.1	164	INE72_RS00705
NZ_CP072258.1	175848	176657		minus	ADP-ribosylglycohydrolase family protein		75111352	protein-coding		WP_005678240.1	269	INE72_RS00710
NZ_CP072258.1	176692	176943		minus	hypothetical protein		75111353	protein-coding		WP_005678239.1	83	INE72_RS00715
NZ_CP072258.1	177183	178031		minus	hypothetical protein		75111354	protein-coding		WP_005678237.1	282	INE72_RS00720
NZ_CP072258.1	178129	178281		minus	hypothetical protein		75111355	protein-coding		WP_005678236.1	50	INE72_RS00725
NZ_CP072258.1	178407	178754		minus	hypothetical protein		75111356	protein-coding		WP_229030920.1	115	INE72_RS00730
NZ_CP072258.1	178756	179187		minus	hypothetical protein		75111357	protein-coding		WP_005678234.1	143	INE72_RS00735
NZ_CP072258.1	179261	179665		minus	lipocalin family protein		75111358	protein-coding		WP_005678232.1	134	INE72_RS00740
NZ_CP072258.1	180240	180875		minus	recombinase family protein		75111359	protein-coding		WP_005678231.1	211	INE72_RS00745
NZ_CP072258.1	181168	182193		minus	DUF3871 family protein		75111360	protein-coding		WP_005678229.1	341	INE72_RS00750
NZ_CP072258.1	183193	183816		minus	hypothetical protein		75111361	protein-coding		WP_005678228.1	207	INE72_RS00755
NZ_CP072258.1	183895	185103		minus	hypothetical protein		75111362	protein-coding		WP_005678227.1	402	INE72_RS00760
NZ_CP072258.1	185260	186240		minus	hypothetical protein		75111363	protein-coding		WP_005678226.1	326	INE72_RS00765
NZ_CP072258.1	186251	187573		minus	hypothetical protein		75111364	protein-coding		WP_005682565.1	440	INE72_RS00770
NZ_CP072258.1	187612	188046		plus	IS66 family insertion sequence element accessory protein TnpA	tnpA	75111365	protein-coding		WP_004294671.1	144	INE72_RS00775
NZ_CP072258.1	188051	188395		plus	IS66 family insertion sequence element accessory protein TnpB	tnpB	75111366	protein-coding		WP_229034728.1	114	INE72_RS00780
NZ_CP072258.1	188476	190062		plus	IS66 family transposase	tnpC	75111367	protein-coding		WP_005680402.1	528	INE72_RS00785
NZ_CP072258.1	190225	191445		minus	P-loop NTPase fold protein		75111368	protein-coding		WP_005682564.1	406	INE72_RS00790
NZ_CP072258.1	191533	192762		minus	site-specific integrase		75111369	protein-coding		WP_005678223.1	409	INE72_RS00795
NZ_CP072258.1	192895	192991		plus	tRNA-Met		75111370	tRNA				INE72_RS00800
NZ_CP072258.1	193137	193679		minus	RNA polymerase sigma-70 factor		75111371	protein-coding		WP_005678221.1	180	INE72_RS00805
NZ_CP072258.1	193828	194718		plus	FecR family protein		75111372	protein-coding		WP_005678220.1	296	INE72_RS00810
NZ_CP072258.1	194860	198222		plus	SusC/RagA family TonB-linked outer membrane protein		75111373	protein-coding		WP_005678219.1	1120	INE72_RS00815
NZ_CP072258.1	198242	199783		plus	RagB/SusD family nutrient uptake outer membrane protein		75111374	protein-coding		WP_032838578.1	513	INE72_RS00820
NZ_CP072258.1	199878	202451		plus	beta-galactosidase GalB	galB	75111375	protein-coding		WP_005682563.1	857	INE72_RS00825
NZ_CP072258.1	202472	204007		plus	right-handed parallel beta-helix repeat-containing protein		75111376	protein-coding		WP_105094968.1	511	INE72_RS00830
NZ_CP072258.1	204102	205409		minus	glutamine-hydrolyzing GMP synthase	guaA	75111377	protein-coding		WP_005678215.1	435	INE72_RS00835
NZ_CP072258.1	205512	206951		minus	sensor histidine kinase		75111378	protein-coding		WP_005682561.1	479	INE72_RS00840
NZ_CP072258.1	206971	208101		minus	sensor protein KdpD		75111379	protein-coding		WP_005678213.1	376	INE72_RS00845
NZ_CP072258.1	208191	208934		minus	hypothetical protein		75111380	protein-coding		WP_005678212.1	247	INE72_RS00850
NZ_CP072258.1	208963	209538		minus	K(+)-transporting ATPase subunit C		75111381	protein-coding		WP_005678211.1	191	INE72_RS00855
NZ_CP072258.1	209555	211588		minus	potassium-transporting ATPase subunit KdpB	kdpB	75111382	protein-coding		WP_005678209.1	677	INE72_RS00860
NZ_CP072258.1	211594	213300		minus	potassium-transporting ATPase subunit KdpA	kdpA	75111383	protein-coding		WP_005678208.1	568	INE72_RS00865
NZ_CP072258.1	213332	213412		minus	potassium-transporting ATPase subunit F		99802932	protein-coding		WP_081447310.1	26	INE72_RS23350
NZ_CP072258.1	213880	216135		plus	bifunctional alpha,alpha-trehalose-phosphate synthase (UDP-forming)/trehalose-phosphatase		75111384	protein-coding		WP_005682560.1	751	INE72_RS00875
NZ_CP072258.1	216306	216416		minus	5S ribosomal RNA	rrf	75111385	rRNA				INE72_RS00880
NZ_CP072258.1	216491	219370		minus	23S ribosomal RNA		75111386	rRNA				INE72_RS00885
NZ_CP072258.1	219514	219587		minus	tRNA-Ala		75111387	tRNA				INE72_RS00890
NZ_CP072258.1	219606	219679		minus	tRNA-Ile		75111388	tRNA				INE72_RS00895
NZ_CP072258.1	219868	221396		minus	16S ribosomal RNA		75111389	rRNA				INE72_RS00900
NZ_CP072258.1	222297	222479		plus	hypothetical protein		75111390	protein-coding		WP_032838669.1	60	INE72_RS00905
NZ_CP072258.1	222700	222843		plus	hypothetical protein		75111391	protein-coding		WP_195210173.1	47	INE72_RS00910
NZ_CP072258.1	222986	224326		minus	sigma-54-dependent transcriptional regulator		75111392	protein-coding		WP_005675587.1	446	INE72_RS00915
NZ_CP072258.1	224459	226930		plus	FAD-dependent oxidoreductase		75111393	protein-coding		WP_005675586.1	823	INE72_RS00920
NZ_CP072258.1	226965	227318		plus	MarR family transcriptional regulator		75111394	protein-coding		WP_005675585.1	117	INE72_RS00925
NZ_CP072258.1	227542	228177		plus	DUF4136 domain-containing protein		75111395	protein-coding		WP_005683033.1	211	INE72_RS00930
NZ_CP072258.1	228193	228819		plus	porin family protein		75111396	protein-coding		WP_005675583.1	208	INE72_RS00935
NZ_CP072258.1	228924	231935		minus	serine hydrolase domain-containing protein		75111397	protein-coding		WP_005675582.1	1003	INE72_RS00940
NZ_CP072258.1	231932	232762		minus	bifunctional metallophosphatase/5'-nucleotidase		75111398	protein-coding		WP_005683032.1	276	INE72_RS00945
NZ_CP072258.1	232792	233577		minus	5'-nucleotidase C-terminal domain-containing protein		75111399	protein-coding		WP_005675580.1	261	INE72_RS00950
NZ_CP072258.1	233735	234088		plus	50S ribosomal protein L19	rplS	75111400	protein-coding		WP_005675578.1	117	INE72_RS00955
NZ_CP072258.1	234292	235272		minus	ROK family protein		75111401	protein-coding		WP_005683031.1	326	INE72_RS00960
NZ_CP072258.1	235452	236168		plus	ABC transporter ATP-binding protein		75111402	protein-coding		WP_005683030.1	238	INE72_RS00965
NZ_CP072258.1	236199	237458		plus	ABC transporter permease		75111403	protein-coding		WP_005675574.1	419	INE72_RS00970
NZ_CP072258.1	237463	238704		plus	ABC transporter permease		75111404	protein-coding		WP_005675573.1	413	INE72_RS00975
NZ_CP072258.1	238774	239874		plus	efflux RND transporter periplasmic adaptor subunit		75111405	protein-coding		WP_005675571.1	366	INE72_RS00980
NZ_CP072258.1	239885	241222		plus	TolC family protein		75111406	protein-coding		WP_005683029.1	445	INE72_RS00985
NZ_CP072258.1	241304	242275		plus	peptide-methionine (R)-S-oxide reductase MsrB	msrB	75111407	protein-coding		WP_005683028.1	323	INE72_RS00990
NZ_CP072258.1	242368	244326		plus	biosynthetic peptidoglycan transglycosylase		75111408	protein-coding		WP_032838711.1	652	INE72_RS00995
NZ_CP072258.1	244349	245476		minus	hypothetical protein		75111409	protein-coding		WP_005683024.1	375	INE72_RS01000
NZ_CP072258.1	245491	246168		minus	proline and serine-rich protein 1 family protein		75111410	protein-coding		WP_005683023.1	225	INE72_RS01005
NZ_CP072258.1	246194	246862		minus	proline and serine-rich protein 1 family protein		75111411	protein-coding		WP_005683022.1	222	INE72_RS01010
NZ_CP072258.1	246981	247820		minus	CvfB family protein		75111412	protein-coding		WP_005675564.1	279	INE72_RS01015
NZ_CP072258.1	248005	249006		plus	malate dehydrogenase		75111413	protein-coding		WP_005675563.1	333	INE72_RS01020
NZ_CP072258.1	249076	249507		minus	Fur family transcriptional regulator		75111414	protein-coding		WP_005675561.1	143	INE72_RS01025
NZ_CP072258.1	249515	251461		minus	heavy metal translocating P-type ATPase		75111415	protein-coding		WP_005683021.1	648	INE72_RS01030
NZ_CP072258.1	251529	252185		minus	porin family protein		75111416	protein-coding		WP_005683019.1	218	INE72_RS01035
NZ_CP072258.1	253225	255057		minus	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase		75111417	protein-coding		WP_005683016.1	610	INE72_RS01040
NZ_CP072258.1	255057	255566		minus	5-(carboxyamino)imidazole ribonucleotide mutase	purE	75111418	protein-coding		WP_004296231.1	169	INE72_RS01045
NZ_CP072258.1	255618	255998		minus	glycine cleavage system protein GcvH	gcvH	75111419	protein-coding		WP_005675557.1	126	INE72_RS01050
NZ_CP072258.1	256029	256700		minus	hypothetical protein		75111420	protein-coding		WP_005683014.1	223	INE72_RS01055
NZ_CP072258.1	256767	258251		minus	RNA polymerase factor sigma-54	rpoN	75111421	protein-coding		WP_005675552.1	494	INE72_RS01060
NZ_CP072258.1	258390	259763		plus	aminopeptidase P family protein		75111422	protein-coding		WP_005675551.1	457	INE72_RS01065
NZ_CP072258.1	259897	260295		minus	hypothetical protein		75111423	protein-coding		WP_005675550.1	132	INE72_RS01070
NZ_CP072258.1	260517	262190		minus	nucleoside kinase		75111424	protein-coding		WP_005675548.1	557	INE72_RS01075
