Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_DS499577.1	28824	29630		plus	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	73802148	protein-coding		WP_004327517.1	268	ALIPUT_RS00220
NZ_DS499577.1	29658	30110		minus	ribose 5-phosphate isomerase B	rpiB	73802149	protein-coding		WP_004327518.1	150	ALIPUT_RS00225
NZ_DS499577.1	30383	32206		minus	MFS transporter		73802150	protein-coding		WP_004327520.1	607	ALIPUT_RS00230
NZ_DS499577.1	32516	32887		plus	YbaN family protein		73802151	protein-coding		WP_004327522.1	123	ALIPUT_RS00235
NZ_DS499577.1	32865	33773		minus	DMT family transporter		73802152	protein-coding		WP_004327523.1	302	ALIPUT_RS00240
NZ_DS499577.1	33775	34092		minus	hypothetical protein		73802153	protein-coding		WP_004327524.1	105	ALIPUT_RS00245
NZ_DS499577.1	34096	35898		minus	translational GTPase TypA	typA	73802154	protein-coding		WP_004327525.1	600	ALIPUT_RS00250
NZ_DS499577.1	36242	37066		minus	leucine-rich repeat domain-containing protein		73802155	protein-coding		WP_187117654.1	274	ALIPUT_RS00255
NZ_DS499577.1	37035	37496		minus	leucine-rich repeat domain-containing protein		73804288	protein-coding		WP_004327527.1	153	ALIPUT_RS11925
NZ_DS499577.1	37976	39247		minus	malic enzyme-like NAD(P)-binding protein		73802156	protein-coding		WP_147554489.1	423	ALIPUT_RS00265
NZ_DS499577.1	39356	40219		minus	nitroreductase family protein		73802157	protein-coding		WP_004327529.1	287	ALIPUT_RS00270
NZ_DS499577.1	40252	41097		minus	hypothetical protein		73802158	protein-coding		WP_040293008.1	281	ALIPUT_RS00275
NZ_DS499577.1	41153	42169		minus	Holliday junction branch migration DNA helicase RuvB	ruvB	73802159	protein-coding		WP_004327531.1	338	ALIPUT_RS00280
NZ_DS499577.1	42807	42878		minus	tRNA-Arg		73802160	tRNA				ALIPUT_RS00285
NZ_DS499577.1	42910	43539		plus	S24 family peptidase		73802161	protein-coding		WP_004327535.1	209	ALIPUT_RS00290
NZ_DS499577.1	43549	44142		plus	riboflavin synthase		73802162	protein-coding		WP_004327536.1	197	ALIPUT_RS00295
NZ_DS499577.1	44139	45188		plus	sensor histidine kinase		73802163	protein-coding		WP_004327537.1	349	ALIPUT_RS00300
NZ_DS499577.1	45202	46107		plus	prolipoprotein diacylglyceryl transferase	lgt	73802164	protein-coding		WP_004327538.1	301	ALIPUT_RS00305
NZ_DS499577.1	46104	47099		plus	hypothetical protein		73802165	protein-coding		WP_004327539.1	331	ALIPUT_RS00310
NZ_DS499577.1	47096	47587		plus	GtrA family protein		73802166	protein-coding		WP_004327540.1	163	ALIPUT_RS00315
NZ_DS499577.1	47819	48964		minus	iron-containing alcohol dehydrogenase		73802167	protein-coding		WP_004327541.1	381	ALIPUT_RS00320
NZ_DS499577.1	49072	51114		minus	excinuclease ABC subunit UvrB	uvrB	73802168	protein-coding		WP_004327542.1	680	ALIPUT_RS00325
NZ_DS499577.1	51277	52098		plus	DUF5694 domain-containing protein		73802169	protein-coding		WP_040293009.1	273	ALIPUT_RS00330
NZ_DS499577.1	52134	54110		plus	DNA primase	dnaG	73802170	protein-coding		WP_004327544.1	658	ALIPUT_RS00335
NZ_DS499577.1	54383	54847		plus	SsrA-binding protein SmpB	smpB	73802171	protein-coding		WP_022460686.1	154	ALIPUT_RS00340
NZ_DS499577.1	55102	55809		plus	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	73802172	protein-coding		WP_022460687.1	235	ALIPUT_RS00345
NZ_DS499577.1	55868	56218		plus	hypothetical protein		73802173	protein-coding		WP_004327548.1	116	ALIPUT_RS00350
NZ_DS499577.1	56544	57227		minus	M48 family metallopeptidase		73802174	protein-coding		WP_004327550.1	227	ALIPUT_RS00360
NZ_DS499577.1	57253	57984		minus	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB	73802175	protein-coding		WP_004327551.1	243	ALIPUT_RS00365
NZ_DS499577.1	58110	58697		minus	flavodoxin family protein		73802176	protein-coding		WP_004327552.1	195	ALIPUT_RS00370
NZ_DS499577.1	58729	60660		minus	ribosomal protection-like ABC-F family protein	abc-f	73802177	protein-coding		WP_004327553.1	643	ALIPUT_RS00375
NZ_DS499577.1	60742	61392		minus	ribulose-phosphate 3-epimerase	rpe	73802178	protein-coding		WP_081443347.1	216	ALIPUT_RS00380
NZ_DS499577.1	61719	63359		minus	hypothetical protein		73802179	protein-coding		WP_147554491.1	546	ALIPUT_RS00385
NZ_DS499577.1	63586	64485		minus	hypothetical protein		73802180	protein-coding		WP_187117655.1	299	ALIPUT_RS00390
NZ_DS499577.1	64711	65283		minus	hypothetical protein		73802181	protein-coding		WP_004327557.1	190	ALIPUT_RS00395
NZ_DS499577.1	65530	66840		plus	DNA recombination protein RmuC		73802182	protein-coding		WP_004327559.1	436	ALIPUT_RS00405
NZ_DS499577.1	67035	67553		minus	GNAT family N-acetyltransferase		73802183	protein-coding		WP_004327560.1	172	ALIPUT_RS00410
NZ_DS499577.1	67553	68785		minus	ROK family transcriptional regulator		73802184	protein-coding		WP_004327561.1	410	ALIPUT_RS00415
NZ_DS499577.1	68944	69825		minus	ACP S-malonyltransferase	fabD	73802185	protein-coding		WP_004327562.1	293	ALIPUT_RS00420
NZ_DS499577.1	70536	71804		minus	rubredoxin	rd	79397130	protein-coding		WP_004327563.1	422	ALIPUT_RS13250
NZ_DS499577.1	71874	72842		minus	class A beta-lactamase, subclass A2	bla	73802186	protein-coding		WP_004327564.1	322	ALIPUT_RS00430
NZ_DS499577.1	73091	75472		plus	TonB-dependent receptor		73802187	protein-coding		WP_004327565.1	793	ALIPUT_RS00435
NZ_DS499577.1	75483	76502		plus	magnesium/cobalt transporter CorA	corA	73802188	protein-coding		WP_004327566.1	339	ALIPUT_RS00440
NZ_DS499577.1	76650	77855		plus	hypothetical protein		73802189	protein-coding		WP_004327567.1	401	ALIPUT_RS00445
NZ_DS499577.1	78104	78361		minus	helix-turn-helix domain-containing protein		73802190	protein-coding		WP_004327569.1	85	ALIPUT_RS00450
NZ_DS499577.1	78395	79063		minus	DNA adenine methylase		73802191	protein-coding		WP_004327570.1	222	ALIPUT_RS00455
NZ_DS499577.1	79245	79400		minus	DNA adenine methylase		73804394	protein-coding		WP_004327571.1	51	ALIPUT_RS12930
NZ_DS499577.1	79996	80367		minus	EVE domain-containing protein		73804289	protein-coding		WP_004327573.1	123	ALIPUT_RS11935
NZ_DS499577.1	81418	81490		minus	tRNA-Lys		73802192	tRNA				ALIPUT_RS00470
NZ_DS499577.1	82327	84654		plus	hypothetical protein		73802193	protein-coding		WP_040293015.1	775	ALIPUT_RS00475
NZ_DS499577.1	85870	87201		minus	glycoside hydrolase family 2 TIM barrel-domain containing protein		73802194	protein-coding		WP_004327588.1	443	ALIPUT_RS00485
NZ_DS499577.1	87442	87885		plus	type I restriction enzyme HsdR N-terminal domain-containing protein		73802195	protein-coding		WP_040293271.1	147	ALIPUT_RS00490
NZ_DS499577.1	88155	88505		plus	DUF8177 domain-containing protein		73802196	protein-coding		WP_004327590.1	116	ALIPUT_RS00495
NZ_DS499577.1	88817	89560		minus	LytR/AlgR family response regulator transcription factor		73802197	protein-coding		WP_004327592.1	247	ALIPUT_RS00500
NZ_DS499577.1	89554	90606		minus	sensor histidine kinase		73802198	protein-coding		WP_004327593.1	350	ALIPUT_RS00505
NZ_DS499577.1	91000	92700		minus	AMP-binding protein		73802199	protein-coding		WP_004327595.1	566	ALIPUT_RS00515
NZ_DS499577.1	93258	93917		minus	glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY	73802200	protein-coding		WP_004327603.1	219	ALIPUT_RS00520
NZ_DS499577.1	94081	95079		plus	YitT family protein		73802201	protein-coding		WP_040293272.1	332	ALIPUT_RS00525
NZ_DS499577.1	95169	96545		plus	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB	73802202	protein-coding		WP_004327606.1	458	ALIPUT_RS00530
NZ_DS499577.1	96574	98004		plus	DEAD/DEAH box helicase		73802203	protein-coding		WP_004327607.1	476	ALIPUT_RS00535
NZ_DS499577.1	98482	99984		minus	catalase		73802204	protein-coding		WP_004327608.1	500	ALIPUT_RS00540
NZ_DS499577.1	100206	100282		plus	tRNA-Ala		73802205	tRNA				ALIPUT_RS00545
NZ_DS499577.1	100429	101742		plus	phage integrase SAM-like domain-containing protein		73804290	protein-coding		WP_081443351.1	437	ALIPUT_RS11940
NZ_DS499577.1	101846	102025		plus	type II toxin-antitoxin system HicA family toxin		99804928	protein-coding		WP_022460571.1	59	ALIPUT_RS13320
NZ_DS499577.1	102075	102479		plus	helix-turn-helix domain-containing protein		73802206	protein-coding		WP_004327610.1	134	ALIPUT_RS00555
NZ_DS499577.1	102622	102897		minus	hypothetical protein		73802207	protein-coding		WP_004327611.1	91	ALIPUT_RS00560
NZ_DS499577.1	103165	103302		plus	hypothetical protein		73804395	protein-coding		WP_004327613.1	45	ALIPUT_RS12935
NZ_DS499577.1	103348	103593		plus	DUF5053 domain-containing protein		73802208	protein-coding		WP_004327614.1	81	ALIPUT_RS00570
NZ_DS499577.1	103654	104013		minus	Bor family protein		73804335	protein-coding		WP_081443352.1	119	ALIPUT_RS12265
NZ_DS499577.1	104517	104726		minus	hypothetical protein		73802209	protein-coding		WP_147554493.1	69	ALIPUT_RS00575
NZ_DS499577.1	104849	105388		minus	hypothetical protein		73802210	protein-coding		WP_004327617.1	179	ALIPUT_RS00580
NZ_DS499577.1	105514	105783		plus	hypothetical protein		73802211	protein-coding		WP_004327618.1	89	ALIPUT_RS00585
NZ_DS499577.1	105794	106051		plus	hypothetical protein		73802212	protein-coding		WP_004327620.1	85	ALIPUT_RS00590
NZ_DS499577.1	106103	106390		plus	hypothetical protein		73802213	protein-coding		WP_004327622.1	95	ALIPUT_RS00595
NZ_DS499577.1	106793	108418		plus	A1S_2505 family phage non-structural protein		73804396	protein-coding		WP_004327624.1	541	ALIPUT_RS12940
NZ_DS499577.1	108454	108630		plus	hypothetical protein		73804397	protein-coding		WP_004327626.1	58	ALIPUT_RS12945
NZ_DS499577.1	108684	109505		plus	hypothetical protein		73802214	protein-coding		WP_004327628.1	273	ALIPUT_RS00605
NZ_DS499577.1	110086	110214		plus	hypothetical protein		75428744	protein-coding		WP_004327630.1	42	ALIPUT_RS13225
NZ_DS499577.1	110211	110666		plus	hypothetical protein		73802215	protein-coding		WP_050751417.1	151	ALIPUT_RS00610
NZ_DS499577.1	110856	111509		plus	RAD52 family DNA repair protein		73802216	protein-coding		WP_004327633.1	217	ALIPUT_RS00615
NZ_DS499577.1	111499	111960		plus	hypothetical protein		73802217	protein-coding		WP_004327634.1	153	ALIPUT_RS00620
NZ_DS499577.1	111963	112259		plus	hypothetical protein		73802218	protein-coding		WP_004327635.1	98	ALIPUT_RS00625
NZ_DS499577.1	112418	112786		plus	hypothetical protein		73802219	protein-coding		WP_004327637.1	122	ALIPUT_RS00630
NZ_DS499577.1	112838	113851		plus	DUF4373 domain-containing protein		73804291	protein-coding		WP_004327638.1	337	ALIPUT_RS11945
NZ_DS499577.1	113854	114441		plus	hypothetical protein		73802220	protein-coding		WP_004327639.1	195	ALIPUT_RS00640
NZ_DS499577.1	114438	114794		plus	PDDEXK family nuclease		73802221	protein-coding		WP_004327640.1	118	ALIPUT_RS00645
NZ_DS499577.1	114864	115412		plus	hypothetical protein		73802222	protein-coding		WP_004327641.1	182	ALIPUT_RS00650
NZ_DS499577.1	115418	116017		plus	zinc finger CCCH domain-containing protein		73802223	protein-coding		WP_004327642.1	199	ALIPUT_RS00655
NZ_DS499577.1	116032	116910		plus	radical SAM protein		73802224	protein-coding		WP_040293029.1	292	ALIPUT_RS00660
NZ_DS499577.1	116907	117272		plus	nucleoside triphosphate pyrophosphohydrolase family protein		73802225	protein-coding		WP_004327644.1	121	ALIPUT_RS00665
NZ_DS499577.1	117287	118108		plus	hypothetical protein		73802226	protein-coding		WP_004327645.1	273	ALIPUT_RS00670
NZ_DS499577.1	118122	119081		plus	DNA cytosine methyltransferase		73802227	protein-coding		WP_004327646.1	319	ALIPUT_RS00675
NZ_DS499577.1	119078	119362		plus	hypothetical protein		73802228	protein-coding		WP_004327647.1	94	ALIPUT_RS00680
NZ_DS499577.1	119477	119815		plus	YopX family protein		73804292	protein-coding		WP_004327648.1	112	ALIPUT_RS11950
NZ_DS499577.1	120117	120386		plus	hypothetical protein		73802229	protein-coding		WP_004327650.1	89	ALIPUT_RS00690
NZ_DS499577.1	120383	120817		plus	hypothetical protein		73802230	protein-coding		WP_004327651.1	144	ALIPUT_RS00695
NZ_DS499577.1	120814	121149		plus	hypothetical protein		73802231	protein-coding		WP_004327652.1	111	ALIPUT_RS00700
NZ_DS499577.1	121197	121598		plus	mediator of RNA polymerase II transcription subunit 21		73802232	protein-coding		WP_004327653.1	133	ALIPUT_RS00705
NZ_DS499577.1	122013	122369		plus	hypothetical protein		73802233	protein-coding		WP_004327655.1	118	ALIPUT_RS00710
NZ_DS499577.1	122366	122701		plus	hypothetical protein		73802234	protein-coding		WP_004327652.1	111	ALIPUT_RS00715
NZ_DS499577.1	122749	123150		plus	mediator of RNA polymerase II transcription subunit 21		73802235	protein-coding		WP_004327656.1	133	ALIPUT_RS00720
NZ_DS499577.1	124242	124670		minus	hypothetical protein		73802236	protein-coding		WP_004327660.1	142	ALIPUT_RS00735
NZ_DS499577.1	124737	125144		minus	DUF7841 family protein		73802237	protein-coding		WP_004327661.1	135	ALIPUT_RS00740
NZ_DS499577.1	125193	125453		minus	hypothetical protein		73802238	protein-coding		WP_004327662.1	86	ALIPUT_RS00745
NZ_DS499577.1	125450	125956		minus	hypothetical protein		73802239	protein-coding		WP_004327663.1	168	ALIPUT_RS00750
NZ_DS499577.1	126028	126369		minus	hypothetical protein		73802240	protein-coding		WP_004327664.1	113	ALIPUT_RS00755
NZ_DS499577.1	126389	127285		minus	hypothetical protein		73802241	protein-coding		WP_004327665.1	298	ALIPUT_RS00760
NZ_DS499577.1	127382	127684		minus	hypothetical protein		73802242	protein-coding		WP_004327666.1	100	ALIPUT_RS00765
NZ_DS499577.1	127867	128055		minus	hypothetical protein		73802243	protein-coding		WP_004327667.1	62	ALIPUT_RS00770
NZ_DS499577.1	128076	128663		minus	DUF6808 domain-containing protein		73802244	protein-coding		WP_004327668.1	195	ALIPUT_RS00775
NZ_DS499577.1	128679	129083		minus	hypothetical protein		73802245	protein-coding		WP_004327669.1	134	ALIPUT_RS00780
NZ_DS499577.1	129080	129601		minus	phage holin family protein		73802246	protein-coding		WP_004327670.1	173	ALIPUT_RS00785
NZ_DS499577.1	129607	134766		minus	hypothetical protein		73804293	protein-coding		WP_004327671.1	1719	ALIPUT_RS11955
NZ_DS499577.1	134991	135785		minus	DUF3825 domain-containing protein		73802247	protein-coding		WP_004327672.1	264	ALIPUT_RS00795
NZ_DS499577.1	136154	136582		minus	hypothetical protein		73802248	protein-coding		WP_004327674.1	142	ALIPUT_RS00800
NZ_DS499577.1	136579	136974		minus	hypothetical protein		73802249	protein-coding		WP_004327675.1	131	ALIPUT_RS00805
NZ_DS499577.1	137087	137659		plus	hypothetical protein		73802250	protein-coding		WP_004327676.1	190	ALIPUT_RS00810
NZ_DS499577.1	137759	138103		minus	type II toxin-antitoxin system HicB family antitoxin		73802251	protein-coding		WP_004327677.1	114	ALIPUT_RS00815
NZ_DS499577.1	138100	138351		minus	type II toxin-antitoxin system HicA family toxin		73802252	protein-coding		WP_004327678.1	83	ALIPUT_RS00820
NZ_DS499577.1	138631	139374		plus	phage regulatory protein/antirepressor Ant		73804294	protein-coding		WP_004327679.1	247	ALIPUT_RS11960
NZ_DS499577.1	139371	139646		plus	hypothetical protein		73802253	protein-coding		WP_004327680.1	91	ALIPUT_RS00835
NZ_DS499577.1	139649	139828		plus	hypothetical protein		73802254	protein-coding		WP_004327681.1	59	ALIPUT_RS00840
NZ_DS499577.1	140099	144112		minus	coiled-coil domain-containing protein		73802255	protein-coding		WP_004327683.1	1337	ALIPUT_RS00845
NZ_DS499577.1	144109	144678		minus	hypothetical protein		73802256	protein-coding		WP_004327684.1	189	ALIPUT_RS00850
NZ_DS499577.1	144671	145024		minus	hypothetical protein		73802257	protein-coding		WP_004327685.1	117	ALIPUT_RS00855
NZ_DS499577.1	145100	145660		minus	hypothetical protein		73802258	protein-coding		WP_004327686.1	186	ALIPUT_RS00860
NZ_DS499577.1	145665	146066		minus	hypothetical protein		73802259	protein-coding		WP_004327687.1	133	ALIPUT_RS00865
NZ_DS499577.1	146414	146728		minus	DUF6706 family protein		73802260	protein-coding		WP_004327689.1	104	ALIPUT_RS00875
NZ_DS499577.1	146740	147852		minus	major capsid protein		73802261	protein-coding		WP_004327691.1	370	ALIPUT_RS00880
NZ_DS499577.1	147855	148418		minus	hypothetical protein		73802262	protein-coding		WP_004327693.1	187	ALIPUT_RS00885
NZ_DS499577.1	148431	149114		minus	hypothetical protein		73804398	protein-coding		WP_004327694.1	227	ALIPUT_RS12950
NZ_DS499577.1	149396	150811		minus	phage portal protein		73802263	protein-coding		WP_004327696.1	471	ALIPUT_RS00895
NZ_DS499577.1	150815	152233		minus	phage terminase large subunit		73802264	protein-coding		WP_004327698.1	472	ALIPUT_RS00900
NZ_DS499577.1	152214	152840		minus	terminase small subunit		73804295	protein-coding		WP_004327699.1	208	ALIPUT_RS11970
NZ_DS499577.1	153464	153910		minus	hypothetical protein		73802265	protein-coding		WP_004327700.1	148	ALIPUT_RS00910
NZ_DS499577.1	154027	155331		minus	ribosome biogenesis GTPase Der	der	73802266	protein-coding		WP_040293038.1	434	ALIPUT_RS00915
NZ_DS499577.1	155713	157770		minus	cation:proton antiporter		73802267	protein-coding		WP_004327703.1	685	ALIPUT_RS00920
NZ_DS499577.1	158199	159377		plus	MFS transporter		73802268	protein-coding		WP_004327705.1	392	ALIPUT_RS00925
NZ_DS499577.1	159382	160023		plus	outer membrane beta-barrel protein		73802269	protein-coding		WP_004327706.1	213	ALIPUT_RS00930
NZ_DS499577.1	160027	161010		plus	PhoH family protein		73802270	protein-coding		WP_004327707.1	327	ALIPUT_RS00935
NZ_DS499577.1	161040	162503		plus	aminoacyl-histidine dipeptidase		73802271	protein-coding		WP_004327708.1	487	ALIPUT_RS00940
NZ_DS499577.1	162519	163511		plus	diacylglycerol/lipid kinase family protein		73802272	protein-coding		WP_004327709.1	330	ALIPUT_RS00945
NZ_DS499577.1	164097	165197		plus	redox-regulated ATPase YchF	ychF	73802273	protein-coding		WP_004327712.1	366	ALIPUT_RS00955
NZ_DS499577.1	165332	166063		plus	SIMPL domain-containing protein		73802274	protein-coding		WP_004327713.1	243	ALIPUT_RS00960
NZ_DS499577.1	166069	166341		plus	hypothetical protein		73802275	protein-coding		WP_004327714.1	90	ALIPUT_RS00965
NZ_DS499577.1	166348	167880		plus	glutamate--tRNA ligase	gltX	73802276	protein-coding		WP_004327715.1	510	ALIPUT_RS00970
NZ_DS499577.1	167883	168938		plus	aldose epimerase family protein		73802277	protein-coding		WP_004327716.1	351	ALIPUT_RS00975
NZ_DS499577.1	169343	171589		plus	TonB-dependent receptor		73802278	protein-coding		WP_040293039.1	748	ALIPUT_RS00980
NZ_DS499577.1	171593	172171		plus	nicotinamide riboside transporter PnuC	pnuC	73802279	protein-coding		WP_004327718.1	192	ALIPUT_RS00985
NZ_DS499577.1	172196	172582		minus	MmcQ/YjbR family DNA-binding protein		73802280	protein-coding		WP_022460554.1	128	ALIPUT_RS00990
NZ_DS499577.1	172806	174299		plus	hypothetical protein		73802281	protein-coding		WP_004327720.1	497	ALIPUT_RS00995
NZ_DS499577.1	174302	175012		plus	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	73802282	protein-coding		WP_004327721.1	236	ALIPUT_RS01000
NZ_DS499577.1	175013	176410		plus	TIGR00341 family protein		73802283	protein-coding		WP_004327722.1	465	ALIPUT_RS01005
NZ_DS499577.1	176403	177371		plus	lysophospholipid acyltransferase family protein		73802284	protein-coding		WP_004327723.1	322	ALIPUT_RS01010
NZ_DS499577.1	177350	178363		plus	glycosyltransferase family 2 protein		73802285	protein-coding		WP_004327724.1	337	ALIPUT_RS01015
NZ_DS499577.1	178617	179336		plus	polyprenol monophosphomannose synthase		73802286	protein-coding		WP_004327725.1	239	ALIPUT_RS01020
NZ_DS499577.1	179412	179873		plus	GNAT family N-acetyltransferase		73802287	protein-coding		WP_004327726.1	153	ALIPUT_RS01025
NZ_DS499577.1	180033	181715		minus	glutamine--tRNA ligase/YqeY domain fusion protein		73802288	protein-coding		WP_004327727.1	560	ALIPUT_RS01030
NZ_DS499577.1	181763	182809		minus	hypothetical protein		73802289	protein-coding		WP_004327728.1	348	ALIPUT_RS01035
NZ_DS499577.1	182970	183506		plus	RNA methyltransferase		73802290	protein-coding		WP_004327729.1	178	ALIPUT_RS01040
NZ_DS499577.1	183585	184400		plus	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	73802291	protein-coding		WP_004327730.1	271	ALIPUT_RS01045
NZ_DS499577.1	184860	186380		plus	hypothetical protein		73802292	protein-coding		WP_004327731.1	506	ALIPUT_RS01055
NZ_DS499577.1	186446	187776		minus	IS3 family transposase		73804336	protein-coding		WP_390384717.1	443	ALIPUT_RS12270
NZ_DS499577.1	187835	188737		minus	hypothetical protein		73802293	protein-coding		WP_004327734.1	300	ALIPUT_RS01070
NZ_DS499577.1	189125	190597		plus	IMP dehydrogenase	guaB	73802294	protein-coding		WP_004327736.1	490	ALIPUT_RS01075
NZ_DS499577.1	190612	190854		plus	hypothetical protein		73802295	protein-coding		WP_004327737.1	80	ALIPUT_RS01080
NZ_DS499577.1	190855	192390		plus	glutamine-hydrolyzing GMP synthase	guaA	73802296	protein-coding		WP_004327738.1	511	ALIPUT_RS01085
NZ_DS499577.1	192543	194249		minus	glycoside hydrolase family 13 protein		73802297	protein-coding		WP_004327739.1	568	ALIPUT_RS01090
NZ_DS499577.1	194533	195516		minus	nucleotidyltransferase domain-containing protein		73802298	protein-coding		WP_050751430.1	327	ALIPUT_RS01095
