Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_012778.1	34209	35549		plus	ATP-binding protein		41354833	protein-coding		WP_012738308.1	446	EUBELI_RS00175
NC_012778.1	35595	35753		minus	hypothetical protein		44154947	protein-coding		WP_012738309.1	52	EUBELI_RS14300
NC_012778.1	35784	36221		minus	MarR family winged helix-turn-helix transcriptional regulator		41354834	protein-coding		WP_012738310.1	145	EUBELI_RS00180
NC_012778.1	36381	37394		plus	sugar kinase		41354835	protein-coding		WP_022099174.1	337	EUBELI_RS00185
NC_012778.1	37455	38846		plus	sodium:proton antiporter		41354836	protein-coding		WP_049777825.1	463	EUBELI_RS00190
NC_012778.1	38863	39846		plus	cytidylate kinase-like family protein		41354837	protein-coding		WP_012738313.1	327	EUBELI_RS00195
NC_012778.1	40236	43433		plus	isoleucine--tRNA ligase	ileS	41354838	protein-coding		WP_041688344.1	1065	EUBELI_RS00200
NC_012778.1	43952	44437		plus	DUF2500 domain-containing protein		41354839	protein-coding		WP_012738315.1	161	EUBELI_RS00205
NC_012778.1	44527	45897		plus	hypothetical protein		41354840	protein-coding		WP_012738316.1	456	EUBELI_RS00210
NC_012778.1	45905	48001		plus	ABC transporter permease		41354841	protein-coding		WP_012738317.1	698	EUBELI_RS00215
NC_012778.1	48156	50630		plus	glycogen/starch/alpha-glucan phosphorylase		41354842	protein-coding		WP_012738318.1	824	EUBELI_RS00220
NC_012778.1	50772	51575		plus	M23 family metallopeptidase		41357359	protein-coding		WP_012738319.1	267	EUBELI_RS13455
NC_012778.1	51576	51755		plus	hypothetical protein		41354843	protein-coding		WP_012738320.1	59	EUBELI_RS00230
NC_012778.1	51756	52406		minus	PAQR family membrane homeostasis protein TrhA	trhA	41354844	protein-coding		WP_041688348.1	216	EUBELI_RS00235
NC_012778.1	52646	53446		plus	tRNA threonylcarbamoyladenosine dehydratase		41354845	protein-coding		WP_012738322.1	266	EUBELI_RS00240
NC_012778.1	53554	54492		plus	cysteine synthase A	cysK	41354846	protein-coding		WP_012738323.1	312	EUBELI_RS00245
NC_012778.1	54546	56126		minus	glucose-6-phosphate isomerase		41354847	protein-coding		WP_012738324.1	526	EUBELI_RS00250
NC_012778.1	56296	56844		minus	ferritin family protein		41354848	protein-coding		WP_041687854.1	182	EUBELI_RS00255
NC_012778.1	57013	57414		minus	Fur family transcriptional regulator		41354849	protein-coding		WP_012738326.1	133	EUBELI_RS00260
NC_012778.1	57433	58497		minus	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase		41354850	protein-coding		WP_012738327.1	354	EUBELI_RS00265
NC_012778.1	58550	59353		minus	radical SAM/SPASM domain-containing protein		41354851	protein-coding		WP_041687855.1	267	EUBELI_RS00270
NC_012778.1	59346	59594		minus	TIGR03905 family TSCPD domain-containing protein		41354852	protein-coding		WP_012738329.1	82	EUBELI_RS00275
NC_012778.1	59778	60470		plus	5'-methylthioadenosine/adenosylhomocysteine nucleosidase		41354853	protein-coding		WP_012738330.1	230	EUBELI_RS00280
NC_012778.1	60549	60743		plus	hypothetical protein		41354854	protein-coding		WP_022099195.1	64	EUBELI_RS00285
NC_012778.1	60777	61739		plus	D-2-hydroxyacid dehydrogenase		41354855	protein-coding		WP_012738332.1	320	EUBELI_RS00290
NC_012778.1	61838	62110		minus	hypothetical protein		41354856	protein-coding		WP_012738333.1	90	EUBELI_RS00295
NC_012778.1	62112	62558		minus	D-aminoacyl-tRNA deacylase	dtd	41354857	protein-coding		WP_012738334.1	148	EUBELI_RS00300
NC_012778.1	62962	64191		plus	6-phosphofructokinase		41354858	protein-coding		WP_041687856.1	409	EUBELI_RS00305
NC_012778.1	64332	64787		plus	MarR family winged helix-turn-helix transcriptional regulator		41354859	protein-coding		WP_012738336.1	151	EUBELI_RS00310
NC_012778.1	64781	66526		plus	ABC transporter ATP-binding protein		41354860	protein-coding		WP_012738337.1	581	EUBELI_RS00315
NC_012778.1	66537	68435		plus	ABC transporter ATP-binding protein		41354861	protein-coding		WP_012738338.1	632	EUBELI_RS00320
NC_012778.1	68499	69722		minus	6-phosphofructokinase		41354862	protein-coding		WP_012738339.1	407	EUBELI_RS00325
NC_012778.1	69894	70589		plus	HD domain-containing protein		60809661	protein-coding		WP_012738340.1	231	EUBELI_RS14530
NC_012778.1	70586	71278		plus	NUDIX domain-containing protein		41354864	protein-coding		WP_012738341.1	230	EUBELI_RS00335
NC_012778.1	71275	71898		plus	flavin reductase family protein		41354865	protein-coding		WP_012738342.1	207	EUBELI_RS00340
NC_012778.1	72002	73534		plus	peptidoglycan DD-metalloendopeptidase family protein		41357360	protein-coding		WP_049777827.1	510	EUBELI_RS13460
NC_012778.1	73740	75035		plus	UDP-N-acetylglucosamine 1-carboxyvinyltransferase		41354866	protein-coding		WP_012738344.1	431	EUBELI_RS00350
NC_012778.1	75157	76665		plus	sensor histidine kinase		41354867	protein-coding		WP_012738345.1	502	EUBELI_RS00355
NC_012778.1	76692	77381		plus	response regulator transcription factor		41354868	protein-coding		WP_041687857.1	229	EUBELI_RS00360
NC_012778.1	77510	78187		minus	RluA family pseudouridine synthase		41354869	protein-coding		WP_012738347.1	225	EUBELI_RS00365
NC_012778.1	78320	79390		plus	AI-2E family transporter		41354870	protein-coding		WP_012738348.1	356	EUBELI_RS00370
NC_012778.1	79484	80923		plus	proline--tRNA ligase	proS	41354871	protein-coding		WP_012738349.1	479	EUBELI_RS00375
NC_012778.1	81001	82254		minus	CCA tRNA nucleotidyltransferase		41354872	protein-coding		WP_012738350.1	417	EUBELI_RS00380
NC_012778.1	82456	83577		plus	protein kinase family protein		41354873	protein-coding		WP_012738352.1	373	EUBELI_RS00385
NC_012778.1	83624	85012		plus	PEGA domain-containing protein		41354874	protein-coding		WP_165437528.1	462	EUBELI_RS00390
NC_012778.1	85018	86208		plus	DegT/DnrJ/EryC1/StrS family aminotransferase		41354875	protein-coding		WP_012738354.1	396	EUBELI_RS00395
NC_012778.1	86251	86970		plus	sugar transferase		41354876	protein-coding		WP_012738355.1	239	EUBELI_RS00400
NC_012778.1	86978	88033		plus	glycosyltransferase family 2 protein		41354877	protein-coding		WP_012738356.1	351	EUBELI_RS00405
NC_012778.1	88033	89898		plus	polysaccharide biosynthesis protein		41354878	protein-coding		WP_012738357.1	621	EUBELI_RS00410
NC_012778.1	89942	91252		plus	hypothetical protein		41354879	protein-coding		WP_012738358.1	436	EUBELI_RS00415
NC_012778.1	91277	91888		minus	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	41354880	protein-coding		WP_012738359.1	203	EUBELI_RS00420
NC_012778.1	91910	92827		minus	dTDP-4-dehydrorhamnose reductase	rfbD	41354881	protein-coding		WP_012738360.1	305	EUBELI_RS00425
NC_012778.1	92859	93878		minus	dTDP-glucose 4,6-dehydratase	rfbB	41354882	protein-coding		WP_012738361.1	339	EUBELI_RS00430
NC_012778.1	93944	94843		minus	glucose-1-phosphate thymidylyltransferase RfbA	rfbA	41354883	protein-coding		WP_012738362.1	299	EUBELI_RS00435
NC_012778.1	94979	96223		plus	MerR family transcriptional regulator		41354884	protein-coding		WP_012738363.1	414	EUBELI_RS00440
NC_012778.1	96322	97479		plus	glycosyltransferase family 4 protein		41354885	protein-coding		WP_012738364.1	385	EUBELI_RS00445
NC_012778.1	97495	98787		plus	glycosyltransferase family 4 protein		41354886	protein-coding		WP_012738365.1	430	EUBELI_RS00450
NC_012778.1	98861	99946		plus	hypothetical protein		41354887	protein-coding		WP_012738366.1	361	EUBELI_RS00455
NC_012778.1	99948	101546		plus	MBOAT family O-acyltransferase		41354888	protein-coding		WP_012738367.1	532	EUBELI_RS00460
NC_012778.1	101571	102362		plus	ABC transporter permease		41354889	protein-coding		WP_012738368.1	263	EUBELI_RS00465
NC_012778.1	102385	103653		plus	ABC transporter ATP-binding protein		41354890	protein-coding		WP_012738369.1	422	EUBELI_RS00470
NC_012778.1	103670	106171		plus	glycosyltransferase family 2 protein		41354891	protein-coding		WP_012738370.1	833	EUBELI_RS00475
NC_012778.1	106187	108181		plus	glycosyltransferase family 2 protein		41354892	protein-coding		WP_012738371.1	664	EUBELI_RS00480
NC_012778.1	108210	109280		plus	mannose-1-phosphate guanylyltransferase		41354893	protein-coding		WP_022099227.1	356	EUBELI_RS00485
NC_012778.1	109333	110145		plus	glycosyltransferase family 2 protein		41354894	protein-coding		WP_012738373.1	270	EUBELI_RS00490
NC_012778.1	110155	110997		plus	LicD family protein		41354895	protein-coding		WP_012738374.1	280	EUBELI_RS00495
NC_012778.1	111007	112269		plus	lipopolysaccharide biosynthesis protein		41354896	protein-coding		WP_012738375.1	420	EUBELI_RS00500
NC_012778.1	112266	113150		plus	LicD family protein		41354897	protein-coding		WP_012738376.1	294	EUBELI_RS00505
NC_012778.1	113175	113876		plus	glycosyltransferase family 2 protein		41354898	protein-coding		WP_022099228.1	233	EUBELI_RS00510
NC_012778.1	113873	114241		plus	DUF2304 domain-containing protein		41354899	protein-coding		WP_012738378.1	122	EUBELI_RS00515
NC_012778.1	114263	116029		plus	DUF2142 domain-containing protein		41354900	protein-coding		WP_012738379.1	588	EUBELI_RS00520
NC_012778.1	116083	117747		plus	sulfatase-like hydrolase/transferase		41354901	protein-coding		WP_012738380.1	554	EUBELI_RS00525
NC_012778.1	117893	119368		plus	APC family permease		41354902	protein-coding		WP_012738381.1	491	EUBELI_RS00530
NC_012778.1	119378	120298		plus	NTP transferase domain-containing protein		41354903	protein-coding		WP_012738382.1	306	EUBELI_RS00535
NC_012778.1	120328	121899		plus	amidohydrolase		41354904	protein-coding		WP_012738383.1	523	EUBELI_RS00540
NC_012778.1	121913	123673		plus	phosphotransferase		41354905	protein-coding		WP_012738384.1	586	EUBELI_RS00545
NC_012778.1	123876	125777		plus	membrane protein insertase YidC	yidC	41354906	protein-coding		WP_012738385.1	633	EUBELI_RS00550
NC_012778.1	125800	127611		plus	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		41354907	protein-coding		WP_012738386.1	603	EUBELI_RS00555
NC_012778.1	127628	127846		plus	hypothetical protein		41354908	protein-coding		WP_012738387.1	72	EUBELI_RS00560
NC_012778.1	127956	128456		plus	GtrA family protein		41354909	protein-coding		WP_012738388.1	166	EUBELI_RS00565
NC_012778.1	128469	130028		plus	amino acid adenylation domain-containing protein		41354910	protein-coding		WP_012738389.1	519	EUBELI_RS00570
NC_012778.1	130030	131268		plus	diaminopimelate decarboxylase family protein		41354911	protein-coding		WP_012738390.1	412	EUBELI_RS00575
NC_012778.1	131373	131597		plus	hypothetical protein		41354912	protein-coding		WP_022097299.1	74	EUBELI_RS00580
NC_012778.1	131621	133210		plus	MBOAT family O-acyltransferase		41354913	protein-coding		WP_012738392.1	529	EUBELI_RS00585
NC_012778.1	133229	134305		plus	hypothetical protein		41354914	protein-coding		WP_012738393.1	358	EUBELI_RS00590
NC_012778.1	134295	135350		plus	hypothetical protein		41354915	protein-coding		WP_012738394.1	351	EUBELI_RS00595
NC_012778.1	135347	136396		plus	hypothetical protein		41354916	protein-coding		WP_041687858.1	349	EUBELI_RS00600
NC_012778.1	136581	136667		plus	tRNA-Leu		41354917	tRNA				EUBELI_RS00605
NC_012778.1	137064	142259		plus	right-handed parallel beta-helix repeat-containing protein		41354918	protein-coding		WP_012738396.1	1731	EUBELI_RS00610
NC_012778.1	142373	143353		plus	transglutaminase domain-containing protein		41357361	protein-coding		WP_012738397.1	326	EUBELI_RS13465
NC_012778.1	143460	146255		plus	C1 family peptidase		41357362	protein-coding		WP_012738398.1	931	EUBELI_RS13470
NC_012778.1	146347	150027		plus	pectate lyase family protein		41354919	protein-coding		WP_012738399.1	1226	EUBELI_RS00625
NC_012778.1	150147	150926		plus	DUF4422 domain-containing protein		41354920	protein-coding		WP_012738400.1	259	EUBELI_RS00630
NC_012778.1	150955	152070		plus	glycosyltransferase family 1 protein		41354921	protein-coding		WP_012738401.1	371	EUBELI_RS00635
NC_012778.1	152085	152366		plus	hypothetical protein		41357363	protein-coding		WP_012738402.1	93	EUBELI_RS13475
NC_012778.1	152453	153130		plus	galactofuranosyltransferase		41354922	protein-coding		WP_165437529.1	225	EUBELI_RS00640
NC_012778.1	153165	154382		plus	hypothetical protein		41354923	protein-coding		WP_012738404.1	405	EUBELI_RS00645
NC_012778.1	154387	155844		plus	flippase		41354924	protein-coding		WP_012738405.1	485	EUBELI_RS00650
NC_012778.1	155867	156982		plus	UDP-galactopyranose mutase	glf	41354925	protein-coding		WP_041688373.1	371	EUBELI_RS00655
NC_012778.1	157017	158012		plus	glycosyltransferase family 2 protein		41354926	protein-coding		WP_041687859.1	331	EUBELI_RS00660
NC_012778.1	158032	159114		plus	acyltransferase		41354927	protein-coding		WP_012738408.1	360	EUBELI_RS00665
NC_012778.1	159261	159629		plus	hypothetical protein		41354928	protein-coding		WP_041687860.1	122	EUBELI_RS00670
NC_012778.1	159684	159944		plus	hypothetical protein		44154948	protein-coding		WP_012738410.1	86	EUBELI_RS14305
NC_012778.1	160099	161529		plus	sugar transferase		41354929	protein-coding		WP_012738411.1	476	EUBELI_RS00680
NC_012778.1	161540	163021		plus	LCP family protein		41354930	protein-coding		WP_041687862.1	493	EUBELI_RS00685
NC_012778.1	163051	164814		plus	DUF4012 domain-containing protein		41354931	protein-coding		WP_012738413.1	587	EUBELI_RS00690
NC_012778.1	164877	165398		plus	DUF6512 family protein		41357364	protein-coding		WP_148231321.1	173	EUBELI_RS13480
NC_012778.1	165516	165884		plus	GntR family transcriptional regulator		41354932	protein-coding		WP_012738415.1	122	EUBELI_RS00700
NC_012778.1	165881	166792		plus	ABC transporter ATP-binding protein		41354933	protein-coding		WP_012738416.1	303	EUBELI_RS00705
NC_012778.1	166785	168890		plus	ABC-2 family transporter permease		41354934	protein-coding		WP_012738417.1	701	EUBELI_RS00710
NC_012778.1	169082	169336		minus	hypothetical protein		41354935	protein-coding		WP_012738418.1	84	EUBELI_RS00715
NC_012778.1	169464	170204		plus	glycosyltransferase family 2 protein		41354936	protein-coding		WP_012738419.1	246	EUBELI_RS00720
NC_012778.1	170245	172059		plus	glycoside hydrolase family 25 protein		41354937	protein-coding		WP_012738420.1	604	EUBELI_RS00725
NC_012778.1	172141	174129		plus	glycoside hydrolase family 25 protein		41357365	protein-coding		WP_012738421.1	662	EUBELI_RS13485
NC_012778.1	174215	175666		plus	hypothetical protein		41354938	protein-coding		WP_041687863.1	483	EUBELI_RS00735
NC_012778.1	175720	178092		plus	type I phosphomannose isomerase catalytic subunit		41357429	protein-coding		WP_012738423.1	790	EUBELI_RS13840
NC_012778.1	178163	178909		plus	polyprenol monophosphomannose synthase		41354939	protein-coding		WP_012738424.1	248	EUBELI_RS00745
NC_012778.1	179001	180017		plus	UDP-glucose 4-epimerase GalE	galE	41354940	protein-coding		WP_012738425.1	338	EUBELI_RS00750
NC_012778.1	180028	181380		plus	phosphoglucosamine mutase	glmM	41354941	protein-coding		WP_012738426.1	450	EUBELI_RS00755
NC_012778.1	181747	182178		plus	protease complex subunit PrcB family protein		41354942	protein-coding		WP_012738427.1	143	EUBELI_RS00760
NC_012778.1	182199	183782		plus	DUF3794 domain-containing protein		41354943	protein-coding		WP_041687864.1	527	EUBELI_RS00765
NC_012778.1	183833	184435		minus	hypothetical protein		41354944	protein-coding		WP_012738429.1	200	EUBELI_RS00770
NC_012778.1	184502	185884		minus	MATE family efflux transporter		41354945	protein-coding		WP_012738430.1	460	EUBELI_RS00775
NC_012778.1	186100	186933		plus	AraC family transcriptional regulator		41354946	protein-coding		WP_012738432.1	277	EUBELI_RS00780
NC_012778.1	187024	187890		plus	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	41354947	protein-coding		WP_012738433.1	288	EUBELI_RS00785
NC_012778.1	187943	188611		plus	GntR family transcriptional regulator		41354948	protein-coding		WP_012738434.1	222	EUBELI_RS00790
NC_012778.1	188736	189371		plus	stage II sporulation protein R	spoIIR	41354949	protein-coding		WP_228003414.1	211	EUBELI_RS00795
NC_012778.1	189394	189885		plus	DUF1934 domain-containing protein		41354950	protein-coding		WP_049777832.1	163	EUBELI_RS00800
NC_012778.1	189914	191365		plus	nicotinate phosphoribosyltransferase		41354951	protein-coding		WP_041687865.1	483	EUBELI_RS00805
NC_012778.1	191897	192337		plus	hypothetical protein		41354952	protein-coding		WP_012738439.1	146	EUBELI_RS00815
NC_012778.1	192996	193733		minus	lysophospholipid acyltransferase family protein		41354953	protein-coding		WP_012738440.1	245	EUBELI_RS00820
NC_012778.1	193791	194819		minus	FAD:protein FMN transferase		41354954	protein-coding		WP_012738441.1	342	EUBELI_RS00825
NC_012778.1	195007	196194		plus	trigger factor	tig	41354955	protein-coding		WP_041687867.1	395	EUBELI_RS00830
NC_012778.1	196375	198039		plus	SulP family inorganic anion transporter		41354956	protein-coding		WP_041688387.1	554	EUBELI_RS00835
NC_012778.1	198046	199422		plus	MATE family efflux transporter		41354957	protein-coding		WP_012738444.1	458	EUBELI_RS00840
NC_012778.1	199729	200910		minus	methionine adenosyltransferase	metK	41354958	protein-coding		WP_041687868.1	393	EUBELI_RS00845
NC_012778.1	201317	202417		plus	HD-GYP domain-containing protein		41354959	protein-coding		WP_012738446.1	366	EUBELI_RS00850
NC_012778.1	202427	202684		minus	sporulation transcriptional regulator SpoIIID	spoIIID	41354960	protein-coding		WP_012738447.1	85	EUBELI_RS00855
NC_012778.1	202779	203477		minus	YoaK family protein		41354961	protein-coding		WP_012738448.1	232	EUBELI_RS00860
NC_012778.1	203568	205103		minus	sodium:solute symporter family protein		41354962	protein-coding		WP_118265326.1	511	EUBELI_RS00865
NC_012778.1	205249	207312		minus	carbohydrate-binding domain-containing protein		41354963	protein-coding		WP_012738450.1	687	EUBELI_RS00870
NC_012778.1	207415	208293		minus	YitT family protein		41354964	protein-coding		WP_012738451.1	292	EUBELI_RS00875
NC_012778.1	208340	208777		minus	MerR family transcriptional regulator		41354965	protein-coding		WP_012738452.1	145	EUBELI_RS00880
NC_012778.1	209084	209362		plus	hypothetical protein		41354966	protein-coding		WP_041687869.1	92	EUBELI_RS00885
NC_012778.1	209899	211089		plus	aminotransferase-like domain-containing protein		41354967	protein-coding		WP_041687870.1	396	EUBELI_RS00890
NC_012778.1	211105	212091		plus	D-isomer specific 2-hydroxyacid dehydrogenase family protein		41354968	protein-coding		WP_012738455.1	328	EUBELI_RS00895
NC_012778.1	212088	212945		minus	LysR family transcriptional regulator		41354969	protein-coding		WP_012738456.1	285	EUBELI_RS00900
NC_012778.1	213022	213936		plus	AEC family transporter		41354970	protein-coding		WP_012738457.1	304	EUBELI_RS00905
NC_012778.1	214147	215493		plus	sodium-dependent transporter		41354971	protein-coding		WP_041688393.1	448	EUBELI_RS00910
NC_012778.1	215685	215834		plus	hypothetical protein		44154949	protein-coding		WP_012738460.1	49	EUBELI_RS14310
NC_012778.1	216345	216779		plus	cupin domain-containing protein		41354972	protein-coding		WP_041687871.1	144	EUBELI_RS00915
NC_012778.1	216863	217273		plus	aldo/keto reductase		41354973	protein-coding		WP_012738463.1	136	EUBELI_RS00920
NC_012778.1	217309	218022		plus	LytR/AlgR family response regulator transcription factor		41354974	protein-coding		WP_012738464.1	237	EUBELI_RS00925
NC_012778.1	218019	219389		plus	GHKL domain-containing protein		41354975	protein-coding		WP_012738465.1	456	EUBELI_RS00930
NC_012778.1	219567	220367		plus	FlxA-like family protein		41354976	protein-coding		WP_172676012.1	266	EUBELI_RS00935
NC_012778.1	220389	221144		plus	hypothetical protein		41354977	protein-coding		WP_228003413.1	251	EUBELI_RS00940
NC_012778.1	221210	221806		plus	hypothetical protein		41354978	protein-coding		WP_012738468.1	198	EUBELI_RS00945
NC_012778.1	221834	222592		plus	hypothetical protein		41354979	protein-coding		WP_012738469.1	252	EUBELI_RS00950
NC_012778.1	222626	222844		plus	hypothetical protein		41354980	protein-coding		WP_012738470.1	72	EUBELI_RS00955
NC_012778.1	222920	223075		minus	hypothetical protein		97114066	protein-coding		WP_012738471.1	51	EUBELI_RS14955
NC_012778.1	223611	223985		plus	winged helix-turn-helix transcriptional regulator		41354981	protein-coding		WP_022097110.1	124	EUBELI_RS00960
NC_012778.1	224131	225966		plus	NAD(P)-binding protein		41354982	protein-coding		WP_041687872.1	611	EUBELI_RS00965
NC_012778.1	225960	227642		plus	NADH-dependent [FeFe] hydrogenase, group A6		41354983	protein-coding		WP_012738474.1	560	EUBELI_RS00970
NC_012778.1	228095	229309		minus	IS256 family transposase		41354984	protein-coding		WP_041687873.1	404	EUBELI_RS00975
NC_012778.1	229503	230984		plus	aminoacyl-histidine dipeptidase		41354985	protein-coding		WP_012738476.1	493	EUBELI_RS00980
NC_012778.1	231043	232218		plus	DUF819 family protein		41354986	protein-coding		WP_041687874.1	391	EUBELI_RS00985
NC_012778.1	232544	232921		plus	hypothetical protein		41354987	protein-coding		WP_041687875.1	125	EUBELI_RS00990
NC_012778.1	233025	234311		plus	DUF2971 domain-containing protein		41354988	protein-coding		WP_041687876.1	428	EUBELI_RS00995
NC_012778.1	234601	235503		plus	hypothetical protein		41354989	protein-coding		WP_012738480.1	300	EUBELI_RS01000
NC_012778.1	235737	236597		plus	FRG domain-containing protein		41354990	protein-coding		WP_012738481.1	286	EUBELI_RS01005
NC_012778.1	237193	237450		plus	hypothetical protein		41354991	protein-coding		WP_156327325.1	85	EUBELI_RS01010
NC_012778.1	237768	238820		plus	helix-turn-helix domain-containing protein		41354992	protein-coding		WP_012738483.1	350	EUBELI_RS01015
NC_012778.1	238844	239383		plus	flavodoxin family protein		41354993	protein-coding		WP_012738484.1	179	EUBELI_RS01020
NC_012778.1	239671	239778		plus	type II toxin-antitoxin system RelE/ParE family toxin		88505205	protein-coding		WP_148231323.1	35	EUBELI_RS14910
NC_012778.1	239765	240061		plus	helix-turn-helix domain-containing protein		41354994	protein-coding		WP_012738485.1	98	EUBELI_RS01025
NC_012778.1	240210	241283		plus	PBECR4 domain-containing protein		41354995	protein-coding		WP_012738486.1	357	EUBELI_RS01030
NC_012778.1	241408	242160		minus	helix-turn-helix domain-containing protein		41354996	protein-coding		WP_041687878.1	250	EUBELI_RS01035
NC_012778.1	242333	243146		plus	uncharacterized gene		41354997	pseudogene				EUBELI_RS01040
NC_012778.1	243330	244616		plus	hypothetical protein		41357366	protein-coding		WP_012738489.1	428	EUBELI_RS13490
NC_012778.1	244653	245468		plus	hypothetical protein		41354998	protein-coding		WP_012738490.1	271	EUBELI_RS01050
NC_012778.1	245862	247313		plus	hypothetical protein		41354999	protein-coding		WP_012738491.1	483	EUBELI_RS01055
NC_012778.1	247457	247915		plus	low molecular weight protein-tyrosine-phosphatase		41355000	protein-coding		WP_041687879.1	152	EUBELI_RS01060
NC_012778.1	248048	248551		minus	GNAT family N-acetyltransferase		41355001	protein-coding		WP_012738493.1	167	EUBELI_RS01065
NC_012778.1	248917	249915		plus	rod shape-determining protein	mreB	41355002	protein-coding		WP_012738495.1	332	EUBELI_RS01070
NC_012778.1	250019	250789		plus	flagellar basal-body rod protein FlgF	flgF	41355003	protein-coding		WP_012738496.1	256	EUBELI_RS01075
NC_012778.1	250829	251662		plus	flagellar hook-basal body protein		41355004	protein-coding		WP_012738497.1	277	EUBELI_RS01080
NC_012778.1	251677	252111		plus	hypothetical protein		41355005	protein-coding		WP_012738498.1	144	EUBELI_RS01085
NC_012778.1	252152	254408		plus	uncharacterized gene	recD2	41355006	pseudogene				EUBELI_RS01090
NC_012778.1	254455	255186		plus	ComF family protein		41355007	protein-coding		WP_012738501.1	243	EUBELI_RS01095
