Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP173697.1	38146	38985		plus	DUF5685 family protein		0	protein-coding		WP_055068653.1	279	ACIRUI_RS00235
NZ_CP173697.1	38982	39674		plus	DnaJ domain-containing protein		0	protein-coding		WP_022045782.1	230	ACIRUI_RS00240
NZ_CP173697.1	39761	40681		plus	aspartate carbamoyltransferase	pyrB	0	protein-coding		WP_055068652.1	306	ACIRUI_RS00245
NZ_CP173697.1	40684	41136		plus	aspartate carbamoyltransferase regulatory subunit		0	protein-coding		WP_022045780.1	150	ACIRUI_RS00250
NZ_CP173697.1	41150	41554		minus	putative ABC transporter permease		0	protein-coding		WP_055068651.1	134	ACIRUI_RS00255
NZ_CP173697.1	41654	42283		plus	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase		0	protein-coding		WP_055068650.1	209	ACIRUI_RS00260
NZ_CP173697.1	42304	43275		plus	porphobilinogen synthase	hemB	0	protein-coding		WP_022045777.1	323	ACIRUI_RS00265
NZ_CP173697.1	43277	44551		plus	glutamate-1-semialdehyde 2,1-aminomutase	hemL	0	protein-coding		WP_055068649.1	424	ACIRUI_RS00270
NZ_CP173697.1	44548	45798		plus	glutamyl-tRNA reductase	hemA	0	protein-coding		WP_055068648.1	416	ACIRUI_RS00275
NZ_CP173697.1	45810	46694		plus	hydroxymethylbilane synthase	hemC	0	protein-coding		WP_055068647.1	294	ACIRUI_RS00280
NZ_CP173697.1	46825	48330		plus	uroporphyrinogen-III C-methyltransferase	cobA	0	protein-coding		WP_070103642.1	501	ACIRUI_RS00285
NZ_CP173697.1	48333	50564		plus	primosomal protein N'	priA	0	protein-coding		WP_055068646.1	743	ACIRUI_RS00290
NZ_CP173697.1	50574	51059		plus	peptide deformylase	def	0	protein-coding		WP_022045771.1	161	ACIRUI_RS00295
NZ_CP173697.1	51061	51993		plus	methionyl-tRNA formyltransferase	fmt	0	protein-coding		WP_055068645.1	310	ACIRUI_RS00300
NZ_CP173697.1	52009	52713		plus	zinc metallopeptidase		0	protein-coding		WP_022045769.1	234	ACIRUI_RS00305
NZ_CP173697.1	52703	53986		plus	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	0	protein-coding		WP_055068644.1	427	ACIRUI_RS00310
NZ_CP173697.1	53991	55040		plus	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN	0	protein-coding		WP_022045767.1	349	ACIRUI_RS00315
NZ_CP173697.1	55117	55845		plus	Stp1/IreP family PP2C-type Ser/Thr phosphatase		0	protein-coding		WP_022045766.1	242	ACIRUI_RS00320
NZ_CP173697.1	55858	57963		plus	Stk1 family PASTA domain-containing Ser/Thr kinase	pknB	0	protein-coding		WP_022045765.1	701	ACIRUI_RS00325
NZ_CP173697.1	57971	58849		plus	ribosome small subunit-dependent GTPase A	rsgA	0	protein-coding		WP_022045764.1	292	ACIRUI_RS00330
NZ_CP173697.1	58859	59518		plus	ribulose-phosphate 3-epimerase	rpe	0	protein-coding		WP_055068643.1	219	ACIRUI_RS00335
NZ_CP173697.1	59522	60169		plus	thiamine diphosphokinase		0	protein-coding		WP_022045762.1	215	ACIRUI_RS00340
NZ_CP173697.1	60360	61604		plus	ammonium transporter		0	protein-coding		WP_055068642.1	414	ACIRUI_RS00345
NZ_CP173697.1	61712	62059		plus	P-II family nitrogen regulator		0	protein-coding		WP_022045760.1	115	ACIRUI_RS00350
NZ_CP173697.1	62167	63771		minus	phosphoenolpyruvate carboxykinase (ATP)	pckA	0	protein-coding		WP_055068641.1	534	ACIRUI_RS00355
NZ_CP173697.1	63911	64807		minus	LysR family transcriptional regulator		0	protein-coding		WP_055068640.1	298	ACIRUI_RS00360
NZ_CP173697.1	64932	65381		plus	cupin domain-containing protein		0	protein-coding		WP_055068639.1	149	ACIRUI_RS00365
NZ_CP173697.1	65385	65714		plus	carboxymuconolactone decarboxylase family protein		0	protein-coding		WP_055068638.1	109	ACIRUI_RS00370
NZ_CP173697.1	65845	65940		plus	hypothetical protein		0	protein-coding		WP_334291990.1	31	ACIRUI_RS00375
NZ_CP173697.1	66191	66541		plus	TnpV protein		0	protein-coding		WP_055068637.1	116	ACIRUI_RS00380
NZ_CP173697.1	66601	67701		minus	YhcG family protein		0	protein-coding		WP_055068636.1	366	ACIRUI_RS00385
NZ_CP173697.1	67732	68640		minus	hypothetical protein		0	protein-coding		WP_055068635.1	302	ACIRUI_RS00390
NZ_CP173697.1	68854	69519		minus	hypothetical protein		0	protein-coding		WP_055068634.1	221	ACIRUI_RS00395
NZ_CP173697.1	69744	69893		plus	transposon-encoded TnpW family protein		0	protein-coding		WP_242853350.1	49	ACIRUI_RS00400
NZ_CP173697.1	70170	70343		plus	hypothetical protein		0	protein-coding		WP_156337585.1	57	ACIRUI_RS00405
NZ_CP173697.1	70345	70623		plus	DUF5688 family protein		0	protein-coding		WP_055068633.1	92	ACIRUI_RS00410
NZ_CP173697.1	70859	70993		plus	hypothetical protein		0	protein-coding		WP_261291838.1	44	ACIRUI_RS00415
NZ_CP173697.1	70984	71541		plus	DUF6033 family protein		0	protein-coding		WP_055068632.1	185	ACIRUI_RS00420
NZ_CP173697.1	71556	73157		plus	spermidine synthase		0	protein-coding		WP_055068631.1	533	ACIRUI_RS00425
NZ_CP173697.1	73170	74066		plus	LysR family transcriptional regulator		0	protein-coding		WP_055068630.1	298	ACIRUI_RS00430
NZ_CP173697.1	74185	74343		plus	uncharacterized gene		0	pseudogene				ACIRUI_RS00435
NZ_CP173697.1	74277	74420		plus	hypothetical protein		0	protein-coding		WP_176694794.1	47	ACIRUI_RS00440
NZ_CP173697.1	75166	75789		plus	serine hydrolase		0	protein-coding		WP_176694793.1	207	ACIRUI_RS00445
NZ_CP173697.1	75779	75967		plus	hypothetical protein		0	protein-coding		WP_138347576.1	62	ACIRUI_RS00450
NZ_CP173697.1	75988	79137		plus	3'-5' exonuclease		0	protein-coding		WP_261291837.1	1049	ACIRUI_RS00455
NZ_CP173697.1	79252	81594		plus	ferrous iron transport protein B	feoB	0	protein-coding		WP_022045001.1	780	ACIRUI_RS00460
NZ_CP173697.1	81670	82554		plus	hypothetical protein		0	protein-coding		WP_055068628.1	294	ACIRUI_RS00465
NZ_CP173697.1	82863	84641		plus	threonine--tRNA ligase	thrS	0	protein-coding		WP_055068627.1	592	ACIRUI_RS00470
NZ_CP173697.1	84743	86134		minus	MATE family efflux transporter		0	protein-coding		WP_055068626.1	463	ACIRUI_RS00475
NZ_CP173697.1	86327	87106		plus	RsiV family protein		0	protein-coding		WP_055068624.1	259	ACIRUI_RS00480
NZ_CP173697.1	87385	87864		plus	hypothetical protein		0	protein-coding		WP_055068623.1	159	ACIRUI_RS00485
NZ_CP173697.1	88139	88900		plus	P-loop NTPase		0	protein-coding		WP_055068622.1	253	ACIRUI_RS00490
NZ_CP173697.1	88897	90177		plus	nitrogenase component 1		0	protein-coding		WP_055068621.1	426	ACIRUI_RS00495
NZ_CP173697.1	90182	91228		plus	nitrogenase component 1		0	protein-coding		WP_055068620.1	348	ACIRUI_RS00500
NZ_CP173697.1	91306	93621		plus	carbamoyltransferase HypF	hypF	0	protein-coding		WP_055068676.1	771	ACIRUI_RS00505
NZ_CP173697.1	93634	93843		plus	HypC/HybG/HupF family hydrogenase formation chaperone		0	protein-coding		WP_055068619.1	69	ACIRUI_RS00510
NZ_CP173697.1	93843	94871		plus	hydrogenase formation protein HypD	hypD	0	protein-coding		WP_022044991.1	342	ACIRUI_RS00515
NZ_CP173697.1	94891	95898		plus	hydrogenase expression/formation protein HypE	hypE	0	protein-coding		WP_055068618.1	335	ACIRUI_RS00520
NZ_CP173697.1	95915	96190		plus	TM1266 family iron-only hydrogenase system putative regulator		0	protein-coding		WP_022044989.1	91	ACIRUI_RS00525
NZ_CP173697.1	96187	96996		plus	nitrogenase iron protein NifH		0	protein-coding		WP_055068617.1	269	ACIRUI_RS00530
NZ_CP173697.1	96996	98333		plus	nitrogenase component 1		0	protein-coding		WP_055068616.1	445	ACIRUI_RS00535
NZ_CP173697.1	98330	99439		plus	nitrogenase component 1		0	protein-coding		WP_055068615.1	369	ACIRUI_RS00540
NZ_CP173697.1	99456	99689		plus	response regulator		0	protein-coding		WP_055068614.1	77	ACIRUI_RS00545
NZ_CP173697.1	99814	101208		plus	sodium:alanine symporter family protein		0	protein-coding		WP_055068613.1	464	ACIRUI_RS00550
NZ_CP173697.1	101295	101735		plus	GatB/YqeY domain-containing protein		0	protein-coding		WP_022044983.1	146	ACIRUI_RS00555
NZ_CP173697.1	101748	102839		plus	iron-containing alcohol dehydrogenase family protein		0	protein-coding		WP_055068612.1	363	ACIRUI_RS00560
NZ_CP173697.1	102865	104583		plus	methyl-accepting chemotaxis protein		0	protein-coding		WP_055068611.1	572	ACIRUI_RS00565
NZ_CP173697.1	104624	106153		plus	Na+/H+ antiporter NhaC family protein		0	protein-coding		WP_022045955.1	509	ACIRUI_RS00570
NZ_CP173697.1	106402	107208		minus	histidinol-phosphatase HisJ family protein		0	protein-coding		WP_055068610.1	268	ACIRUI_RS00575
NZ_CP173697.1	107419	108435		plus	type I glyceraldehyde-3-phosphate dehydrogenase	gap	0	protein-coding		WP_055068609.1	338	ACIRUI_RS00580
NZ_CP173697.1	108623	109846		plus	phosphoglycerate kinase		0	protein-coding		WP_022045958.1	407	ACIRUI_RS00585
NZ_CP173697.1	109888	110634		plus	triose-phosphate isomerase	tpiA	0	protein-coding		WP_022045959.1	248	ACIRUI_RS00590
NZ_CP173697.1	110704	112215		plus	CapA family protein		0	protein-coding		WP_055068608.1	503	ACIRUI_RS00595
NZ_CP173697.1	112319	113860		plus	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI	0	protein-coding		WP_055068607.1	513	ACIRUI_RS00600
NZ_CP173697.1	113880	114755		plus	phosphoribosylaminoimidazolesuccinocarboxamide synthase		0	protein-coding		WP_022045962.1	291	ACIRUI_RS00605
NZ_CP173697.1	114771	116243		plus	amidophosphoribosyltransferase	purF	0	protein-coding		WP_055068606.1	490	ACIRUI_RS00610
NZ_CP173697.1	116280	117731		plus	adenylosuccinate lyase	purB	0	protein-coding		WP_022045964.1	483	ACIRUI_RS00615
NZ_CP173697.1	117862	119232		plus	phosphopyruvate hydratase		0	protein-coding		WP_055068605.1	456	ACIRUI_RS00620
NZ_CP173697.1	119227	119808		minus	type II secretion system F family protein		0	protein-coding		WP_055068604.1	193	ACIRUI_RS00625
NZ_CP173697.1	119859	120185		minus	transglutaminase family protein		0	protein-coding		WP_082413925.1	108	ACIRUI_RS00630
NZ_CP173697.1	120412	120651		plus	preprotein translocase subunit SecG	secG	0	protein-coding		WP_022045968.1	79	ACIRUI_RS00635
NZ_CP173697.1	120713	122845		plus	ribonuclease R	rnr	0	protein-coding		WP_055068602.1	710	ACIRUI_RS00640
NZ_CP173697.1	122945	123412		plus	SsrA-binding protein SmpB	smpB	0	protein-coding		WP_022045970.1	155	ACIRUI_RS00645
NZ_CP173697.1	123436	123775		plus	transfer-messenger RNA	ssrA	0	other				ACIRUI_RS00650
NZ_CP173697.1	124020	124568		plus	hypothetical protein		0	protein-coding		WP_022045971.1	182	ACIRUI_RS00655
NZ_CP173697.1	124588	125268		plus	PolC-type DNA polymerase III		0	protein-coding		WP_022045972.1	226	ACIRUI_RS00660
NZ_CP173697.1	125300	125920		plus	methylated-DNA--[protein]-cysteine S-methyltransferase		0	protein-coding		WP_022045973.1	206	ACIRUI_RS00665
NZ_CP173697.1	126175	127188		plus	DnaJ C-terminal domain-containing protein		0	protein-coding		WP_055068601.1	337	ACIRUI_RS00670
NZ_CP173697.1	127574	128287		plus	IMP cyclohydrolase		0	protein-coding		WP_022045975.1	237	ACIRUI_RS00675
NZ_CP173697.1	128326	129507		plus	phosphoribosylaminoimidazolecarboxamide formyltransferase		0	protein-coding		WP_055068600.1	393	ACIRUI_RS00680
NZ_CP173697.1	129902	131755		plus	hypothetical protein		0	protein-coding		WP_055068598.1	617	ACIRUI_RS00685
NZ_CP173697.1	131728	131946		plus	hypothetical protein		0	protein-coding		WP_022045978.1	72	ACIRUI_RS00690
NZ_CP173697.1	132016	132954		plus	AraC family transcriptional regulator		0	protein-coding		WP_055068597.1	312	ACIRUI_RS00695
NZ_CP173697.1	132980	134089		plus	glycosyl hydrolase 53 family protein		0	protein-coding		WP_055068596.1	369	ACIRUI_RS00700
NZ_CP173697.1	134239	135408		plus	galactokinase		0	protein-coding		WP_022045981.1	389	ACIRUI_RS00705
NZ_CP173697.1	135489	137018		plus	UDP-glucose--hexose-1-phosphate uridylyltransferase	galT	0	protein-coding		WP_055068675.1	509	ACIRUI_RS00710
NZ_CP173697.1	137536	138900		minus	MATE family efflux transporter		0	protein-coding		WP_055068595.1	454	ACIRUI_RS00715
NZ_CP173697.1	139102	140163		plus	histidinol-phosphate transaminase	hisC	0	protein-coding		WP_055068594.1	353	ACIRUI_RS00720
NZ_CP173697.1	140178	140648		plus	small multi-drug export protein		0	protein-coding		WP_022045985.1	156	ACIRUI_RS00725
NZ_CP173697.1	140668	141966		plus	hypothetical protein		0	protein-coding		WP_055068593.1	432	ACIRUI_RS00730
NZ_CP173697.1	141959	142624		plus	DUF6320 domain-containing protein		0	protein-coding		WP_055068592.1	221	ACIRUI_RS00735
NZ_CP173697.1	142621	143550		plus	alpha/beta hydrolase		0	protein-coding		WP_022045988.1	309	ACIRUI_RS00740
NZ_CP173697.1	143790	145976		plus	anaerobic ribonucleoside-triphosphate reductase	nrdD	0	protein-coding		WP_055068591.1	728	ACIRUI_RS00745
NZ_CP173697.1	145980	146858		plus	class B sortase		0	protein-coding		WP_022045990.1	292	ACIRUI_RS00750
NZ_CP173697.1	146867	147715		plus	cohesin domain-containing protein		0	protein-coding		WP_055068590.1	282	ACIRUI_RS00755
NZ_CP173697.1	147719	148240		plus	anaerobic ribonucleoside-triphosphate reductase activating protein	nrdG	0	protein-coding		WP_022045992.1	173	ACIRUI_RS00760
NZ_CP173697.1	148265	148585		plus	hypothetical protein		0	protein-coding		WP_022045993.1	106	ACIRUI_RS00765
NZ_CP173697.1	148582	149751		plus	flagellin lysine-N-methylase	fliB	0	protein-coding		WP_055068589.1	389	ACIRUI_RS00770
NZ_CP173697.1	149815	150786		minus	aldolase catalytic domain-containing protein		0	protein-coding		WP_022045995.1	323	ACIRUI_RS00775
NZ_CP173697.1	150947	151909		plus	phospho-N-acetylmuramoyl-pentapeptide-transferase		0	protein-coding		WP_055068588.1	320	ACIRUI_RS00780
NZ_CP173697.1	151934	153373		plus	HD domain-containing phosphohydrolase		0	protein-coding		WP_055068587.1	479	ACIRUI_RS00785
NZ_CP173697.1	153381	156077		plus	hybrid sensor histidine kinase/response regulator		0	protein-coding		WP_055068586.1	898	ACIRUI_RS00790
NZ_CP173697.1	156074	157045		minus	DUF6709 family protein		0	protein-coding		WP_243242746.1	323	ACIRUI_RS00795
NZ_CP173697.1	157236	157976		plus	class I SAM-dependent methyltransferase		0	protein-coding		WP_055068584.1	246	ACIRUI_RS00800
NZ_CP173697.1	157991	158860		plus	Hsp33 family molecular chaperone HslO	hslO	0	protein-coding		WP_055068583.1	289	ACIRUI_RS00805
NZ_CP173697.1	158857	160767		plus	NAD(+) synthase		0	protein-coding		WP_055068582.1	636	ACIRUI_RS00810
NZ_CP173697.1	160855	161916		plus	ATP-binding protein		0	protein-coding		WP_055068581.1	353	ACIRUI_RS00815
NZ_CP173697.1	161913	162632		plus	response regulator transcription factor		0	protein-coding		WP_055068580.1	239	ACIRUI_RS00820
NZ_CP173697.1	162734	163744		minus	aspartate--ammonia ligase	asnA	0	protein-coding		WP_022046005.1	336	ACIRUI_RS00825
NZ_CP173697.1	163865	164308		plus	hypothetical protein		0	protein-coding		WP_055068579.1	147	ACIRUI_RS00830
NZ_CP173697.1	164262	165155		minus	CPBP family intramembrane glutamic endopeptidase		0	protein-coding		WP_022046007.1	297	ACIRUI_RS00835
NZ_CP173697.1	165303	165608		plus	YerC/YecD family TrpR-related protein		0	protein-coding		WP_022046008.1	101	ACIRUI_RS00840
NZ_CP173697.1	165667	166317		minus	DUF1836 domain-containing protein		0	protein-coding		WP_022046009.1	216	ACIRUI_RS00845
NZ_CP173697.1	166476	168779		plus	DNA helicase PcrA	pcrA	0	protein-coding		WP_022046010.1	767	ACIRUI_RS00850
NZ_CP173697.1	168874	169191		plus	hypothetical protein		0	protein-coding		WP_022046011.1	105	ACIRUI_RS00855
NZ_CP173697.1	169337	171109		plus	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD	0	protein-coding		WP_055068578.1	590	ACIRUI_RS00860
NZ_CP173697.1	171267	172022		plus	endonuclease/exonuclease/phosphatase family protein		0	protein-coding		WP_055068577.1	251	ACIRUI_RS00865
NZ_CP173697.1	172040	172837		plus	APH(3') family aminoglycoside O-phosphotransferase		0	protein-coding		WP_055068576.1	265	ACIRUI_RS00870
NZ_CP173697.1	172876	173883		plus	phosphotransferase		0	protein-coding		WP_055068575.1	335	ACIRUI_RS00875
NZ_CP173697.1	173852	174475		plus	N-acetyltransferase		0	protein-coding		WP_055068574.1	207	ACIRUI_RS00880
NZ_CP173697.1	174520	174588		plus	uncharacterized gene		0	pseudogene				ACIRUI_RS00885
NZ_CP173697.1	174757	176223		plus	caspase family protein		0	protein-coding		WP_006859000.1	488	ACIRUI_RS00890
NZ_CP173697.1	176355	178082		minus	uncharacterized gene	mobQ	0	pseudogene				ACIRUI_RS00895
NZ_CP173697.1	178200	178925		plus	D-alanyl-D-alanine carboxypeptidase family protein		0	protein-coding		WP_055068572.1	241	ACIRUI_RS00900
NZ_CP173697.1	179002	179541		plus	RNA polymerase sigma factor		0	protein-coding		WP_005348545.1	179	ACIRUI_RS00905
NZ_CP173697.1	179528	180304		plus	hypothetical protein		0	protein-coding		WP_055068571.1	258	ACIRUI_RS00910
NZ_CP173697.1	180385	181680		minus	IS110 family transposase		0	protein-coding		WP_055068566.1	431	ACIRUI_RS00915
NZ_CP173697.1	182097	182981		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_055068067.1	294	ACIRUI_RS00920
NZ_CP173697.1	182974	184164		plus	ABC transporter permease		0	protein-coding		WP_055068068.1	396	ACIRUI_RS00925
NZ_CP173697.1	184383	185675		plus	IS256 family transposase		0	protein-coding		WP_082413866.1	430	ACIRUI_RS00930
NZ_CP173697.1	185795	185923		plus	uncharacterized gene		0	pseudogene				ACIRUI_RS00935
NZ_CP173697.1	186181	186693		plus	RNA polymerase sigma factor		0	protein-coding		WP_055068069.1	170	ACIRUI_RS00940
NZ_CP173697.1	186686	187390		plus	zf-HC2 domain-containing protein		0	protein-coding		WP_055068070.1	234	ACIRUI_RS00945
NZ_CP173697.1	187507	187831		plus	uncharacterized gene		0	pseudogene				ACIRUI_RS00950
NZ_CP173697.1	187809	188006		plus	helix-turn-helix domain-containing protein		0	protein-coding		WP_005946132.1	65	ACIRUI_RS00955
NZ_CP173697.1	188049	188474		plus	hypothetical protein		0	protein-coding		WP_005921288.1	141	ACIRUI_RS00960
NZ_CP173697.1	188915	189313		plus	plasmid mobilization protein		0	protein-coding		WP_040647222.1	132	ACIRUI_RS00965
NZ_CP173697.1	189285	190904		plus	relaxase/mobilization nuclease domain-containing protein		0	protein-coding		WP_055068071.1	539	ACIRUI_RS00970
NZ_CP173697.1	191079	191273		plus	hypothetical protein		0	protein-coding		WP_006573562.1	64	ACIRUI_RS00975
NZ_CP173697.1	191263	192003		plus	phage replisome organizer N-terminal domain-containing protein		0	protein-coding		WP_055068072.1	246	ACIRUI_RS00980
NZ_CP173697.1	192000	192839		plus	ATP-binding protein		0	protein-coding		WP_055068073.1	279	ACIRUI_RS00985
NZ_CP173697.1	192852	193043		plus	transposon-encoded TnpW family protein		0	protein-coding		WP_005946147.1	63	ACIRUI_RS00990
NZ_CP173697.1	193178	194785		plus	recombinase family protein		0	protein-coding		WP_005933734.1	535	ACIRUI_RS00995
NZ_CP173697.1	194955	195335		plus	TnpV protein		0	protein-coding		WP_055068074.1	126	ACIRUI_RS01000
NZ_CP173697.1	195935	196609		plus	response regulator transcription factor		0	protein-coding		WP_055068075.1	224	ACIRUI_RS01005
NZ_CP173697.1	196597	197775		plus	HAMP domain-containing sensor histidine kinase		0	protein-coding		WP_055068076.1	392	ACIRUI_RS01010
NZ_CP173697.1	197917	198831		minus	IS3 family transposase		0	protein-coding		WP_055068685.1	304	ACIRUI_RS01015
NZ_CP173697.1	198828	199112		minus	transposase		0	protein-coding		WP_055068684.1	94	ACIRUI_RS01020
NZ_CP173697.1	199236	200306		plus	ABC transporter permease subunit		0	protein-coding		WP_055068092.1	356	ACIRUI_RS01025
NZ_CP173697.1	200303	200959		plus	transporter		0	protein-coding		WP_243251860.1	218	ACIRUI_RS01030
NZ_CP173697.1	200963	201835		plus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_055068093.1	290	ACIRUI_RS01035
NZ_CP173697.1	201873	202160		minus	uncharacterized gene		0	pseudogene				ACIRUI_RS01040
NZ_CP173697.1	202235	202360		plus	hypothetical protein		0	protein-coding		WP_261291814.1	41	ACIRUI_RS01045
NZ_CP173697.1	202522	203463		plus	Abi family protein		0	protein-coding		WP_055068095.1	313	ACIRUI_RS01050
NZ_CP173697.1	203527	203718		minus	hypothetical protein		0	protein-coding		WP_055068096.1	63	ACIRUI_RS01055
NZ_CP173697.1	203925	204505		plus	uncharacterized gene		0	pseudogene				ACIRUI_RS01060
NZ_CP173697.1	204665	205357		plus	DUF4316 domain-containing protein		0	protein-coding		WP_055068098.1	230	ACIRUI_RS01065
NZ_CP173697.1	205362	205571		plus	transposon-transfer assisting family protein		0	protein-coding		WP_055068099.1	69	ACIRUI_RS01070
NZ_CP173697.1	205755	205943		plus	hypothetical protein		0	protein-coding		WP_242853386.1	62	ACIRUI_RS01075
