Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_AP021898.1	27285	28730		plus	Gfo/Idh/MocA family protein		60879434	protein-coding		WP_102749052.1	481	GOZ73_RS00090
NZ_AP021898.1	29032	30174		plus	metabolite traffic protein EboE	eboE	60879435	protein-coding		WP_155844470.1	380	GOZ73_RS00095
NZ_AP021898.1	30179	31138		plus	zinc-binding metallopeptidase family protein		60879436	protein-coding		WP_155844471.1	319	GOZ73_RS00100
NZ_AP021898.1	31157	32311		minus	MFS transporter		60879437	protein-coding		WP_102741786.1	384	GOZ73_RS00105
NZ_AP021898.1	32461	33858		minus	RNA polymerase factor sigma-54	rpoN	60879438	protein-coding		WP_155844472.1	465	GOZ73_RS00110
NZ_AP021898.1	34000	34710		plus	GDSL-type esterase/lipase family protein		60879439	protein-coding		WP_012419084.1	236	GOZ73_RS00115
NZ_AP021898.1	35100	35876		plus	PhzF family phenazine biosynthesis protein		60879440	protein-coding		WP_102746795.1	258	GOZ73_RS00120
NZ_AP021898.1	36371	36970		plus	manganese efflux pump MntP		60879441	protein-coding		WP_146018789.1	199	GOZ73_RS00125
NZ_AP021898.1	37079	39307		plus	discoidin domain-containing protein		60879442	protein-coding		WP_162378703.1	742	GOZ73_RS00130
NZ_AP021898.1	39324	40541		plus	hypothetical protein		60879443	protein-coding		WP_102740461.1	405	GOZ73_RS00135
NZ_AP021898.1	40772	42151		minus	replication-associated recombination protein A		60879444	protein-coding		WP_102749063.1	459	GOZ73_RS00140
NZ_AP021898.1	42261	42656		minus	hypothetical protein		60879445	protein-coding		WP_102744930.1	131	GOZ73_RS00145
NZ_AP021898.1	43022	43948		minus	NAD-dependent epimerase/dehydratase family protein		60879446	protein-coding		WP_012419091.1	308	GOZ73_RS00150
NZ_AP021898.1	43975	45069		minus	phosphotransferase enzyme family protein		60879447	protein-coding		WP_012419092.1	364	GOZ73_RS00155
NZ_AP021898.1	45082	45990		minus	nucleotidyltransferase family protein		60879448	protein-coding		WP_042448500.1	302	GOZ73_RS00160
NZ_AP021898.1	46066	46785		minus	hypothetical protein		60879449	protein-coding		WP_102746792.1	239	GOZ73_RS00165
NZ_AP021898.1	46889	47581		plus	site-2 protease family protein		60879450	protein-coding		WP_102740464.1	230	GOZ73_RS00170
NZ_AP021898.1	47639	49159		plus	proline--tRNA ligase	proS	60879451	protein-coding		WP_102746791.1	506	GOZ73_RS00175
NZ_AP021898.1	49443	49517		plus	tRNA-Gly		60879452	tRNA				GOZ73_RS00180
NZ_AP021898.1	50299	50712		minus	hypothetical protein		60879453	protein-coding		WP_102740466.1	137	GOZ73_RS00185
NZ_AP021898.1	50740	56274		minus	RHS repeat domain-containing protein		60879454	protein-coding		WP_232053452.1	1844	GOZ73_RS00190
NZ_AP021898.1	57002	58570		plus	putative glutamine/gamma-aminobutyrate antiporter GadC	gadC	60879455	protein-coding		WP_051729123.1	522	GOZ73_RS00195
NZ_AP021898.1	58563	59504		plus	glutaminase A	glsA	60879456	protein-coding		WP_102746790.1	313	GOZ73_RS00200
NZ_AP021898.1	59735	60145		minus	GNAT family N-acetyltransferase		60879457	protein-coding		WP_012419101.1	136	GOZ73_RS00205
NZ_AP021898.1	60583	61992		plus	alanine/glycine:cation symporter family protein		60879458	protein-coding		WP_102743215.1	469	GOZ73_RS00210
NZ_AP021898.1	62080	62155		plus	tRNA-Glu		60879459	tRNA				GOZ73_RS00215
NZ_AP021898.1	62395	63471		plus	peptide chain release factor 1	prfA	60879460	protein-coding		WP_012419103.1	358	GOZ73_RS00220
NZ_AP021898.1	63488	64393		plus	peptide chain release factor N(5)-glutamine methyltransferase	prmC	60879461	protein-coding		WP_102744940.1	301	GOZ73_RS00225
NZ_AP021898.1	64415	66631		plus	replication restart helicase PriA	priA	60879462	protein-coding		WP_102746788.1	738	GOZ73_RS00230
NZ_AP021898.1	66691	67515		plus	diaminopimelate epimerase	dapF	60879463	protein-coding		WP_102746787.1	274	GOZ73_RS00235
NZ_AP021898.1	67559	68338		minus	hypothetical protein		60879464	protein-coding		WP_102746786.1	259	GOZ73_RS00240
NZ_AP021898.1	68955	69029		plus	tRNA-His		60879465	tRNA				GOZ73_RS00245
NZ_AP021898.1	69094	69765		plus	ubiquinone/menaquinone biosynthesis methyltransferase		60879466	protein-coding		WP_022197188.1	223	GOZ73_RS00250
NZ_AP021898.1	69762	71267		plus	MATE family efflux transporter		60879467	protein-coding		WP_162378704.1	501	GOZ73_RS00255
NZ_AP021898.1	71388	71463		plus	tRNA-Ile		60879468	tRNA				GOZ73_RS00260
NZ_AP021898.1	71844	72704		minus	toll/interleukin-1 receptor domain-containing protein		60879469	protein-coding		WP_102746784.1	286	GOZ73_RS00265
NZ_AP021898.1	73005	73871		plus	FRG domain-containing protein		60879470	protein-coding		WP_102734736.1	288	GOZ73_RS00270
NZ_AP021898.1	73954	75024		plus	hypothetical protein		60879471	protein-coding		WP_102734737.1	356	GOZ73_RS00275
NZ_AP021898.1	75183	75899		plus	hypothetical protein		60879472	protein-coding		WP_128153679.1	238	GOZ73_RS00280
NZ_AP021898.1	76417	76746		minus	hypothetical protein		60879473	protein-coding		WP_102741756.1	109	GOZ73_RS00285
NZ_AP021898.1	76963	77436		minus	primase-helicase family protein		60879474	protein-coding		WP_128153680.1	157	GOZ73_RS00290
NZ_AP021898.1	77474	77662		minus	uncharacterized gene		60879475	pseudogene				GOZ73_RS00295
NZ_AP021898.1	78236	79975		minus	single-stranded-DNA-specific exonuclease RecJ	recJ	60879476	protein-coding		WP_012419112.1	579	GOZ73_RS00300
NZ_AP021898.1	80167	83028		minus	beta-N-acetylglucosaminidase domain-containing protein		60879477	protein-coding		WP_102746783.1	953	GOZ73_RS00305
NZ_AP021898.1	83495	84427		plus	metal ABC transporter substrate-binding protein		60879478	protein-coding		WP_180974147.1	310	GOZ73_RS00310
NZ_AP021898.1	84424	84858		plus	hypothetical protein		60879479	protein-coding		WP_065529453.1	144	GOZ73_RS00315
NZ_AP021898.1	84855	85655		plus	metal ABC transporter ATP-binding protein		60879480	protein-coding		WP_102743653.1	266	GOZ73_RS00320
NZ_AP021898.1	85652	86515		plus	metal ABC transporter permease		60879481	protein-coding		WP_065529454.1	287	GOZ73_RS00325
NZ_AP021898.1	86628	87119		plus	UvrB/UvrC motif-containing protein		60879482	protein-coding		WP_051729129.1	163	GOZ73_RS00330
NZ_AP021898.1	87125	88180		plus	protein arginine kinase		60879483	protein-coding		WP_012419119.1	351	GOZ73_RS00335
NZ_AP021898.1	88209	90791		plus	ATP-dependent Clp protease ATP-binding subunit		60879484	protein-coding		WP_102746782.1	860	GOZ73_RS00340
NZ_AP021898.1	90922	93468		plus	alpha-N-acetylglucosaminidase		60879485	protein-coding		WP_102746781.1	848	GOZ73_RS00345
NZ_AP021898.1	93608	93976		minus	rhodanese-like domain-containing protein		60879486	protein-coding		WP_197738457.1	122	GOZ73_RS00350
NZ_AP021898.1	94185	95063		minus	fumarylacetoacetate hydrolase family protein		60879487	protein-coding		WP_102741743.1	292	GOZ73_RS00355
NZ_AP021898.1	95231	96787		plus	2-isopropylmalate synthase		60879488	protein-coding		WP_012419125.1	518	GOZ73_RS00360
NZ_AP021898.1	96909	97823		plus	SMP-30/gluconolactonase/LRE family protein		60879489	protein-coding		WP_102746780.1	304	GOZ73_RS00365
NZ_AP021898.1	97943	98398		plus	GatB/YqeY domain-containing protein		60879490	protein-coding		WP_065529457.1	151	GOZ73_RS00370
NZ_AP021898.1	98395	99090		plus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	60879491	protein-coding		WP_051729136.1	231	GOZ73_RS00375
NZ_AP021898.1	99087	99941		plus	NAD-dependent epimerase/dehydratase family protein		60879492	protein-coding		WP_065529458.1	284	GOZ73_RS00380
NZ_AP021898.1	100080	102371		plus	ArnT family glycosyltransferase		60879493	protein-coding		WP_146018785.1	763	GOZ73_RS00385
NZ_AP021898.1	102495	103460		plus	tryptophan--tRNA ligase	trpS	60879494	protein-coding		WP_065529460.1	321	GOZ73_RS00390
NZ_AP021898.1	103549	104019		plus	universal stress protein		60879495	protein-coding		WP_012419131.1	156	GOZ73_RS00395
NZ_AP021898.1	104052	104855		plus	TIGR00282 family metallophosphoesterase		60879496	protein-coding		WP_031929972.1	267	GOZ73_RS00400
NZ_AP021898.1	105156	105950		plus	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	tcdA	60879497	protein-coding		WP_102746777.1	264	GOZ73_RS00405
NZ_AP021898.1	105947	106462		plus	hypothetical protein		60879498	protein-coding		WP_102744960.1	171	GOZ73_RS00410
NZ_AP021898.1	106566	106651		plus	tRNA-Leu		60879499	tRNA				GOZ73_RS00415
NZ_AP021898.1	106862	107824		minus	carbohydrate kinase family protein		60879500	protein-coding		WP_102745096.1	320	GOZ73_RS00420
NZ_AP021898.1	108316	108819		plus	8-oxo-dGTP diphosphatase		60879501	protein-coding		WP_012419136.1	167	GOZ73_RS00425
NZ_AP021898.1	109666	110865		plus	glycine C-acetyltransferase	kbl	60879502	protein-coding		WP_012419137.1	399	GOZ73_RS00430
NZ_AP021898.1	110880	113519		plus	SUMF1/EgtB/PvdO family nonheme iron enzyme		60879503	protein-coding		WP_042447441.1	879	GOZ73_RS00435
NZ_AP021898.1	113682	114452		plus	ParA family protein		60879504	protein-coding		WP_102749078.1	256	GOZ73_RS00440
NZ_AP021898.1	114692	117445		plus	protein kinase domain-containing protein		60879505	protein-coding		WP_162378706.1	917	GOZ73_RS00445
NZ_AP021898.1	117531	117848		plus	hypothetical protein		60881813	protein-coding		WP_162378707.1	105	GOZ73_RS12150
NZ_AP021898.1	118110	119339		plus	site-specific integrase		60879506	protein-coding		WP_102744985.1	409	GOZ73_RS00455
NZ_AP021898.1	119353	119551		plus	uncharacterized gene		90133972	pseudogene				GOZ73_RS12550
NZ_AP021898.1	119542	119928		plus	uncharacterized gene		60879507	pseudogene				GOZ73_RS00460
NZ_AP021898.1	119921	121243		plus	sigma-54-dependent transcriptional regulator		60879508	protein-coding		WP_102746775.1	440	GOZ73_RS00465
NZ_AP021898.1	121305	122735		plus	metallophosphoesterase family protein		60879509	protein-coding		WP_102744988.1	476	GOZ73_RS00470
NZ_AP021898.1	122732	125041		plus	ATP-binding protein		60879510	protein-coding		WP_102744989.1	769	GOZ73_RS00475
NZ_AP021898.1	125429	125731		plus	hypothetical protein		60881814	protein-coding		WP_102744990.1	100	GOZ73_RS12155
NZ_AP021898.1	126047	126580		minus	hypothetical protein		60879511	protein-coding		WP_102746774.1	177	GOZ73_RS00480
NZ_AP021898.1	126760	127299		minus	hypothetical protein		60879512	protein-coding		WP_094136065.1	179	GOZ73_RS00485
NZ_AP021898.1	127296	128939		minus	PA14 domain-containing protein		60879513	protein-coding		WP_102746773.1	547	GOZ73_RS00490
NZ_AP021898.1	129369	129443		plus	tRNA-Cys		60879514	tRNA				GOZ73_RS00495
NZ_AP021898.1	129467	129542		plus	tRNA-Glu		60879515	tRNA				GOZ73_RS00500
NZ_AP021898.1	129596	129853		plus	sulfur carrier protein ThiS	thiS	60879516	protein-coding		WP_102741725.1	85	GOZ73_RS00505
NZ_AP021898.1	129896	131797		plus	DNA mismatch repair endonuclease MutL	mutL	60879517	protein-coding		WP_102745025.1	633	GOZ73_RS00510
NZ_AP021898.1	132133	134085		plus	O-antigen ligase family protein		60879518	protein-coding		WP_102748992.1	650	GOZ73_RS00515
NZ_AP021898.1	134482	134838		plus	DUF488 domain-containing protein		60879519	protein-coding		WP_012419149.1	118	GOZ73_RS00520
NZ_AP021898.1	134928	135122		plus	hypothetical protein		69060641	protein-coding		WP_042447447.1	64	GOZ73_RS12335
NZ_AP021898.1	135175	136152		minus	hydroxymethylbilane synthase	hemC	60879520	protein-coding		WP_162378709.1	325	GOZ73_RS00530
NZ_AP021898.1	136142	137143		minus	glutamyl-tRNA reductase	hemA	60879521	protein-coding		WP_232053453.1	333	GOZ73_RS00535
NZ_AP021898.1	137164	137922		minus	cytochrome c biogenesis protein CcsA	ccsA	60879522	protein-coding		WP_012419152.1	252	GOZ73_RS00540
NZ_AP021898.1	137943	138737		minus	GTP cyclohydrolase FolE2	folE2	60879523	protein-coding		WP_012419153.1	264	GOZ73_RS00545
NZ_AP021898.1	138845	139090		minus	30S ribosomal protein S18	rpsR	60879524	protein-coding		WP_012419154.1	81	GOZ73_RS00550
NZ_AP021898.1	139122	139295		minus	50S ribosomal protein L33	rpmG	60879525	protein-coding		WP_012419155.1	57	GOZ73_RS00555
NZ_AP021898.1	139329	140153		minus	TraR/DksA family transcriptional regulator		77100523	protein-coding		WP_102747276.1	274	GOZ73_RS12465
NZ_AP021898.1	140389	141348		plus	ROK family protein		60879526	protein-coding		WP_012419157.1	319	GOZ73_RS00565
NZ_AP021898.1	141353	142321		plus	RsmB/NOP family class I SAM-dependent RNA methyltransferase		60879527	protein-coding		WP_065529480.1	322	GOZ73_RS00570
NZ_AP021898.1	142328	142837		plus	metallophosphoesterase family protein		60879528	protein-coding		WP_102747277.1	169	GOZ73_RS00575
NZ_AP021898.1	142834	143241		plus	NUDIX domain-containing protein		60879529	protein-coding		WP_012419160.1	135	GOZ73_RS00580
NZ_AP021898.1	143936	145333		plus	efflux RND transporter periplasmic adaptor subunit		60879530	protein-coding		WP_051729148.1	465	GOZ73_RS00590
NZ_AP021898.1	145400	146104		plus	ABC transporter ATP-binding protein		60879531	protein-coding		WP_012419163.1	234	GOZ73_RS00595
NZ_AP021898.1	146101	147465		plus	ABC transporter permease		60879532	protein-coding		WP_012419164.1	454	GOZ73_RS00600
NZ_AP021898.1	147487	148860		plus	efflux transporter outer membrane subunit		60879533	protein-coding		WP_012419165.1	457	GOZ73_RS00605
NZ_AP021898.1	149064	150200		minus	serine hydrolase domain-containing protein		60879534	protein-coding		WP_081863524.1	378	GOZ73_RS00610
NZ_AP021898.1	150479	150634		plus	hypothetical protein		60879535	protein-coding		WP_155844474.1	51	GOZ73_RS00615
NZ_AP021898.1	150748	151437		minus	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA	60879536	protein-coding		WP_096888424.1	229	GOZ73_RS00620
NZ_AP021898.1	151498	152772		minus	dihydroorotase		60879537	protein-coding		WP_146018865.1	424	GOZ73_RS00625
NZ_AP021898.1	152779	153708		minus	aspartate carbamoyltransferase catalytic subunit		60879538	protein-coding		WP_012419172.1	309	GOZ73_RS00630
NZ_AP021898.1	153737	154270		minus	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR	60879539	protein-coding		WP_012419173.1	177	GOZ73_RS00635
NZ_AP021898.1	154297	154707		minus	AIR carboxylase family protein		60879540	protein-coding		WP_012419174.1	136	GOZ73_RS00640
NZ_AP021898.1	154872	155486		minus	hypothetical protein		60879541	protein-coding		WP_102745438.1	204	GOZ73_RS00645
NZ_AP021898.1	155727	157277		minus	NAD(P)/FAD-dependent oxidoreductase		60879542	protein-coding		WP_042448535.1	516	GOZ73_RS00650
NZ_AP021898.1	157316	158371		minus	agmatine deiminase family protein		60879543	protein-coding		WP_046436151.1	351	GOZ73_RS00655
NZ_AP021898.1	158388	158783		minus	Minf_1886 family protein		60879544	protein-coding		WP_012419178.1	131	GOZ73_RS00660
NZ_AP021898.1	159115	160434		plus	PDZ domain-containing protein		60879545	protein-coding		WP_012419179.1	439	GOZ73_RS00665
NZ_AP021898.1	160470	161780		plus	AI-2E family transporter		60879546	protein-coding		WP_065529495.1	436	GOZ73_RS00670
NZ_AP021898.1	161840	163420		plus	sulfatase family protein		60879547	protein-coding		WP_031930011.1	526	GOZ73_RS00675
NZ_AP021898.1	163440	163928		plus	hypothetical protein		60879548	protein-coding		WP_102747279.1	162	GOZ73_RS00680
NZ_AP021898.1	164082	165332		plus	ferrous iron transporter B		60879549	protein-coding		WP_102747280.1	416	GOZ73_RS00685
NZ_AP021898.1	165666	166961		minus	sialate O-acetylesterase		60879550	protein-coding		WP_146018866.1	431	GOZ73_RS00690
NZ_AP021898.1	167217	167966		plus	GDSL-type esterase/lipase family protein		60879551	protein-coding		WP_162378710.1	249	GOZ73_RS00695
NZ_AP021898.1	168114	170423		minus	hypothetical protein		60879552	protein-coding		WP_146018867.1	769	GOZ73_RS00700
NZ_AP021898.1	170795	171175		plus	MerR family transcriptional regulator		60879553	protein-coding		WP_102748991.1	126	GOZ73_RS00705
NZ_AP021898.1	171293	173428		plus	DNA gyrase/topoisomerase IV subunit A		60879554	protein-coding		WP_232053455.1	711	GOZ73_RS00710
NZ_AP021898.1	173530	173604		plus	tRNA-Thr		60879555	tRNA				GOZ73_RS00715
NZ_AP021898.1	173945	174526		plus	putative peptidoglycan-binding domain-containing protein		60879556	protein-coding		WP_232053456.1	193	GOZ73_RS00720
NZ_AP021898.1	174667	175050		minus	hypothetical protein		60879557	protein-coding		WP_102748990.1	127	GOZ73_RS00725
NZ_AP021898.1	175165	175491		minus	hypothetical protein		60879558	protein-coding		WP_102748989.1	108	GOZ73_RS00730
NZ_AP021898.1	175837	176721		plus	ParB/RepB/Spo0J family partition protein		60879559	protein-coding		WP_102748988.1	294	GOZ73_RS00735
NZ_AP021898.1	176742	177686		plus	M28 family peptidase		60879560	protein-coding		WP_102748987.1	314	GOZ73_RS00740
NZ_AP021898.1	177725	179707		plus	vWA domain-containing protein		60879561	protein-coding		WP_102748986.1	660	GOZ73_RS00745
NZ_AP021898.1	179704	181902		plus	hypothetical protein		60879562	protein-coding		WP_102748985.1	732	GOZ73_RS00750
NZ_AP021898.1	181953	183164		minus	hypothetical protein		60879563	protein-coding		WP_146020893.1	403	GOZ73_RS00755
NZ_AP021898.1	183352	183708		plus	hypothetical protein		60879564	protein-coding		WP_031930031.1	118	GOZ73_RS00760
NZ_AP021898.1	183733	184713		minus	bile acid:sodium symporter family protein		60879565	protein-coding		WP_087393384.1	326	GOZ73_RS00765
NZ_AP021898.1	184750	185931		minus	tyrosine--tRNA ligase	tyrS	60879566	protein-coding		WP_102745040.1	393	GOZ73_RS00770
NZ_AP021898.1	186470	186835		minus	DMT family protein		60879567	protein-coding		WP_164502605.1	121	GOZ73_RS00775
NZ_AP021898.1	186851	187807		minus	ABC transporter permease		60879568	protein-coding		WP_102745043.1	318	GOZ73_RS00780
NZ_AP021898.1	187804	188718		minus	ABC transporter permease		60879569	protein-coding		WP_102747285.1	304	GOZ73_RS00785
NZ_AP021898.1	188724	190583		minus	peptide ABC transporter substrate-binding protein		60879570	protein-coding		WP_102745044.1	619	GOZ73_RS00790
NZ_AP021898.1	190871	193006		plus	alpha-L-fucosidase		60879571	protein-coding		WP_102748983.1	711	GOZ73_RS00795
NZ_AP021898.1	193344	194309		minus	thioredoxin family protein		60879572	protein-coding		WP_065529515.1	321	GOZ73_RS00800
NZ_AP021898.1	194521	195750		plus	saccharopine dehydrogenase family protein		60879573	protein-coding		WP_102745047.1	409	GOZ73_RS00805
NZ_AP021898.1	195957	196940		plus	metallophosphoesterase family protein		60879574	protein-coding		WP_102743106.1	327	GOZ73_RS00810
NZ_AP021898.1	197068	197646		minus	hypothetical protein		60879575	protein-coding		WP_102746061.1	192	GOZ73_RS00815
NZ_AP021898.1	198174	199562		minus	DUF6056 family protein		60879576	protein-coding		WP_128251961.1	462	GOZ73_RS00820
NZ_AP021898.1	199562	201019		minus	cell division protein FtsZ		60879577	protein-coding		WP_162378711.1	485	GOZ73_RS00825
NZ_AP021898.1	201045	202256		minus	cell division protein FtsA	ftsA	60879578	protein-coding		WP_012419212.1	403	GOZ73_RS00830
NZ_AP021898.1	202372	202884		minus	hypothetical protein		60879579	protein-coding		WP_035195913.1	170	GOZ73_RS00835
NZ_AP021898.1	203018	204973		minus	phospho-sugar mutase		60879580	protein-coding		WP_102747289.1	651	GOZ73_RS00840
NZ_AP021898.1	205079	206818		minus	ABC transporter ATP-binding protein		60879581	protein-coding		WP_215839279.1	579	GOZ73_RS00845
NZ_AP021898.1	206857	208707		minus	ABC transporter ATP-binding protein		60879582	protein-coding		WP_102758772.1	616	GOZ73_RS00850
NZ_AP021898.1	208886	210292		plus	hypothetical protein		60879583	protein-coding		WP_146021625.1	468	GOZ73_RS00855
NZ_AP021898.1	210368	211168		plus	MlaE family ABC transporter permease		60879584	protein-coding		WP_102741659.1	266	GOZ73_RS00860
NZ_AP021898.1	211184	212002		plus	ABC transporter ATP-binding protein		60879585	protein-coding		WP_102741658.1	272	GOZ73_RS00865
NZ_AP021898.1	212021	213025		plus	MlaD family protein		60879586	protein-coding		WP_102740594.1	334	GOZ73_RS00870
NZ_AP021898.1	213169	213495		plus	DUF883 family protein		60879587	protein-coding		WP_012419221.1	108	GOZ73_RS00875
NZ_AP021898.1	213565	214011		plus	phage holin family protein		60879588	protein-coding		WP_102740598.1	148	GOZ73_RS00880
NZ_AP021898.1	214011	214355		plus	hypothetical protein		60879589	protein-coding		WP_012419223.1	114	GOZ73_RS00885
NZ_AP021898.1	214736	215818		plus	type IV pilus twitching motility protein PilT		60879590	protein-coding		WP_012419224.1	360	GOZ73_RS00890
NZ_AP021898.1	215844	216938		plus	type IV pilus twitching motility protein PilT		60879591	protein-coding		WP_012419225.1	364	GOZ73_RS00895
NZ_AP021898.1	216963	218036		plus	peptidylprolyl isomerase		60879592	protein-coding		WP_102744223.1	357	GOZ73_RS00900
NZ_AP021898.1	218331	218406		plus	tRNA-Ala		60879593	tRNA				GOZ73_RS00905
NZ_AP021898.1	218459	220006		plus	O-antigen ligase family protein		60879594	protein-coding		WP_102741655.1	515	GOZ73_RS00910
NZ_AP021898.1	220100	220849		plus	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB	60879595	protein-coding		WP_102741653.1	249	GOZ73_RS00915
NZ_AP021898.1	220860	222467		plus	CTP synthase		60879596	protein-coding		WP_031930056.1	535	GOZ73_RS00920
NZ_AP021898.1	222534	224096		plus	sodium:solute symporter		60879597	protein-coding		WP_102741652.1	520	GOZ73_RS00925
NZ_AP021898.1	224336	228235		minus	hypothetical protein		60879598	protein-coding		WP_102749070.1	1299	GOZ73_RS00930
NZ_AP021898.1	228536	231604		plus	hypothetical protein		60879599	protein-coding		WP_232053457.1	1022	GOZ73_RS00935
NZ_AP021898.1	231933	232745		plus	hypothetical protein		60879600	protein-coding		WP_146020901.1	270	GOZ73_RS00940
NZ_AP021898.1	233012	234184		minus	PDZ domain-containing protein		60879601	protein-coding		WP_012419234.1	390	GOZ73_RS00945
NZ_AP021898.1	234181	235101		minus	S1C family serine protease		60879602	protein-coding		WP_065529530.1	306	GOZ73_RS00950
NZ_AP021898.1	235415	238006		plus	transglycosylase domain-containing protein		60879603	protein-coding		WP_162378712.1	863	GOZ73_RS00955
NZ_AP021898.1	238023	239276		plus	DNA recombination protein RmuC		60879604	protein-coding		WP_051729170.1	417	GOZ73_RS00960
NZ_AP021898.1	239434	240135		minus	HAD family hydrolase		60879605	protein-coding		WP_102747208.1	233	GOZ73_RS00965
NZ_AP021898.1	240140	240919		minus	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA	60879606	protein-coding		WP_012419239.1	259	GOZ73_RS00970
NZ_AP021898.1	240986	241852		minus	RDD family protein		60879607	protein-coding		WP_102745083.1	288	GOZ73_RS00975
NZ_AP021898.1	241865	243490		minus	FtsX-like permease family protein		60879608	protein-coding		WP_102745082.1	541	GOZ73_RS00980
NZ_AP021898.1	243565	244449		minus	class A beta-lactamase	bla	60879609	protein-coding		WP_065530054.1	294	GOZ73_RS00985
NZ_AP021898.1	244614	245117		plus	DUF456 domain-containing protein		60879610	protein-coding		WP_102741973.1	167	GOZ73_RS00990
NZ_AP021898.1	245271	245591		plus	DUF3784 domain-containing protein		60879611	protein-coding		WP_102741793.1	106	GOZ73_RS00995
NZ_AP021898.1	245647	248013		plus	glycosyl hydrolase family 95 catalytic domain-containing protein		60879612	protein-coding		WP_102745081.1	788	GOZ73_RS01000
NZ_AP021898.1	248086	248208		plus	hypothetical protein		77100524	protein-coding		WP_257227748.1	40	GOZ73_RS12470
NZ_AP021898.1	248205	249245		plus	alpha/beta hydrolase		60879613	protein-coding		WP_102745080.1	346	GOZ73_RS01005
NZ_AP021898.1	249317	252046		plus	isoleucine--tRNA ligase	ileS	60879614	protein-coding		WP_102741979.1	909	GOZ73_RS01010
NZ_AP021898.1	252077	252850		plus	signal peptidase II		60879615	protein-coding		WP_102745079.1	257	GOZ73_RS01015
NZ_AP021898.1	252858	253520		plus	DUF1573 domain-containing protein		60879616	protein-coding		WP_102745078.1	220	GOZ73_RS01020
NZ_AP021898.1	253538	254020		plus	rhodanese-like domain-containing protein		60879617	protein-coding		WP_102745077.1	160	GOZ73_RS01025
NZ_AP021898.1	254023	255249		plus	aminotransferase class V-fold PLP-dependent enzyme		60879618	protein-coding		WP_022197864.1	408	GOZ73_RS01030
NZ_AP021898.1	255287	257020		plus	esterase/lipase family protein		60879619	protein-coding		WP_102747207.1	577	GOZ73_RS01035
NZ_AP021898.1	257493	259133		plus	discoidin domain-containing protein		60879620	protein-coding		WP_102745075.1	546	GOZ73_RS01040
NZ_AP021898.1	259561	259908		minus	50S ribosomal protein L19	rplS	60879622	protein-coding		WP_012419257.1	115	GOZ73_RS01050
