Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP129143.1	13859	14365		minus	DUF3872 domain-containing protein		99749350	protein-coding		WP_005827314.1	168	QWU49_RS00085
NZ_CP129143.1	14365	15264		minus	toprim domain-containing protein		99749351	protein-coding		WP_004310298.1	299	QWU49_RS00090
NZ_CP129143.1	15273	15848		minus	conjugal transfer protein TraO		99749352	protein-coding		WP_005827316.1	191	QWU49_RS00095
NZ_CP129143.1	15851	16837		minus	conjugative transposon protein TraN	traN	99749353	protein-coding		WP_005827318.1	328	QWU49_RS00100
NZ_CP129143.1	16907	18262		minus	conjugative transposon protein TraM	traM	99749354	protein-coding		WP_004308923.1	451	QWU49_RS00105
NZ_CP129143.1	18243	18551		minus	TraL conjugative transposon family protein		99749355	protein-coding		WP_004308924.1	102	QWU49_RS00110
NZ_CP129143.1	18558	19181		minus	conjugative transposon protein TraK	traK	99749356	protein-coding		WP_004308925.1	207	QWU49_RS00115
NZ_CP129143.1	19213	20217		minus	conjugative transposon protein TraJ	traJ	99749357	protein-coding		WP_004308926.1	334	QWU49_RS00120
NZ_CP129143.1	20221	20850		minus	DUF4141 domain-containing protein		99749358	protein-coding		WP_004308927.1	209	QWU49_RS00125
NZ_CP129143.1	20881	21264		minus	DUF3876 domain-containing protein		99749359	protein-coding		WP_004308928.1	127	QWU49_RS00130
NZ_CP129143.1	21302	23806		minus	TraG family conjugative transposon ATPase		99749360	protein-coding		WP_005827325.1	834	QWU49_RS00135
NZ_CP129143.1	23803	24135		minus	DUF4133 domain-containing protein		99749361	protein-coding		WP_004311206.1	110	QWU49_RS00140
NZ_CP129143.1	24146	24457		minus	DUF4134 domain-containing protein		99749362	protein-coding		WP_004311205.1	103	QWU49_RS00145
NZ_CP129143.1	24659	25399		minus	hypothetical protein		99749363	protein-coding		WP_005827331.1	246	QWU49_RS00150
NZ_CP129143.1	25396	25785		minus	DUF3408 domain-containing protein		99749364	protein-coding		WP_287647342.1	129	QWU49_RS00155
NZ_CP129143.1	25782	26231		minus	DUF3408 domain-containing protein		99749365	protein-coding		WP_004311202.1	149	QWU49_RS00160
NZ_CP129143.1	26237	26992		minus	ParA family protein		99749366	protein-coding		WP_005827337.1	251	QWU49_RS00165
NZ_CP129143.1	27109	27360		plus	hypothetical protein		99749367	protein-coding		WP_005827339.1	83	QWU49_RS00170
NZ_CP129143.1	27674	28102		plus	conjugal transfer protein MobA	mobA	99749368	protein-coding		WP_004310286.1	142	QWU49_RS00175
NZ_CP129143.1	28081	29331		plus	conjugal transfer protein MobB	mobB	99749369	protein-coding		WP_004310285.1	416	QWU49_RS00180
NZ_CP129143.1	29364	30287		plus	uncharacterized gene		99749370	pseudogene				QWU49_RS00185
NZ_CP129143.1	30927	32579		plus	group II intron reverse transcriptase/maturase	ltrA	99749371	protein-coding		WP_004308488.1	550	QWU49_RS00190
NZ_CP129143.1	32584	33789		plus	TraM recognition domain-containing protein		99749372	protein-coding		WP_005827352.1	401	QWU49_RS00195
NZ_CP129143.1	33884	34297		minus	hypothetical protein		99749373	protein-coding		WP_005643906.1	137	QWU49_RS00200
NZ_CP129143.1	34303	35757		minus	ATP-binding protein		99749374	protein-coding		WP_005827354.1	484	QWU49_RS00205
NZ_CP129143.1	35886	36497		minus	RteC domain-containing protein		99749375	protein-coding		WP_004309735.1	203	QWU49_RS00210
NZ_CP129143.1	36743	37156		minus	hypothetical protein		99749376	protein-coding		WP_004315319.1	137	QWU49_RS00215
NZ_CP129143.1	37449	38756		minus	sigma-54-dependent transcriptional regulator		99749377	protein-coding		WP_004309733.1	435	QWU49_RS00220
NZ_CP129143.1	38737	41082		minus	hybrid sensor histidine kinase/response regulator		99749378	protein-coding		WP_005827358.1	781	QWU49_RS00225
NZ_CP129143.1	41262	41855		minus	hypothetical protein		99749379	protein-coding		WP_005827362.1	197	QWU49_RS00230
NZ_CP129143.1	41860	42564		minus	DUF2589 domain-containing protein		99749380	protein-coding		WP_004309731.1	234	QWU49_RS00235
NZ_CP129143.1	42586	43083		minus	DUF2589 domain-containing protein		99749381	protein-coding		WP_005827365.1	165	QWU49_RS00240
NZ_CP129143.1	43311	44990		minus	fimbrillin family protein		99749382	protein-coding		WP_004309727.1	559	QWU49_RS00245
NZ_CP129143.1	45054	46847		minus	fimbrillin family protein		99749383	protein-coding		WP_049100623.1	597	QWU49_RS00250
NZ_CP129143.1	46882	47769		minus	fimbrillin family protein		99749384	protein-coding		WP_005830234.1	295	QWU49_RS00255
NZ_CP129143.1	47869	48756		minus	FimB/Mfa2 family fimbrial subunit		99749385	protein-coding		WP_004310046.1	295	QWU49_RS00260
NZ_CP129143.1	48773	49873		minus	DUF3575 domain-containing protein		99749386	protein-coding		WP_004310047.1	366	QWU49_RS00265
NZ_CP129143.1	50110	51192		minus	helix-turn-helix domain-containing protein		99749387	protein-coding		WP_005830228.1	360	QWU49_RS00270
NZ_CP129143.1	51410	55408		minus	uncharacterized gene		99749388	pseudogene				QWU49_RS00275
NZ_CP129143.1	55525	57190		minus	uncharacterized gene		99749389	pseudogene				QWU49_RS00280
NZ_CP129143.1	57180	57701		minus	DUF1896 domain-containing protein		99749390	protein-coding		WP_004308417.1	173	QWU49_RS00285
NZ_CP129143.1	57801	59912		minus	type IA DNA topoisomerase	topB	99749391	protein-coding		WP_004308419.1	703	QWU49_RS00290
NZ_CP129143.1	59972	61561		minus	DUF3945 domain-containing protein		99749392	protein-coding		WP_004308421.1	529	QWU49_RS00295
NZ_CP129143.1	61582	61932		minus	helix-turn-helix domain-containing protein		99749393	protein-coding		WP_004308425.1	116	QWU49_RS00300
NZ_CP129143.1	61936	62295		minus	helix-turn-helix domain-containing protein		99749394	protein-coding		WP_005830221.1	119	QWU49_RS00305
NZ_CP129143.1	62506	62799		plus	helix-turn-helix domain-containing protein		99749395	protein-coding		WP_008645715.1	97	QWU49_RS00310
NZ_CP129143.1	62832	63137		plus	helix-turn-helix domain-containing protein		99749396	protein-coding		WP_004308430.1	101	QWU49_RS00315
NZ_CP129143.1	63217	63579		minus	hypothetical protein		99749397	protein-coding		WP_004308431.1	120	QWU49_RS00320
NZ_CP129143.1	63592	64827		minus	site-specific integrase		99749398	protein-coding		WP_004308432.1	411	QWU49_RS00325
NZ_CP129143.1	65176	65541		plus	dihydroneopterin aldolase	folB	99749399	protein-coding		WP_005830212.1	121	QWU49_RS00330
NZ_CP129143.1	66195	66713		minus	methylglyoxal synthase		99749400	protein-coding		WP_005830204.1	172	QWU49_RS00335
NZ_CP129143.1	66761	67777		minus	glycosyltransferase family 2 protein		99749401	protein-coding		WP_005830203.1	338	QWU49_RS00340
NZ_CP129143.1	67770	68669		minus	lysophospholipid acyltransferase family protein		99749402	protein-coding		WP_008664096.1	299	QWU49_RS00345
NZ_CP129143.1	68724	70040		minus	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB	99749403	protein-coding		WP_005830199.1	438	QWU49_RS00350
NZ_CP129143.1	70126	71799		plus	long-chain fatty acid--CoA ligase		99749404	protein-coding		WP_008664099.1	557	QWU49_RS00355
NZ_CP129143.1	71957	72169		plus	hypothetical protein		99749405	protein-coding		WP_005833237.1	70	QWU49_RS00360
NZ_CP129143.1	72503	72748		plus	RNA recognition motif domain-containing protein		99749406	protein-coding		WP_005830186.1	81	QWU49_RS00365
NZ_CP129143.1	73013	73462		minus	50S ribosomal protein L9	rplI	99749407	protein-coding		WP_005830185.1	149	QWU49_RS00370
NZ_CP129143.1	73478	73750		minus	30S ribosomal protein S18	rpsR	99749408	protein-coding		WP_004288442.1	90	QWU49_RS00375
NZ_CP129143.1	73753	74097		minus	30S ribosomal protein S6	rpsF	99749409	protein-coding		WP_005657357.1	114	QWU49_RS00380
NZ_CP129143.1	74257	74703		plus	MarR family winged helix-turn-helix transcriptional regulator		99749410	protein-coding		WP_005830183.1	148	QWU49_RS00385
NZ_CP129143.1	74904	75080		plus	hypothetical protein		99749411	protein-coding		WP_005830181.1	58	QWU49_RS00390
NZ_CP129143.1	75170	75871		minus	response regulator transcription factor		99749412	protein-coding		WP_005830176.1	233	QWU49_RS00395
NZ_CP129143.1	75877	77421		minus	sensor histidine kinase		99749413	protein-coding		WP_005830174.1	514	QWU49_RS00400
NZ_CP129143.1	77722	79878		minus	elongation factor G		99749414	protein-coding		WP_005830172.1	718	QWU49_RS00405
NZ_CP129143.1	80129	81898		plus	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		99749415	protein-coding		WP_034525865.1	589	QWU49_RS00410
NZ_CP129143.1	82046	85366		plus	beta-galactosidase		99749416	protein-coding		WP_005830169.1	1106	QWU49_RS00415
NZ_CP129143.1	85481	86662		minus	mannonate dehydratase	uxuA	99749417	protein-coding		WP_005830167.1	393	QWU49_RS00420
NZ_CP129143.1	86825	87397		plus	DNA-3-methyladenine glycosylase I		99749418	protein-coding		WP_005830166.1	190	QWU49_RS00425
NZ_CP129143.1	87357	88508		minus	glycoside hydrolase family 43 protein		99749419	protein-coding		WP_005830164.1	383	QWU49_RS00430
NZ_CP129143.1	88607	90664		minus	RagB/SusD family nutrient uptake outer membrane protein		99749420	protein-coding		WP_034525882.1	685	QWU49_RS00435
NZ_CP129143.1	90688	93966		minus	SusC/RagA family TonB-linked outer membrane protein		99749421	protein-coding		WP_175522707.1	1092	QWU49_RS00440
NZ_CP129143.1	94133	98269		minus	hybrid sensor histidine kinase/response regulator transcription factor		99749422	protein-coding		WP_074668620.1	1378	QWU49_RS00445
NZ_CP129143.1	98426	98866		plus	DUF6078 family protein		99749423	protein-coding		WP_005830148.1	146	QWU49_RS00450
NZ_CP129143.1	99440	101533		plus	BT4734/BF3469 family protein		99749424	protein-coding		WP_005830140.1	697	QWU49_RS00455
NZ_CP129143.1	101530	102750		minus	ATP-binding protein		99749425	protein-coding		WP_005830138.1	406	QWU49_RS00460
NZ_CP129143.1	102888	103466		plus	DNA-3-methyladenine glycosylase I		99749426	protein-coding		WP_005830137.1	192	QWU49_RS00465
NZ_CP129143.1	103592	106687		minus	glycoside hydrolase family 2 TIM barrel-domain containing protein		99749427	protein-coding		WP_005830133.1	1031	QWU49_RS00470
NZ_CP129143.1	106865	108814		minus	alpha-L-arabinofuranosidase C-terminal domain-containing protein		99749428	protein-coding		WP_005830131.1	649	QWU49_RS00475
NZ_CP129143.1	108869	110860		minus	glycoside hydrolase family 127 protein		99749429	protein-coding		WP_005830129.1	663	QWU49_RS00480
NZ_CP129143.1	110918	113461		minus	alpha-L-arabinofuranosidase C-terminal domain-containing protein		99749430	protein-coding		WP_005830127.1	847	QWU49_RS00485
NZ_CP129143.1	113687	115633		minus	glycoside hydrolase family 97 protein		99749431	protein-coding		WP_005830125.1	648	QWU49_RS00490
NZ_CP129143.1	115664	117574		minus	family 43 glycosylhydrolase		99749432	protein-coding		WP_374937462.1	636	QWU49_RS00495
NZ_CP129143.1	117715	118842		minus	glycoside hydrolase family 88 protein		99749433	protein-coding		WP_005830120.1	375	QWU49_RS00500
NZ_CP129143.1	118860	120191		minus	BNR repeat-containing protein		99749434	protein-coding		WP_016273056.1	443	QWU49_RS00505
NZ_CP129143.1	120184	121437		minus	DUF2264 domain-containing protein		99749435	protein-coding		WP_005830116.1	417	QWU49_RS00510
NZ_CP129143.1	121943	123073		plus	radical SAM family heme chaperone HemW	hemW	99749436	protein-coding		WP_005830109.1	376	QWU49_RS00515
NZ_CP129143.1	123094	123639		plus	RNA polymerase sigma-70 factor		99749437	protein-coding		WP_005830107.1	181	QWU49_RS00520
NZ_CP129143.1	123926	124444		plus	DUF4974 domain-containing protein		99749438	protein-coding		WP_005830106.1	172	QWU49_RS00525
NZ_CP129143.1	124447	127185		plus	TonB-dependent receptor domain-containing protein		99749439	protein-coding		WP_034525862.1	912	QWU49_RS00530
NZ_CP129143.1	127201	128343		plus	DUF4249 domain-containing protein		99749440	protein-coding		WP_005830104.1	380	QWU49_RS00535
NZ_CP129143.1	128634	128987		plus	hypothetical protein		99749441	protein-coding		WP_005830102.1	117	QWU49_RS00540
NZ_CP129143.1	129126	129878		minus	LytR/AlgR family response regulator transcription factor		99749442	protein-coding		WP_005833286.1	250	QWU49_RS00545
NZ_CP129143.1	130011	132041		minus	tetratricopeptide repeat-containing sensor histidine kinase		99749443	protein-coding		WP_005830098.1	676	QWU49_RS00550
NZ_CP129143.1	132388	133833		plus	serine/threonine protein kinase		99749444	protein-coding		WP_005830096.1	481	QWU49_RS00555
NZ_CP129143.1	133820	134590		plus	BACON domain-containing protein		99749445	protein-coding		WP_005830094.1	256	QWU49_RS00560
NZ_CP129143.1	134663	135487		plus	double zinc ribbon domain-containing protein		99749446	protein-coding		WP_034525861.1	274	QWU49_RS00565
NZ_CP129143.1	135499	136773		plus	FHA domain-containing serine/threonine-protein kinase		99749447	protein-coding		WP_005830090.1	424	QWU49_RS00570
NZ_CP129143.1	136790	138532		plus	FHA domain-containing protein		99749448	protein-coding		WP_005830088.1	580	QWU49_RS00575
NZ_CP129143.1	138541	139599		plus	PP2C family protein-serine/threonine phosphatase		99749449	protein-coding		WP_005830086.1	352	QWU49_RS00580
NZ_CP129143.1	139616	141094		plus	serine/threonine-protein kinase		99749450	protein-coding		WP_005830084.1	492	QWU49_RS00585
NZ_CP129143.1	141154	142284		minus	DUF2027 domain-containing protein		99749451	protein-coding		WP_005830082.1	376	QWU49_RS00590
NZ_CP129143.1	142412	143641		plus	S-adenosylmethionine:tRNA ribosyltransferase-isomerase		99749452	protein-coding		WP_005830078.1	409	QWU49_RS00595
NZ_CP129143.1	143647	144150		plus	NUDIX hydrolase		99749453	protein-coding		WP_005830075.1	167	QWU49_RS00600
NZ_CP129143.1	144167	145522		minus	alanine/glycine:cation symporter family protein		99749454	protein-coding		WP_005830073.1	451	QWU49_RS00605
NZ_CP129143.1	145622	147010		minus	phosphoglucosamine mutase	glmM	99749455	protein-coding		WP_005830071.1	462	QWU49_RS00610
NZ_CP129143.1	147036	147647		minus	DUF4827 domain-containing protein		99749456	protein-coding		WP_005830068.1	203	QWU49_RS00615
NZ_CP129143.1	147751	148788		minus	DHH family phosphoesterase		99749457	protein-coding		WP_005830066.1	345	QWU49_RS00620
NZ_CP129143.1	148875	150911		minus	ComEC/Rec2 family competence protein		99749458	protein-coding		WP_005830062.1	678	QWU49_RS00625
NZ_CP129143.1	150970	151620		minus	ribulose-phosphate 3-epimerase	rpe	99749459	protein-coding		WP_005830060.1	216	QWU49_RS00630
NZ_CP129143.1	151886	152857		minus	methionyl-tRNA formyltransferase	fmt	99749460	protein-coding		WP_005830056.1	323	QWU49_RS00635
NZ_CP129143.1	153031	154821		minus	chloride channel protein		99749461	protein-coding		WP_005830052.1	596	QWU49_RS00640
NZ_CP129143.1	154830	155393		minus	L-threonylcarbamoyladenylate synthase		99749462	protein-coding		WP_005830050.1	187	QWU49_RS00645
NZ_CP129143.1	155474	155908		plus	acyl-CoA thioesterase		99749463	protein-coding		WP_005830048.1	144	QWU49_RS00650
NZ_CP129143.1	155976	157148		plus	xylose operon transcription regulator XylR		99749464	protein-coding		WP_005830046.1	390	QWU49_RS00655
NZ_CP129143.1	157150	158598		minus	PA14 domain-containing protein		99749465	protein-coding		WP_005830044.1	482	QWU49_RS00660
NZ_CP129143.1	158611	160932		minus	glycoside hydrolase family 20 protein		99749466	protein-coding		WP_005830042.1	773	QWU49_RS00665
NZ_CP129143.1	160929	162380		minus	glycoside hydrolase family 125 protein		99749467	protein-coding		WP_005830040.1	483	QWU49_RS00670
NZ_CP129143.1	162395	163999		minus	MGH1-like glycoside hydrolase domain-containing protein		99749468	protein-coding		WP_005830037.1	534	QWU49_RS00675
NZ_CP129143.1	164021	165163		minus	alkaline phosphatase		99749469	protein-coding		WP_005830034.1	380	QWU49_RS00680
NZ_CP129143.1	165177	166040		minus	endonuclease/exonuclease/phosphatase family protein		99749470	protein-coding		WP_005830032.1	287	QWU49_RS00685
NZ_CP129143.1	166059	168989		minus	GH92 family glycosyl hydrolase		99749471	protein-coding		WP_008664181.1	976	QWU49_RS00690
NZ_CP129143.1	169192	170829		minus	RagB/SusD family nutrient uptake outer membrane protein		99749472	protein-coding		WP_005833325.1	545	QWU49_RS00695
NZ_CP129143.1	170852	174034		minus	SusC/RagA family TonB-linked outer membrane protein		99749473	protein-coding		WP_005830023.1	1060	QWU49_RS00700
NZ_CP129143.1	174208	175032		minus	ROK family protein		99749474	protein-coding		WP_005833328.1	274	QWU49_RS00705
NZ_CP129143.1	175116	176111		minus	phosphatidylinositol-specific phospholipase C		99749475	protein-coding		WP_005830019.1	331	QWU49_RS00710
NZ_CP129143.1	176259	177032		minus	peroxide stress protein YaaA	yaaA	99749476	protein-coding		WP_005830017.1	257	QWU49_RS00715
NZ_CP129143.1	177228	178943		plus	single-stranded-DNA-specific exonuclease RecJ	recJ	99749477	protein-coding		WP_005833333.1	571	QWU49_RS00720
NZ_CP129143.1	179154	181064		plus	RecQ family ATP-dependent DNA helicase		99749478	protein-coding		WP_005830014.1	636	QWU49_RS00725
NZ_CP129143.1	181177	182136		plus	tetratricopeptide repeat protein		99749479	protein-coding		WP_005830011.1	319	QWU49_RS00730
NZ_CP129143.1	182158	182907		plus	endonuclease/exonuclease/phosphatase family protein		99749480	protein-coding		WP_005830009.1	249	QWU49_RS00735
NZ_CP129143.1	183201	184049		plus	prephenate dehydratase		99749481	protein-coding		WP_005830004.1	282	QWU49_RS00740
NZ_CP129143.1	184024	185205		plus	pyridoxal phosphate-dependent aminotransferase		99749482	protein-coding		WP_005830000.1	393	QWU49_RS00745
NZ_CP129143.1	185420	186487		plus	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II		99749483	protein-coding		WP_005829998.1	355	QWU49_RS00750
NZ_CP129143.1	186505	187278		plus	prephenate dehydrogenase		99749484	protein-coding		WP_005829995.1	257	QWU49_RS00755
NZ_CP129143.1	187771	190875		plus	response regulator		99749485	protein-coding		WP_005829988.1	1034	QWU49_RS00760
NZ_CP129143.1	190960	193056		plus	DNA primase	dnaG	99749486	protein-coding		WP_005829986.1	698	QWU49_RS00765
NZ_CP129143.1	193079	193666		minus	GTP cyclohydrolase I FolE	folE	99749487	protein-coding		WP_005829983.1	195	QWU49_RS00770
NZ_CP129143.1	193676	194134		minus	SPOR domain-containing protein		99749488	protein-coding		WP_005829980.1	152	QWU49_RS00775
NZ_CP129143.1	194236	194991		minus	triose-phosphate isomerase	tpiA	99749489	protein-coding		WP_005829974.1	251	QWU49_RS00780
NZ_CP129143.1	195057	196349		minus	BT_3928 family protein		99749490	protein-coding		WP_005829971.1	430	QWU49_RS00785
NZ_CP129143.1	196339	196881		minus	DUF1599 domain-containing protein		99749491	protein-coding		WP_005829969.1	180	QWU49_RS00790
NZ_CP129143.1	196991	197860		minus	M23 family metallopeptidase		99749492	protein-coding		WP_005837478.1	289	QWU49_RS00795
NZ_CP129143.1	198130	200226		minus	ATP-dependent DNA helicase RecG	recG	99749493	protein-coding		WP_005829964.1	698	QWU49_RS00800
NZ_CP129143.1	200214	200888		minus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		99749494	protein-coding		WP_005829961.1	224	QWU49_RS00805
NZ_CP129143.1	200923	201477		minus	DJ-1 family glyoxalase III		99749495	protein-coding		WP_005829959.1	184	QWU49_RS00810
NZ_CP129143.1	201492	202310		minus	TonB family protein		99749496	protein-coding		WP_005829957.1	272	QWU49_RS00815
NZ_CP129143.1	202345	202755		minus	ExbD/TolR family protein		99749497	protein-coding		WP_005833355.1	136	QWU49_RS00820
NZ_CP129143.1	202790	203506		minus	MotA/TolQ/ExbB proton channel family protein		99749498	protein-coding		WP_005829951.1	238	QWU49_RS00825
NZ_CP129143.1	203506	204219		minus	pyridoxine 5'-phosphate synthase		99749499	protein-coding		WP_005829949.1	237	QWU49_RS00830
NZ_CP129143.1	204324	205193		plus	NAD kinase		99749500	protein-coding		WP_005829945.1	289	QWU49_RS00835
NZ_CP129143.1	205333	205713		plus	transposase		99749501	protein-coding		WP_005829611.1	126	QWU49_RS00840
NZ_CP129143.1	205737	206696		plus	IS3 family transposase		99749502	protein-coding		WP_225990577.1	319	QWU49_RS00845
NZ_CP129143.1	207753	208508		minus	WG repeat-containing protein		99749503	protein-coding		WP_005647615.1	251	QWU49_RS00850
NZ_CP129143.1	208640	208942		plus	immunity 17 family protein		99749504	protein-coding		WP_005829935.1	100	QWU49_RS00855
NZ_CP129143.1	208973	209533		plus	hypothetical protein		99749505	protein-coding		WP_005829933.1	186	QWU49_RS00860
NZ_CP129143.1	209759	210628		plus	helix-turn-helix transcriptional regulator		99749506	protein-coding		WP_005647609.1	289	QWU49_RS00865
NZ_CP129143.1	210751	211587		plus	RteC domain-containing protein		99749507	protein-coding		WP_032938608.1	278	QWU49_RS00870
NZ_CP129143.1	211951	212379		plus	helix-turn-helix domain-containing protein		99749508	protein-coding		WP_005647606.1	142	QWU49_RS00875
NZ_CP129143.1	212342	214495		plus	bifunctional DNA primase/helicase		99749509	protein-coding		WP_005647604.1	717	QWU49_RS00880
NZ_CP129143.1	214470	214829		plus	helix-turn-helix domain-containing protein		99749510	protein-coding		WP_005647603.1	119	QWU49_RS00885
NZ_CP129143.1	215103	215432		minus	hypothetical protein		99749511	protein-coding		WP_225982716.1	109	QWU49_RS00890
NZ_CP129143.1	215313	215783		plus	dihydrofolate reductase family protein		99749512	protein-coding		WP_225982715.1	156	QWU49_RS00895
NZ_CP129143.1	216034	216417		minus	type II toxin-antitoxin system RnlB family antitoxin		99749513	protein-coding		WP_005647599.1	127	QWU49_RS00900
NZ_CP129143.1	216419	217501		minus	type II toxin-antitoxin system RnlA family toxin		99749514	protein-coding		WP_005647597.1	360	QWU49_RS00905
NZ_CP129143.1	217611	218087		minus	hypothetical protein		99749515	protein-coding		WP_005647596.1	158	QWU49_RS00910
NZ_CP129143.1	218084	220186		minus	type IA DNA topoisomerase		99749516	protein-coding		WP_005647594.1	700	QWU49_RS00915
NZ_CP129143.1	220276	221796		minus	DUF4099 domain-containing protein		99749517	protein-coding		WP_005647593.1	506	QWU49_RS00920
NZ_CP129143.1	221813	221947		plus	hypothetical protein		99749518	protein-coding		WP_259004987.1	44	QWU49_RS00925
NZ_CP129143.1	222110	223240		plus	tyrosine-type recombinase/integrase		99749519	protein-coding		WP_005829920.1	376	QWU49_RS00930
NZ_CP129143.1	223303	224196		plus	immunity 22 family protein		99749520	protein-coding		WP_005647542.1	297	QWU49_RS00935
NZ_CP129143.1	224282	224683		plus	hypothetical protein		99749521	protein-coding		WP_005647540.1	133	QWU49_RS00940
NZ_CP129143.1	224763	225134		plus	DUF2750 domain-containing protein		99749522	protein-coding		WP_005647538.1	123	QWU49_RS00945
NZ_CP129143.1	225197	226147		plus	hypothetical protein		99749523	protein-coding		WP_005647536.1	316	QWU49_RS00950
NZ_CP129143.1	226226	226510		plus	immunity 17 family protein		99749524	protein-coding		WP_005647534.1	94	QWU49_RS00955
NZ_CP129143.1	226541	226936		minus	hypothetical protein		99749525	protein-coding		WP_005647533.1	131	QWU49_RS00960
NZ_CP129143.1	227047	228252		minus	TraM recognition domain-containing protein		99749526	protein-coding		WP_005829914.1	401	QWU49_RS00965
NZ_CP129143.1	228257	229909		minus	group II intron reverse transcriptase/maturase	ltrA	99749527	protein-coding		WP_004308488.1	550	QWU49_RS00970
NZ_CP129143.1	230549	231469		minus	uncharacterized gene		99749528	pseudogene				QWU49_RS00975
NZ_CP129143.1	231727	233022		minus	conjugal transfer protein MobB	mobB	99749529	protein-coding		WP_005829906.1	431	QWU49_RS00980
NZ_CP129143.1	233019	233447		minus	conjugal transfer protein MobA	mobA	99749530	protein-coding		WP_004327358.1	142	QWU49_RS00985
NZ_CP129143.1	233808	233930		plus	hypothetical protein		99749531	protein-coding		WP_005829899.1	40	QWU49_RS00990
NZ_CP129143.1	234175	234954		plus	ParA family protein		99749532	protein-coding		WP_005840599.1	259	QWU49_RS00995
NZ_CP129143.1	234935	235339		plus	DUF3408 domain-containing protein		99749533	protein-coding		WP_005647514.1	134	QWU49_RS01000
NZ_CP129143.1	235359	235946		plus	DUF4122 family protein		99749534	protein-coding		WP_005829895.1	195	QWU49_RS01005
NZ_CP129143.1	235965	236264		plus	DUF4134 domain-containing protein		99749535	protein-coding		WP_005647510.1	99	QWU49_RS01010
NZ_CP129143.1	236276	236599		plus	DUF4133 domain-containing protein		99749536	protein-coding		WP_005647508.1	107	QWU49_RS01015
NZ_CP129143.1	236596	239097		plus	TraG family conjugative transposon ATPase		99749537	protein-coding		WP_005647504.1	833	QWU49_RS01020
NZ_CP129143.1	239313	239675		plus	DUF3876 domain-containing protein		99749538	protein-coding		WP_005647502.1	120	QWU49_RS01025
NZ_CP129143.1	239680	240309		plus	DUF4141 domain-containing protein		99749539	protein-coding		WP_005829892.1	209	QWU49_RS01030
NZ_CP129143.1	240359	241363		plus	conjugative transposon protein TraJ	traJ	99749540	protein-coding		WP_005647499.1	334	QWU49_RS01035
NZ_CP129143.1	241413	242036		plus	conjugative transposon protein TraK	traK	99749541	protein-coding		WP_005647497.1	207	QWU49_RS01040
NZ_CP129143.1	242042	242326		plus	TraL conjugative transposon family protein		99749542	protein-coding		WP_005647491.1	94	QWU49_RS01045
NZ_CP129143.1	242301	243467		plus	hypothetical protein		99749543	protein-coding		WP_005647488.1	388	QWU49_RS01050
NZ_CP129143.1	243488	244882		plus	conjugative transposon protein TraM	traM	99749544	protein-coding		WP_005829888.1	464	QWU49_RS01055
