Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_JAQEGR010000001.1	46343	46978		plus	DUF3786 domain-containing protein		79854176	protein-coding		WP_117509119.1	211	PGS38_RS00265
NZ_JAQEGR010000001.1	47109	48467		plus	citrate/2-methylcitrate synthase		79854177	protein-coding		WP_117509174.1	452	PGS38_RS00270
NZ_JAQEGR010000001.1	48572	49459		plus	patatin-like phospholipase family protein		79854178	protein-coding		WP_055218274.1	295	PGS38_RS00275
NZ_JAQEGR010000001.1	49534	50058		plus	YqeG family HAD IIIA-type phosphatase		79854179	protein-coding		WP_117509173.1	174	PGS38_RS00280
NZ_JAQEGR010000001.1	50143	50700		plus	elongation factor P	efp	79854180	protein-coding		WP_022462517.1	185	PGS38_RS00285
NZ_JAQEGR010000001.1	50970	51881		plus	DUF5688 family protein		79854181	protein-coding		WP_118666314.1	303	PGS38_RS00290
NZ_JAQEGR010000001.1	52009	52081		plus	tRNA-Arg		79854182	tRNA				PGS38_RS00295
NZ_JAQEGR010000001.1	52226	53104		plus	hypothetical protein		79854183	protein-coding		WP_117509117.1	292	PGS38_RS00300
NZ_JAQEGR010000001.1	53180	53881		plus	pseudouridine synthase		79854184	protein-coding		WP_117509172.1	233	PGS38_RS00305
NZ_JAQEGR010000001.1	53878	55833		plus	NAD-dependent DNA ligase LigA	ligA	79854185	protein-coding		WP_117804012.1	651	PGS38_RS00310
NZ_JAQEGR010000001.1	55985	56917		plus	homoserine O-acetyltransferase MetA	metA	79854186	protein-coding		WP_055228462.1	310	PGS38_RS00315
NZ_JAQEGR010000001.1	57005	57238		minus	helix-turn-helix domain-containing protein		79854187	protein-coding		WP_022462523.1	77	PGS38_RS00320
NZ_JAQEGR010000001.1	57477	58250		plus	DUF6062 family protein		79854188	protein-coding		WP_117509116.1	257	PGS38_RS00325
NZ_JAQEGR010000001.1	58282	60351		plus	LTA synthase family protein		79854189	protein-coding		WP_117804013.1	689	PGS38_RS00330
NZ_JAQEGR010000001.1	60473	62104		plus	ABC-F family ATP-binding cassette domain-containing protein		79854190	protein-coding		WP_022462526.1	543	PGS38_RS00335
NZ_JAQEGR010000001.1	62107	64470		plus	DUF2298 domain-containing protein		79854191	protein-coding		WP_117804014.1	787	PGS38_RS00340
NZ_JAQEGR010000001.1	64587	65261		plus	polysaccharide deacetylase family protein		79854192	protein-coding		WP_158581083.1	224	PGS38_RS00345
NZ_JAQEGR010000001.1	65375	66697		plus	replication-associated recombination protein A		79854193	protein-coding		WP_022462529.1	440	PGS38_RS00350
NZ_JAQEGR010000001.1	66712	67659		plus	tRNA modification radical SAM protein MnmL/YtqA	mnmL	79854194	protein-coding		WP_117804016.1	315	PGS38_RS00355
NZ_JAQEGR010000001.1	67656	68174		plus	DUF4364 family protein		79854195	protein-coding		WP_022462531.1	172	PGS38_RS00360
NZ_JAQEGR010000001.1	68282	69874		plus	peptide chain release factor 3		79854196	protein-coding		WP_022462532.1	530	PGS38_RS00365
NZ_JAQEGR010000001.1	69913	70596		plus	L-serine ammonia-lyase, iron-sulfur-dependent subunit beta	sdaAB	79854197	protein-coding		WP_055218253.1	227	PGS38_RS00370
NZ_JAQEGR010000001.1	70586	71458		plus	L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha	sdaAA	79854198	protein-coding		WP_055228454.1	290	PGS38_RS00375
NZ_JAQEGR010000001.1	71529	71921		plus	Asp23/Gls24 family envelope stress response protein		79854199	protein-coding		WP_022463352.1	130	PGS38_RS00380
NZ_JAQEGR010000001.1	72049	72486		plus	transcription antitermination factor NusB	nusB	79854200	protein-coding		WP_022463351.1	145	PGS38_RS00385
NZ_JAQEGR010000001.1	72476	73702		plus	exodeoxyribonuclease VII large subunit	xseA	79854201	protein-coding		WP_117509110.1	408	PGS38_RS00390
NZ_JAQEGR010000001.1	73725	73970		plus	exodeoxyribonuclease VII small subunit	xseB	79854202	protein-coding		WP_226906307.1	81	PGS38_RS00395
NZ_JAQEGR010000001.1	73948	74862		plus	polyprenyl synthetase family protein		79854203	protein-coding		WP_330411313.1	304	PGS38_RS00400
NZ_JAQEGR010000001.1	74874	76751		plus	1-deoxy-D-xylulose-5-phosphate synthase	dxs	79854204	protein-coding		WP_117804020.1	625	PGS38_RS00405
NZ_JAQEGR010000001.1	76748	77557		plus	TlyA family RNA methyltransferase		79854205	protein-coding		WP_117804021.1	269	PGS38_RS00410
NZ_JAQEGR010000001.1	77577	78434		plus	NAD(+)/NADH kinase		79854206	protein-coding		WP_022463345.1	285	PGS38_RS00415
NZ_JAQEGR010000001.1	78464	78940		plus	arginine repressor	argR	79854207	protein-coding		WP_022463344.1	158	PGS38_RS00420
NZ_JAQEGR010000001.1	79005	80696		plus	DNA repair protein RecN	recN	79854208	protein-coding		WP_022463343.1	563	PGS38_RS00425
NZ_JAQEGR010000001.1	80862	82082		plus	SpoIVB peptidase	spoIVB	79854209	protein-coding		WP_158568530.1	406	PGS38_RS00430
NZ_JAQEGR010000001.1	82289	83089		plus	sporulation transcription factor Spo0A	spo0A	79854210	protein-coding		WP_022463341.1	266	PGS38_RS00435
NZ_JAQEGR010000001.1	83282	84724		plus	glycogen synthase GlgA	glgA	79854211	protein-coding		WP_117760400.1	480	PGS38_RS00440
NZ_JAQEGR010000001.1	84998	86065		plus	recombinase RecA	recA	79854212	protein-coding		WP_022463338.1	355	PGS38_RS00445
NZ_JAQEGR010000001.1	86066	86692		plus	regulatory protein RecX		79854213	protein-coding		WP_270475724.1	208	PGS38_RS00450
NZ_JAQEGR010000001.1	86841	88406		plus	ribonuclease Y	rny	79854214	protein-coding		WP_173815704.1	521	PGS38_RS00455
NZ_JAQEGR010000001.1	88519	89349		minus	helix-turn-helix transcriptional regulator		79854215	protein-coding		WP_117760398.1	276	PGS38_RS00460
NZ_JAQEGR010000001.1	89537	92119		plus	glycoside hydrolase family 3 protein		79854216	protein-coding		WP_270475728.1	860	PGS38_RS00465
NZ_JAQEGR010000001.1	92334	92909		plus	stage II sporulation protein M		79854217	protein-coding		WP_022463333.1	191	PGS38_RS00470
NZ_JAQEGR010000001.1	93021	93902		plus	site-specific tyrosine recombinase XerD	xerD	79854218	protein-coding		WP_117509101.1	293	PGS38_RS00475
NZ_JAQEGR010000001.1	94109	95626		plus	response regulator transcription factor		79854219	protein-coding		WP_117509100.1	505	PGS38_RS00480
NZ_JAQEGR010000001.1	95623	97425		plus	sensor histidine kinase		79854220	protein-coding		WP_270475729.1	600	PGS38_RS00485
NZ_JAQEGR010000001.1	97751	98683		plus	ABC transporter permease		79854221	protein-coding		WP_117509098.1	310	PGS38_RS00490
NZ_JAQEGR010000001.1	98708	99616		plus	carbohydrate ABC transporter permease		79854222	protein-coding		WP_117509097.1	302	PGS38_RS00495
NZ_JAQEGR010000001.1	99659	101194		plus	ABC transporter substrate-binding protein		79854223	protein-coding		WP_117509096.1	511	PGS38_RS00500
NZ_JAQEGR010000001.1	101355	102176		plus	MBL fold metallo-hydrolase		79854224	protein-coding		WP_158554955.1	273	PGS38_RS00505
NZ_JAQEGR010000001.1	102216	103562		plus	glycoside hydrolase family 30 protein		79854225	protein-coding		WP_117509094.1	448	PGS38_RS00510
NZ_JAQEGR010000001.1	103661	104695		minus	3-deoxy-7-phosphoheptulonate synthase		79854226	protein-coding		WP_117509093.1	344	PGS38_RS00515
NZ_JAQEGR010000001.1	104863	106224		minus	oligosaccharide flippase family protein		79854227	protein-coding		WP_117509092.1	453	PGS38_RS00520
NZ_JAQEGR010000001.1	106383	106838		plus	RrF2 family transcriptional regulator		79854228	protein-coding		WP_022463329.1	151	PGS38_RS00525
NZ_JAQEGR010000001.1	106845	108026		plus	cysteine desulfurase NifS	nifS	79854229	protein-coding		WP_022463328.1	393	PGS38_RS00530
NZ_JAQEGR010000001.1	108135	108572		plus	Fe-S cluster assembly scaffold protein NifU	nifU	79854230	protein-coding		WP_022463327.1	145	PGS38_RS00535
NZ_JAQEGR010000001.1	108575	109669		plus	tRNA 2-thiouridine(34) synthase MnmA	mnmA	79854231	protein-coding		WP_117509091.1	364	PGS38_RS00540
NZ_JAQEGR010000001.1	109666	110466		plus	histidinol-phosphatase HisJ family protein		79854232	protein-coding		WP_117509090.1	266	PGS38_RS00545
NZ_JAQEGR010000001.1	110730	111743		plus	type I glyceraldehyde-3-phosphate dehydrogenase	gap	79854233	protein-coding		WP_022463324.1	337	PGS38_RS00550
NZ_JAQEGR010000001.1	111958	113151		plus	phosphoglycerate kinase		79854234	protein-coding		WP_022463323.1	397	PGS38_RS00555
NZ_JAQEGR010000001.1	113187	113939		plus	triose-phosphate isomerase	tpiA	79854235	protein-coding		WP_022463322.1	250	PGS38_RS00560
NZ_JAQEGR010000001.1	114186	115466		plus	type I restriction endonuclease subunit R, EcoR124 family		79854236	protein-coding		WP_416388403.1	426	PGS38_RS00565
NZ_JAQEGR010000001.1	115551	117059		plus	ATP-binding protein		79854237	protein-coding		WP_117814072.1	502	PGS38_RS00570
NZ_JAQEGR010000001.1	117407	117790		plus	RidA family protein		79854238	protein-coding		WP_055218381.1	127	PGS38_RS00575
NZ_JAQEGR010000001.1	117806	119095		plus	homoserine dehydrogenase		79854239	protein-coding		WP_055267016.1	429	PGS38_RS00580
NZ_JAQEGR010000001.1	119276	120817		plus	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI	79854240	protein-coding		WP_022463319.1	513	PGS38_RS00585
NZ_JAQEGR010000001.1	121379	122722		plus	phosphopyruvate hydratase	eno	79854241	protein-coding		WP_118601218.1	447	PGS38_RS00590
NZ_JAQEGR010000001.1	122808	123044		plus	preprotein translocase subunit SecG	secG	79854242	protein-coding		WP_055226503.1	78	PGS38_RS00595
NZ_JAQEGR010000001.1	123268	125097		plus	ribonuclease R	rnr	79854243	protein-coding		WP_416388404.1	609	PGS38_RS00600
NZ_JAQEGR010000001.1	125117	125587		plus	SsrA-binding protein SmpB	smpB	79854244	protein-coding		WP_022463315.1	156	PGS38_RS00605
NZ_JAQEGR010000001.1	125716	126073		plus	transfer-messenger RNA	ssrA	79854245	other				PGS38_RS00610
NZ_JAQEGR010000001.1	126273	126749		plus	LURP-one-related/scramblase family protein		79854246	protein-coding		WP_022463307.1	158	PGS38_RS00615
NZ_JAQEGR010000001.1	126936	127844		plus	aminoglycoside phosphotransferase family protein		79854247	protein-coding		WP_119188730.1	302	PGS38_RS00620
NZ_JAQEGR010000001.1	128158	129708		plus	ATP-binding cassette domain-containing protein		79854248	protein-coding		WP_117509081.1	516	PGS38_RS00625
NZ_JAQEGR010000001.1	129932	131221		plus	ATP-binding protein		79854249	protein-coding		WP_118594709.1	429	PGS38_RS00630
NZ_JAQEGR010000001.1	131772	132875		plus	glycerol dehydrogenase		79854251	protein-coding		WP_117801211.1	367	PGS38_RS00640
NZ_JAQEGR010000001.1	133134	133817		plus	response regulator transcription factor		79854252	protein-coding		WP_055218183.1	227	PGS38_RS00645
NZ_JAQEGR010000001.1	133814	135412		plus	sensor histidine kinase		79854253	protein-coding		WP_243036448.1	532	PGS38_RS00650
NZ_JAQEGR010000001.1	135533	136081		plus	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein		79854254	protein-coding		WP_055226495.1	182	PGS38_RS00655
NZ_JAQEGR010000001.1	136103	137125		minus	hypothetical protein		79854255	protein-coding		WP_118749852.1	340	PGS38_RS00660
NZ_JAQEGR010000001.1	137422	138222		plus	PHP-associated domain-containing protein		79854256	protein-coding		WP_055218178.1	266	PGS38_RS00665
NZ_JAQEGR010000001.1	138316	139488		plus	metallophosphoesterase		79854257	protein-coding		WP_022463295.1	390	PGS38_RS00670
NZ_JAQEGR010000001.1	139876	141210		plus	aspartate--tRNA(Asn) ligase	aspS	79854258	protein-coding		WP_330425640.1	444	PGS38_RS00675
NZ_JAQEGR010000001.1	141534	141992		plus	cyclase family protein		79854259	protein-coding		WP_117800885.1	152	PGS38_RS00680
NZ_JAQEGR010000001.1	142222	143679		plus	radical SAM protein		79854260	protein-coding		WP_118699891.1	485	PGS38_RS00685
NZ_JAQEGR010000001.1	143865	144776		plus	AAA family ATPase		79854261	protein-coding		WP_118699890.1	303	PGS38_RS00690
NZ_JAQEGR010000001.1	144788	146575		plus	cobaltochelatase CobT-related protein		79854262	protein-coding		WP_118699889.1	595	PGS38_RS00695
NZ_JAQEGR010000001.1	146812	147273		plus	MarR family winged helix-turn-helix transcriptional regulator		79854263	protein-coding		WP_242991099.1	153	PGS38_RS00700
NZ_JAQEGR010000001.1	147267	149015		plus	ABC transporter ATP-binding protein		79854264	protein-coding		WP_117760378.1	582	PGS38_RS00705
NZ_JAQEGR010000001.1	149019	150944		plus	ABC transporter ATP-binding protein		79854265	protein-coding		WP_118639908.1	641	PGS38_RS00710
NZ_JAQEGR010000001.1	151185	152495		plus	M18 family aminopeptidase		79854266	protein-coding		WP_118639907.1	436	PGS38_RS00715
NZ_JAQEGR010000001.1	152590	156183		minus	ABC transporter ATP-binding protein/permease		79854267	protein-coding		WP_118639906.1	1197	PGS38_RS00720
NZ_JAQEGR010000001.1	156373	156696		minus	helix-turn-helix domain-containing protein		79854268	protein-coding		WP_117800904.1	107	PGS38_RS00725
NZ_JAQEGR010000001.1	156912	157280		minus	DUF1292 domain-containing protein		79854269	protein-coding		WP_118639905.1	122	PGS38_RS00730
NZ_JAQEGR010000001.1	157559	158623		plus	branched-chain amino acid aminotransferase		79854270	protein-coding		WP_117509070.1	354	PGS38_RS00735
NZ_JAQEGR010000001.1	158738	160198		plus	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		79854271	protein-coding		WP_158576401.1	486	PGS38_RS00740
NZ_JAQEGR010000001.1	160280	161035		plus	exodeoxyribonuclease III		79854272	protein-coding		WP_117509068.1	251	PGS38_RS00745
NZ_JAQEGR010000001.1	161132	163027		plus	alpha-amylase family glycosyl hydrolase		79854273	protein-coding		WP_117804038.1	631	PGS38_RS00750
NZ_JAQEGR010000001.1	163005	163622		plus	DUF5662 family protein		79854274	protein-coding		WP_243104817.1	205	PGS38_RS00755
NZ_JAQEGR010000001.1	164010	165128		plus	GntR family transcriptional regulator		79854275	protein-coding		WP_118639903.1	372	PGS38_RS00760
NZ_JAQEGR010000001.1	165161	166753		plus	xylulokinase		79854276	protein-coding		WP_334294899.1	530	PGS38_RS00765
NZ_JAQEGR010000001.1	166788	167483		plus	L-ribulose-5-phosphate 4-epimerase		79854277	protein-coding		WP_022461490.1	231	PGS38_RS00770
NZ_JAQEGR010000001.1	167598	168626		minus	LacI family DNA-binding transcriptional regulator		79854278	protein-coding		WP_055266684.1	342	PGS38_RS00775
NZ_JAQEGR010000001.1	168939	170312		plus	ABC transporter substrate-binding protein		79854279	protein-coding		WP_117760371.1	457	PGS38_RS00780
NZ_JAQEGR010000001.1	170340	171212		plus	carbohydrate ABC transporter permease		79854280	protein-coding		WP_022461493.1	290	PGS38_RS00785
NZ_JAQEGR010000001.1	171212	172072		plus	carbohydrate ABC transporter permease		79854281	protein-coding		WP_022461494.1	286	PGS38_RS00790
NZ_JAQEGR010000001.1	172190	173509		plus	glycoside hydrolase family 32 protein		79854282	protein-coding		WP_117801219.1	439	PGS38_RS00795
NZ_JAQEGR010000001.1	173644	174963		plus	aspartate kinase		79854283	protein-coding		WP_117800910.1	439	PGS38_RS00800
NZ_JAQEGR010000001.1	175039	175290		plus	helix-turn-helix domain-containing protein		98633853	protein-coding		WP_226906317.1	83	PGS38_RS17730
NZ_JAQEGR010000001.1	175349	176047		plus	UMP kinase	pyrH	79854284	protein-coding		WP_022461497.1	232	PGS38_RS00805
NZ_JAQEGR010000001.1	176258	176776		plus	ribosome recycling factor	frr	79854285	protein-coding		WP_373141022.1	172	PGS38_RS00810
NZ_JAQEGR010000001.1	176844	177581		plus	polyprenyl diphosphate synthase	uppS	79854286	protein-coding		WP_118639900.1	245	PGS38_RS00815
NZ_JAQEGR010000001.1	177587	178378		plus	phosphatidate cytidylyltransferase		79854287	protein-coding		WP_022461500.1	263	PGS38_RS00820
NZ_JAQEGR010000001.1	178429	179583		plus	1-deoxy-D-xylulose-5-phosphate reductoisomerase		79854288	protein-coding		WP_117760369.1	384	PGS38_RS00825
NZ_JAQEGR010000001.1	179590	180882		plus	RIP metalloprotease RseP	rseP	79854289	protein-coding		WP_022461502.1	430	PGS38_RS00830
NZ_JAQEGR010000001.1	180956	182209		plus	peptidoglycan-binding protein		79854290	protein-coding		WP_117804040.1	417	PGS38_RS00835
NZ_JAQEGR010000001.1	182370	182714		plus	YlxM family DNA-binding protein	ylxM	79854291	protein-coding		WP_330377042.1	114	PGS38_RS00840
NZ_JAQEGR010000001.1	182717	184066		plus	signal recognition particle protein	ffh	79854292	protein-coding		WP_118639899.1	449	PGS38_RS00845
NZ_JAQEGR010000001.1	184121	184366		plus	30S ribosomal protein S16	rpsP	79854293	protein-coding		WP_022461506.1	81	PGS38_RS00850
NZ_JAQEGR010000001.1	184388	184618		plus	KH domain-containing protein		79854294	protein-coding		WP_022461507.1	76	PGS38_RS00855
NZ_JAQEGR010000001.1	184795	185301		plus	ribosome maturation factor RimM	rimM	79854295	protein-coding		WP_022461508.1	168	PGS38_RS00860
NZ_JAQEGR010000001.1	185320	186444		plus	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD	79854296	protein-coding		WP_117760368.1	374	PGS38_RS00865
NZ_JAQEGR010000001.1	186533	186880		plus	50S ribosomal protein L19	rplS	79854297	protein-coding		WP_022461510.1	115	PGS38_RS00870
NZ_JAQEGR010000001.1	186962	187522		plus	signal peptidase I	lepB	79854298	protein-coding		WP_243038274.1	186	PGS38_RS00875
NZ_JAQEGR010000001.1	187547	188389		plus	ribosome biogenesis GTPase YlqF	ylqF	79854299	protein-coding		WP_055226467.1	280	PGS38_RS00880
NZ_JAQEGR010000001.1	188426	189193		plus	ribonuclease HII		79854300	protein-coding		WP_055266587.1	255	PGS38_RS00885
NZ_JAQEGR010000001.1	189229	189591		plus	YraN family protein		79854301	protein-coding		WP_022461514.1	120	PGS38_RS00890
NZ_JAQEGR010000001.1	189605	190459		plus	peptidoglycan editing factor PgeF	pgeF	79854302	protein-coding		WP_270475752.1	284	PGS38_RS00895
NZ_JAQEGR010000001.1	190558	191721		minus	ribose-phosphate pyrophosphokinase		79854303	protein-coding		WP_055226464.1	387	PGS38_RS00900
NZ_JAQEGR010000001.1	191945	193339		plus	DUF512 domain-containing protein		79854304	protein-coding		WP_117509054.1	464	PGS38_RS00905
NZ_JAQEGR010000001.1	193293	194621		plus	ribosome biogenesis GTPase Der	der	79854305	protein-coding		WP_022461518.1	442	PGS38_RS00910
NZ_JAQEGR010000001.1	194628	195275		plus	glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY	79854306	protein-coding		WP_117509053.1	215	PGS38_RS00915
NZ_JAQEGR010000001.1	195279	196292		plus	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase		79854307	protein-coding		WP_118639897.1	337	PGS38_RS00920
NZ_JAQEGR010000001.1	196481	198004		plus	4Fe-4S dicluster domain-containing protein		79854308	protein-coding		WP_022461521.1	507	PGS38_RS00925
NZ_JAQEGR010000001.1	198030	199112		plus	ABC transporter substrate-binding protein		79854309	protein-coding		WP_242998333.1	360	PGS38_RS00930
NZ_JAQEGR010000001.1	199090	199872		plus	ABC transporter permease		79854310	protein-coding		WP_118639896.1	260	PGS38_RS00935
NZ_JAQEGR010000001.1	199869	200525		plus	ATP-binding cassette domain-containing protein		79854311	protein-coding		WP_070100780.1	218	PGS38_RS00940
NZ_JAQEGR010000001.1	200574	201395		minus	aldo/keto reductase		79854312	protein-coding		WP_117509050.1	273	PGS38_RS00945
NZ_JAQEGR010000001.1	201760	202110		plus	DUF8180 domain-containing protein		79854313	protein-coding		WP_055218122.1	116	PGS38_RS00950
NZ_JAQEGR010000001.1	202125	202307		plus	CooT family nickel-binding protein		79854314	protein-coding		WP_022462432.1	60	PGS38_RS00955
NZ_JAQEGR010000001.1	202443	203375		plus	methylenetetrahydrofolate reductase		79854315	protein-coding		WP_118639895.1	310	PGS38_RS00960
NZ_JAQEGR010000001.1	203414	204184		plus	ATP-binding protein		79854316	protein-coding		WP_022462430.1	256	PGS38_RS00965
NZ_JAQEGR010000001.1	204311	206203		plus	anaerobic carbon-monoxide dehydrogenase catalytic subunit	cooS	79854317	protein-coding		WP_055226451.1	630	PGS38_RS00970
