Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_JAJFOJ010000001.1	38836	39297		minus	GNAT family N-acetyltransferase		75160563	protein-coding		WP_044928886.1	153	LK408_RS00210
NZ_JAJFOJ010000001.1	39399	40454		minus	N-acetyl-gamma-glutamyl-phosphate reductase	argC	75160564	protein-coding		WP_007890416.1	351	LK408_RS00215
NZ_JAJFOJ010000001.1	40884	42116		plus	argininosuccinate synthase		75160565	protein-coding		WP_007890415.1	410	LK408_RS00220
NZ_JAJFOJ010000001.1	42436	43116		minus	metallophosphoesterase family protein		75160566	protein-coding		WP_007890414.1	226	LK408_RS00225
NZ_JAJFOJ010000001.1	43357	43809		plus	helix-turn-helix domain-containing protein		75160567	protein-coding		WP_007890413.1	150	LK408_RS00230
NZ_JAJFOJ010000001.1	44095	45558		minus	uncharacterized gene		75160568	pseudogene				LK408_RS00235
NZ_JAJFOJ010000001.1	45755	46205		minus	uncharacterized gene	tnpA	75160569	pseudogene				LK408_RS00240
NZ_JAJFOJ010000001.1	46460	46669		plus	hypothetical protein		75160570	protein-coding		WP_044928406.1	69	LK408_RS00245
NZ_JAJFOJ010000001.1	46801	47226		minus	hypothetical protein		75160571	protein-coding		WP_007889405.1	141	LK408_RS00250
NZ_JAJFOJ010000001.1	47245	48045		minus	helix-turn-helix domain-containing protein		75160572	protein-coding		WP_044928408.1	266	LK408_RS00255
NZ_JAJFOJ010000001.1	48101	48547		minus	hypothetical protein		75160573	protein-coding		WP_007889409.1	148	LK408_RS00260
NZ_JAJFOJ010000001.1	49029	49442		plus	cysteine-rich VLP domain-containing protein		75160574	protein-coding		WP_044928413.1	137	LK408_RS00265
NZ_JAJFOJ010000001.1	49554	49949		plus	replication initiator protein A		75160575	protein-coding		WP_007889413.1	131	LK408_RS00270
NZ_JAJFOJ010000001.1	50133	51074		plus	MobV family relaxase	mobV	75160576	protein-coding		WP_007889418.1	313	LK408_RS00275
NZ_JAJFOJ010000001.1	51145	51336		plus	hypothetical protein		75160577	protein-coding		WP_002566025.1	63	LK408_RS00280
NZ_JAJFOJ010000001.1	51431	52942		plus	recombinase family protein		75160578	protein-coding		WP_007889423.1	503	LK408_RS00285
NZ_JAJFOJ010000001.1	53259	54128		minus	hypothetical protein		75160579	protein-coding		WP_007889424.1	289	LK408_RS00290
NZ_JAJFOJ010000001.1	54317	55045		plus	LytR/AlgR family response regulator transcription factor		75160580	protein-coding		WP_007889426.1	242	LK408_RS00295
NZ_JAJFOJ010000001.1	55060	56355		plus	sensor histidine kinase		75160581	protein-coding		WP_007889428.1	431	LK408_RS00300
NZ_JAJFOJ010000001.1	56582	58054		minus	MocR-like pyridoxine biosynthesis transcription factor PdxR	pdxR	75160582	protein-coding		WP_007889430.1	490	LK408_RS00305
NZ_JAJFOJ010000001.1	58109	58963		minus	DUF2225 domain-containing protein		75160583	protein-coding		WP_021923042.1	284	LK408_RS00310
NZ_JAJFOJ010000001.1	59004	60695		minus	glutamine--tRNA ligase/YqeY domain fusion protein		75160584	protein-coding		WP_044928416.1	563	LK408_RS00315
NZ_JAJFOJ010000001.1	60881	61861		minus	ABC transporter permease		75160585	protein-coding		WP_007889436.1	326	LK408_RS00320
NZ_JAJFOJ010000001.1	61863	62969		minus	ABC transporter permease		75160586	protein-coding		WP_007889438.1	368	LK408_RS00325
NZ_JAJFOJ010000001.1	62962	64575		minus	ABC transporter ATP-binding protein		75160587	protein-coding		WP_007889440.1	537	LK408_RS00330
NZ_JAJFOJ010000001.1	64622	65863		minus	BMP family ABC transporter substrate-binding protein		75160588	protein-coding		WP_044928419.1	413	LK408_RS00335
NZ_JAJFOJ010000001.1	66090	67004		minus	rhomboid family intramembrane serine protease		75160589	protein-coding		WP_007889444.1	304	LK408_RS00340
NZ_JAJFOJ010000001.1	67278	71537		plus	2-hydroxyacyl-CoA dehydratase		75160590	protein-coding		WP_007889445.1	1419	LK408_RS00345
NZ_JAJFOJ010000001.1	71656	73347		plus	bifunctional diguanylate cyclase/phosphodiesterase		75160591	protein-coding		WP_044928422.1	563	LK408_RS00350
NZ_JAJFOJ010000001.1	73290	74669		minus	MATE family efflux transporter		75160592	protein-coding		WP_007889447.1	459	LK408_RS00355
NZ_JAJFOJ010000001.1	74845	75678		minus	sigma-70 domain-containing protein		75160593	protein-coding		WP_044928425.1	277	LK408_RS00360
NZ_JAJFOJ010000001.1	75701	75955		minus	YlmC/YmxH family sporulation protein		75160594	protein-coding		WP_007889450.1	84	LK408_RS00365
NZ_JAJFOJ010000001.1	76006	77106		minus	redox-regulated ATPase YchF	ychF	75160595	protein-coding		WP_007889452.1	366	LK408_RS00370
NZ_JAJFOJ010000001.1	77340	77990		minus	thiamine diphosphokinase		75160596	protein-coding		WP_007889454.1	216	LK408_RS00375
NZ_JAJFOJ010000001.1	77992	78645		minus	ribulose-phosphate 3-epimerase	rpe	75160597	protein-coding		WP_044928428.1	217	LK408_RS00380
NZ_JAJFOJ010000001.1	78712	79590		minus	ribosome small subunit-dependent GTPase A	rsgA	75160598	protein-coding		WP_227970400.1	292	LK408_RS00385
NZ_JAJFOJ010000001.1	79607	81736		minus	Stk1 family PASTA domain-containing Ser/Thr kinase	pknB	75160599	protein-coding		WP_007889462.1	709	LK408_RS00390
NZ_JAJFOJ010000001.1	81730	82476		minus	Stp1/IreP family PP2C-type Ser/Thr phosphatase		75160600	protein-coding		WP_007889463.1	248	LK408_RS00395
NZ_JAJFOJ010000001.1	82614	83657		minus	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN	75160601	protein-coding		WP_007889465.1	347	LK408_RS00400
NZ_JAJFOJ010000001.1	83694	85016		minus	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	75160602	protein-coding		WP_007889467.1	440	LK408_RS00405
NZ_JAJFOJ010000001.1	85009	85716		minus	zinc metallopeptidase		75160603	protein-coding		WP_021923303.1	235	LK408_RS00410
NZ_JAJFOJ010000001.1	85735	86670		minus	methionyl-tRNA formyltransferase	fmt	75160604	protein-coding		WP_007889471.1	311	LK408_RS00415
NZ_JAJFOJ010000001.1	86718	87191		minus	peptide deformylase	def	75160605	protein-coding		WP_021923305.1	157	LK408_RS00420
NZ_JAJFOJ010000001.1	87208	89493		minus	replication restart helicase PriA	priA	75160606	protein-coding		WP_227970401.1	761	LK408_RS00425
NZ_JAJFOJ010000001.1	89465	91027		minus	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase		75160607	protein-coding		WP_227970402.1	520	LK408_RS00430
NZ_JAJFOJ010000001.1	91169	91549		plus	putative ABC transporter permease		75160608	protein-coding		WP_021923308.1	126	LK408_RS00435
NZ_JAJFOJ010000001.1	91558	91977		minus	PH domain-containing protein		75160609	protein-coding		WP_007889484.1	139	LK408_RS00440
NZ_JAJFOJ010000001.1	92230	93156		plus	aspartate carbamoyltransferase	pyrB	75160610	protein-coding		WP_044928435.1	308	LK408_RS00445
NZ_JAJFOJ010000001.1	93242	93679		plus	aspartate carbamoyltransferase regulatory subunit		75160611	protein-coding		WP_007889489.1	145	LK408_RS00450
NZ_JAJFOJ010000001.1	93758	94414		minus	DnaJ domain-containing protein		75160612	protein-coding		WP_007889491.1	218	LK408_RS00455
NZ_JAJFOJ010000001.1	94427	95302		minus	DUF5685 family protein		75160613	protein-coding		WP_007889492.1	291	LK408_RS00460
NZ_JAJFOJ010000001.1	95324	95719		minus	hypothetical protein		75160614	protein-coding		WP_007889494.1	131	LK408_RS00465
NZ_JAJFOJ010000001.1	95821	96903		minus	type IV pilus twitching motility protein PilT		75160615	protein-coding		WP_007889497.1	360	LK408_RS00470
NZ_JAJFOJ010000001.1	97061	97436		minus	RNase P RNA component class A	rnpB	75160616	RNase_P_RNA				LK408_RS00475
NZ_JAJFOJ010000001.1	97565	99247		minus	nucleoside kinase		75160617	protein-coding		WP_007889508.1	560	LK408_RS00480
NZ_JAJFOJ010000001.1	99333	100181		minus	VanW family protein		75160618	protein-coding		WP_007889509.1	282	LK408_RS00485
NZ_JAJFOJ010000001.1	100420	101736		plus	IS30 family transposase		75160620	protein-coding		WP_321576000.1	438	LK408_RS00495
NZ_JAJFOJ010000001.1	101933	103915		minus	fructose-1,6-bisphosphatase		75160621	protein-coding		WP_227970403.1	660	LK408_RS00500
NZ_JAJFOJ010000001.1	103964	104725		minus	4-hydroxy-tetrahydrodipicolinate reductase	dapB	75160622	protein-coding		WP_007882481.1	253	LK408_RS00505
NZ_JAJFOJ010000001.1	104820	105707		minus	4-hydroxy-tetrahydrodipicolinate synthase	dapA	75160623	protein-coding		WP_007882482.1	295	LK408_RS00510
NZ_JAJFOJ010000001.1	106137	106772		minus	single-stranded DNA-binding protein		75160624	protein-coding		WP_021923318.1	211	LK408_RS00515
NZ_JAJFOJ010000001.1	107045	108883		plus	translational GTPase TypA	typA	75160625	protein-coding		WP_007882486.1	612	LK408_RS00520
NZ_JAJFOJ010000001.1	108958	111186		plus	metallopeptidase domain-containing protein		75160626	protein-coding		WP_007882487.1	742	LK408_RS00525
NZ_JAJFOJ010000001.1	111304	111882		minus	hypothetical protein		75160627	protein-coding		WP_007882488.1	192	LK408_RS00530
NZ_JAJFOJ010000001.1	111866	113155		minus	AAA family ATPase		75160628	protein-coding		WP_007882489.1	429	LK408_RS00535
NZ_JAJFOJ010000001.1	113420	113983		minus	hypothetical protein		75160629	protein-coding		WP_021922633.1	187	LK408_RS00540
NZ_JAJFOJ010000001.1	114146	115114		minus	hypothetical protein		75160630	protein-coding		WP_007882494.1	322	LK408_RS00545
NZ_JAJFOJ010000001.1	115125	115628		minus	RNA polymerase sigma factor		75160631	protein-coding		WP_007882496.1	167	LK408_RS00550
NZ_JAJFOJ010000001.1	115963	118560		minus	RCC1 domain-containing protein		75160632	protein-coding		WP_227970404.1	865	LK408_RS00555
NZ_JAJFOJ010000001.1	118844	119506		plus	YARHG domain-containing protein		75160633	protein-coding		WP_007882502.1	220	LK408_RS00560
NZ_JAJFOJ010000001.1	119709	120287		minus	hypothetical protein		75160634	protein-coding		WP_021922790.1	192	LK408_RS00565
NZ_JAJFOJ010000001.1	120498	120899		minus	YcxB family protein		75160635	protein-coding		WP_227970405.1	133	LK408_RS00570
NZ_JAJFOJ010000001.1	121057	121560		minus	YcxB family protein		75160636	protein-coding		WP_007882510.1	167	LK408_RS00575
NZ_JAJFOJ010000001.1	121550	122053		minus	hypothetical protein		75160637	protein-coding		WP_227970406.1	167	LK408_RS00580
NZ_JAJFOJ010000001.1	122116	122661		minus	hypothetical protein		75160638	protein-coding		WP_007882517.1	181	LK408_RS00585
NZ_JAJFOJ010000001.1	122878	123258		minus	BlaI/MecI/CopY family transcriptional regulator		75160639	protein-coding		WP_007882518.1	126	LK408_RS00590
NZ_JAJFOJ010000001.1	123430	124731		minus	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein		75160640	protein-coding		WP_044926850.1	433	LK408_RS00595
NZ_JAJFOJ010000001.1	124880	125302		minus	Fur family transcriptional regulator		75160641	protein-coding		WP_007882520.1	140	LK408_RS00600
NZ_JAJFOJ010000001.1	125354	126220		minus	putative manganese transporter		75160642	protein-coding		WP_081453853.1	288	LK408_RS00605
NZ_JAJFOJ010000001.1	126675	127646		plus	RpnC/YadD family protein		75160643	protein-coding		WP_007882523.1	323	LK408_RS00610
NZ_JAJFOJ010000001.1	127859	129076		minus	IS256 family transposase		75160644	protein-coding		WP_118112239.1	405	LK408_RS00615
NZ_JAJFOJ010000001.1	129261	131690		minus	histidine kinase N-terminal 7TM domain-containing diguanylate cyclase/phosphohydrolase		75160645	protein-coding		WP_007887603.1	809	LK408_RS00620
NZ_JAJFOJ010000001.1	131854	132216		minus	DUF3783 domain-containing protein		75160646	protein-coding		WP_070102899.1	120	LK408_RS00625
NZ_JAJFOJ010000001.1	132288	133241		minus	L-lactate dehydrogenase		75160647	protein-coding		WP_021923771.1	317	LK408_RS00630
NZ_JAJFOJ010000001.1	133309	134019		minus	4Fe-4S binding protein		75160648	protein-coding		WP_007887608.1	236	LK408_RS00635
NZ_JAJFOJ010000001.1	134412	135083		plus	Crp/Fnr family transcriptional regulator		75160649	protein-coding		WP_227970407.1	223	LK408_RS00640
NZ_JAJFOJ010000001.1	135125	136051		minus	GDSL-type esterase/lipase family protein		75160650	protein-coding		WP_007887610.1	308	LK408_RS00645
NZ_JAJFOJ010000001.1	136064	137416		minus	MBOAT family O-acyltransferase		75160651	protein-coding		WP_007887611.1	450	LK408_RS00650
NZ_JAJFOJ010000001.1	137676	138974		minus	bifunctional folylpolyglutamate synthase/dihydrofolate synthase		75160652	protein-coding		WP_227970408.1	432	LK408_RS00655
NZ_JAJFOJ010000001.1	138979	139818		minus	DegV family protein		75160653	protein-coding		WP_007887614.1	279	LK408_RS00660
NZ_JAJFOJ010000001.1	140051	141274		minus	transglutaminase domain-containing protein		86263552	protein-coding		WP_227970409.1	407	LK408_RS20230
NZ_JAJFOJ010000001.1	141327	142598		minus	M18 family aminopeptidase		75160655	protein-coding		WP_044927952.1	423	LK408_RS00670
NZ_JAJFOJ010000001.1	142793	143296		plus	DUF5721 family protein		75160656	protein-coding		WP_007887618.1	167	LK408_RS00675
NZ_JAJFOJ010000001.1	143633	144895		minus	sensor histidine kinase		75160657	protein-coding		WP_227970410.1	420	LK408_RS00680
NZ_JAJFOJ010000001.1	144888	145574		minus	response regulator transcription factor		75160658	protein-coding		WP_044927955.1	228	LK408_RS00685
NZ_JAJFOJ010000001.1	145635	147551		minus	carbohydrate-binding domain-containing protein		75160659	protein-coding		WP_007887628.1	638	LK408_RS00690
NZ_JAJFOJ010000001.1	147541	148236		minus	DUF4956 domain-containing protein		75160660	protein-coding		WP_007887629.1	231	LK408_RS00695
NZ_JAJFOJ010000001.1	148258	149022		minus	polyphosphate polymerase domain-containing protein		75160661	protein-coding		WP_081453915.1	254	LK408_RS00700
NZ_JAJFOJ010000001.1	149137	149265		minus	hypothetical protein		76380044	protein-coding		WP_265336034.1	42	LK408_RS20080
NZ_JAJFOJ010000001.1	149560	149763		minus	cold-shock protein		75160662	protein-coding		WP_007887632.1	67	LK408_RS00705
NZ_JAJFOJ010000001.1	149858	151135		minus	glycoside hydrolase family 3 protein		75160663	protein-coding		WP_007887633.1	425	LK408_RS00710
NZ_JAJFOJ010000001.1	151302	153605		minus	GH1 family beta-glucosidase		76380045	protein-coding		WP_265336035.1	767	LK408_RS20085
NZ_JAJFOJ010000001.1	153722	155440		minus	phospho-sugar mutase		75160666	protein-coding		WP_227970411.1	572	LK408_RS00725
NZ_JAJFOJ010000001.1	155563	156678		minus	CPBP family intramembrane glutamic endopeptidase		75160667	protein-coding		WP_044927945.1	371	LK408_RS00730
NZ_JAJFOJ010000001.1	156692	157918		minus	CapA family protein		75160668	protein-coding		WP_227970412.1	408	LK408_RS00735
NZ_JAJFOJ010000001.1	158049	158198		plus	hypothetical protein		75160669	protein-coding		WP_172727121.1	49	LK408_RS00740
NZ_JAJFOJ010000001.1	158283	159368		minus	DUF4097 family beta strand repeat-containing protein		75160670	protein-coding		WP_007887668.1	361	LK408_RS00745
NZ_JAJFOJ010000001.1	159375	160208		minus	DUF1700 domain-containing protein		75160671	protein-coding		WP_007887670.1	277	LK408_RS00750
NZ_JAJFOJ010000001.1	160205	160531		minus	PadR family transcriptional regulator		75160672	protein-coding		WP_007887672.1	108	LK408_RS00755
NZ_JAJFOJ010000001.1	160750	161298		plus	ECF transporter S component		75160673	protein-coding		WP_007887674.1	182	LK408_RS00760
NZ_JAJFOJ010000001.1	161355	162485		plus	pyridoxal-phosphate-dependent aminotransferase family protein		75160674	protein-coding		WP_044927947.1	376	LK408_RS00765
NZ_JAJFOJ010000001.1	162617	163519		minus	DegV family protein		75160675	protein-coding		WP_118126427.1	300	LK408_RS00770
NZ_JAJFOJ010000001.1	163693	164190		minus	acetolactate synthase small subunit	ilvN	75160676	protein-coding		WP_118109691.1	165	LK408_RS00775
NZ_JAJFOJ010000001.1	164224	165945		minus	biosynthetic-type acetolactate synthase large subunit	ilvB	75160677	protein-coding		WP_007887686.1	573	LK408_RS00780
NZ_JAJFOJ010000001.1	166039	166992		minus	AEC family transporter		75160678	protein-coding		WP_007887689.1	317	LK408_RS00785
NZ_JAJFOJ010000001.1	167126	167617		minus	dihydrofolate reductase		75160679	protein-coding		WP_007887695.1	163	LK408_RS00790
NZ_JAJFOJ010000001.1	167708	168554		minus	uncharacterized gene	thyA	75160680	pseudogene				LK408_RS00795
NZ_JAJFOJ010000001.1	168829	169068		plus	hypothetical protein		75160681	protein-coding		WP_007887700.1	79	LK408_RS00800
NZ_JAJFOJ010000001.1	169594	171279		plus	carbon starvation CstA family protein		75160682	protein-coding		WP_044927963.1	561	LK408_RS00805
NZ_JAJFOJ010000001.1	171709	172314		minus	helix-turn-helix domain-containing protein		75160683	protein-coding		WP_009860881.1	201	LK408_RS00810
NZ_JAJFOJ010000001.1	172552	173232		plus	dihydrofolate reductase family protein		75160684	protein-coding		WP_009860882.1	226	LK408_RS00815
NZ_JAJFOJ010000001.1	173359	173766		plus	hypothetical protein		75160685	protein-coding		WP_009860883.1	135	LK408_RS00820
NZ_JAJFOJ010000001.1	174186	174635		minus	FMN-binding protein		75160686	protein-coding		WP_009860885.1	149	LK408_RS00825
NZ_JAJFOJ010000001.1	174828	174900		plus	tRNA-Gly		75160687	tRNA				LK408_RS00830
NZ_JAJFOJ010000001.1	174953	175025		plus	tRNA-Gly		75160688	tRNA				LK408_RS00835
NZ_JAJFOJ010000001.1	175095	175283		minus	hypothetical protein		75160689	protein-coding		WP_007890957.1	62	LK408_RS00840
NZ_JAJFOJ010000001.1	175282	175572		plus	TspO/MBR family protein		88553999	protein-coding		WP_007890959.1	96	LK408_RS20500
NZ_JAJFOJ010000001.1	175659	176912		plus	DUF4317 domain-containing protein		75160691	protein-coding		WP_044929049.1	417	LK408_RS00850
NZ_JAJFOJ010000001.1	177031	177618		plus	DUF3267 domain-containing protein		75160692	protein-coding		WP_007890955.1	195	LK408_RS00855
NZ_JAJFOJ010000001.1	177865	178365		minus	CarD family transcriptional regulator		75160693	protein-coding		WP_118127184.1	166	LK408_RS00860
NZ_JAJFOJ010000001.1	178709	179734		minus	sugar kinase		75160694	protein-coding		WP_021922821.1	341	LK408_RS00865
NZ_JAJFOJ010000001.1	180050	181072		plus	sugar kinase		75160695	protein-coding		WP_007890951.1	340	LK408_RS00870
NZ_JAJFOJ010000001.1	181129	181698		minus	ATP-binding cassette domain-containing protein		75160696	protein-coding		WP_118109607.1	189	LK408_RS00875
NZ_JAJFOJ010000001.1	181774	182547		minus	ABC transporter permease		75160697	protein-coding		WP_007890947.1	257	LK408_RS00880
NZ_JAJFOJ010000001.1	182519	183601		minus	ABC transporter substrate-binding protein		75160698	protein-coding		WP_007890946.1	360	LK408_RS00885
NZ_JAJFOJ010000001.1	183761	185086		minus	serpin family protein		75160699	protein-coding		WP_007890941.1	441	LK408_RS00890
NZ_JAJFOJ010000001.1	185573	186511		plus	RpnC/YadD family protein		75160700	protein-coding		WP_055170237.1	312	LK408_RS00895
NZ_JAJFOJ010000001.1	186544	187785		minus	anti-sigma factor C-terminal domain-containing protein		75160701	protein-coding		WP_007890929.1	413	LK408_RS00900
NZ_JAJFOJ010000001.1	187772	188275		minus	RNA polymerase sigma factor		75160702	protein-coding		WP_007890928.1	167	LK408_RS00905
NZ_JAJFOJ010000001.1	188424	189308		minus	hypothetical protein		75160703	protein-coding		WP_055302358.1	294	LK408_RS00910
NZ_JAJFOJ010000001.1	189305	189862		minus	RNA polymerase sigma factor		75160704	protein-coding		WP_044929041.1	185	LK408_RS00915
NZ_JAJFOJ010000001.1	190040	191137		minus	DHHW family protein		75160705	protein-coding		WP_227970413.1	365	LK408_RS00920
NZ_JAJFOJ010000001.1	191199	192782		minus	MBOAT family O-acyltransferase		75160706	protein-coding		WP_227970414.1	527	LK408_RS00925
NZ_JAJFOJ010000001.1	192804	193349		minus	LptM family lipoprotein		75160707	protein-coding		WP_147334821.1	181	LK408_RS00930
NZ_JAJFOJ010000001.1	193489	194214		minus	DUF6198 family protein		75160708	protein-coding		WP_007890916.1	241	LK408_RS00935
NZ_JAJFOJ010000001.1	194355	195719		minus	sensor histidine kinase		75160709	protein-coding		WP_007890915.1	454	LK408_RS00940
NZ_JAJFOJ010000001.1	195790	196443		minus	response regulator transcription factor		75160710	protein-coding		WP_007890913.1	217	LK408_RS00945
NZ_JAJFOJ010000001.1	196662	197288		plus	TlpA family protein disulfide reductase		75160711	protein-coding		WP_007890910.1	208	LK408_RS00950
NZ_JAJFOJ010000001.1	197357	197503		plus	CD1871A family CXXC motif-containing protein		75160712	protein-coding		WP_021922836.1	48	LK408_RS00955
NZ_JAJFOJ010000001.1	197547	198413		plus	4Fe-4S binding protein		75160713	protein-coding		WP_044929040.1	288	LK408_RS00960
NZ_JAJFOJ010000001.1	198764	199225		minus	hypothetical protein		75160714	protein-coding		WP_044929038.1	153	LK408_RS00965
NZ_JAJFOJ010000001.1	199297	200214		minus	hypothetical protein		75160715	protein-coding		WP_044929036.1	305	LK408_RS00970
NZ_JAJFOJ010000001.1	201380	203143		minus	aspartate--tRNA ligase	aspS	75160716	protein-coding		WP_044927564.1	587	LK408_RS00975
NZ_JAJFOJ010000001.1	203372	204631		minus	histidine--tRNA ligase	hisS	75160717	protein-coding		WP_055170353.1	419	LK408_RS00980
NZ_JAJFOJ010000001.1	204817	205206		minus	hypothetical protein		75160718	protein-coding		WP_044927563.1	129	LK408_RS00985
NZ_JAJFOJ010000001.1	205657	205950		minus	uncharacterized gene		75160719	pseudogene				LK408_RS00990
NZ_JAJFOJ010000001.1	205990	206397		minus	Fur family transcriptional regulator		75160720	protein-coding		WP_007886148.1	135	LK408_RS00995
NZ_JAJFOJ010000001.1	206525	207274		minus	peroxide stress protein YaaA	yaaA	75160721	protein-coding		WP_007886145.1	249	LK408_RS01000
