Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP042285.1	66877	67323		minus	cold-shock protein		93521558	protein-coding		WP_005857403.1	148	FQN59_RS00330
NZ_CP042285.1	67569	68147		plus	3'-5' exonuclease		93521559	protein-coding		WP_005857406.1	192	FQN59_RS00335
NZ_CP042285.1	68225	69217		plus	N-acetylmuramoyl-L-alanine amidase		93521560	protein-coding		WP_044546801.1	330	FQN59_RS00340
NZ_CP042285.1	69398	70084		plus	response regulator transcription factor		93521561	protein-coding		WP_005862778.1	228	FQN59_RS00345
NZ_CP042285.1	70099	71868		plus	sensor histidine kinase		93521562	protein-coding		WP_022191968.1	589	FQN59_RS00350
NZ_CP042285.1	71949	74018		plus	sensor histidine kinase		93521563	protein-coding		WP_121962098.1	689	FQN59_RS00355
NZ_CP042285.1	74013	74777		minus	LytR/AlgR family response regulator transcription factor		93521564	protein-coding		WP_009017290.1	254	FQN59_RS00360
NZ_CP042285.1	74774	75835		minus	sensor histidine kinase		93521565	protein-coding		WP_005857415.1	353	FQN59_RS00365
NZ_CP042285.1	75832	76758		minus	efflux RND transporter periplasmic adaptor subunit		93521566	protein-coding		WP_048928420.1	308	FQN59_RS00370
NZ_CP042285.1	76777	81087		minus	CusA/CzcA family heavy metal efflux RND transporter		93521567	protein-coding		WP_211738052.1	1436	FQN59_RS00375
NZ_CP042285.1	81302	82195		minus	4-hydroxy-tetrahydrodipicolinate synthase	dapA	93521568	protein-coding		WP_005857419.1	297	FQN59_RS00380
NZ_CP042285.1	82248	82769		minus	DUF6913 domain-containing protein		93521569	protein-coding		WP_005857421.1	173	FQN59_RS00385
NZ_CP042285.1	82770	84764		minus	NAD-dependent DNA ligase LigA	ligA	93521570	protein-coding		WP_005857423.1	664	FQN59_RS00390
NZ_CP042285.1	84766	85749		minus	PCMD domain-containing protein		93521571	protein-coding		WP_008772341.1	327	FQN59_RS00395
NZ_CP042285.1	85786	86889		minus	sulfotransferase family protein		93521572	protein-coding		WP_022191973.1	367	FQN59_RS00400
NZ_CP042285.1	86893	88335		minus	sulfate adenylyltransferase subunit CysN	cysN	93521573	protein-coding		WP_005857430.1	480	FQN59_RS00405
NZ_CP042285.1	88348	89256		minus	sulfate adenylyltransferase subunit CysD	cysD	93521574	protein-coding		WP_005857432.1	302	FQN59_RS00410
NZ_CP042285.1	89265	89876		minus	adenylyl-sulfate kinase	cysC	93521575	protein-coding		WP_005862790.1	203	FQN59_RS00415
NZ_CP042285.1	89864	91417		minus	SLC13 family permease		93521576	protein-coding		WP_211738054.1	517	FQN59_RS00420
NZ_CP042285.1	91664	92473		minus	3'(2'),5'-bisphosphate nucleotidase CysQ	cysQ	93521577	protein-coding		WP_036612678.1	269	FQN59_RS00425
NZ_CP042285.1	92526	93821		minus	TolC family protein		93521578	protein-coding		WP_211738056.1	431	FQN59_RS00430
NZ_CP042285.1	93864	96944		minus	efflux RND transporter permease subunit		93521579	protein-coding		WP_211738058.1	1026	FQN59_RS00435
NZ_CP042285.1	96941	97972		minus	efflux RND transporter periplasmic adaptor subunit		93521580	protein-coding		WP_008779760.1	343	FQN59_RS00440
NZ_CP042285.1	98118	98996		plus	helix-turn-helix domain-containing protein		93521581	protein-coding		WP_122379986.1	292	FQN59_RS00445
NZ_CP042285.1	99030	99935		minus	glycyl-radical enzyme activating protein		93521582	protein-coding		WP_211738060.1	301	FQN59_RS00450
NZ_CP042285.1	99939	102371		minus	trans-4-hydroxy-L-proline dehydratase	hypD	93521583	protein-coding		WP_211738062.1	810	FQN59_RS00455
NZ_CP042285.1	102717	105164		plus	ABC transporter permease		93521584	protein-coding		WP_211738064.1	815	FQN59_RS00460
NZ_CP042285.1	105239	106786		minus	D-xylose transporter XylE	xylE	93521585	protein-coding		WP_211738066.1	515	FQN59_RS00465
NZ_CP042285.1	106883	108211		minus	xylose isomerase	xylA	93521586	protein-coding		WP_211738068.1	442	FQN59_RS00470
NZ_CP042285.1	108247	109731		minus	xylulokinase		93521587	protein-coding		WP_008779753.1	494	FQN59_RS00475
NZ_CP042285.1	109744	110484		minus	NUDIX hydrolase		93521588	protein-coding		WP_005862814.1	246	FQN59_RS00480
NZ_CP042285.1	110725	112545		plus	TrkH family potassium uptake protein		93521589	protein-coding		WP_005857461.1	606	FQN59_RS00485
NZ_CP042285.1	112558	113244		plus	potassium channel family protein		93521590	protein-coding		WP_008772362.1	228	FQN59_RS00490
NZ_CP042285.1	113314	114195		minus	aldose 1-epimerase family protein		93521591	protein-coding		WP_211738070.1	293	FQN59_RS00495
NZ_CP042285.1	114199	114978		minus	hypothetical protein		93521592	protein-coding		WP_211738072.1	259	FQN59_RS00500
NZ_CP042285.1	115215	116147		plus	DUF362 domain-containing protein		93521593	protein-coding		WP_211738074.1	310	FQN59_RS00505
NZ_CP042285.1	116154	117752		plus	4Fe-4S dicluster domain-containing protein		93521594	protein-coding		WP_211738077.1	532	FQN59_RS00510
NZ_CP042285.1	117789	118919		plus	tRNA guanosine(34) transglycosylase Tgt	tgt	93521595	protein-coding		WP_005857473.1	376	FQN59_RS00515
NZ_CP042285.1	118932	120017		plus	LptF/LptG family permease		93521596	protein-coding		WP_005857475.1	361	FQN59_RS00520
NZ_CP042285.1	120109	121113		minus	DUF4925 domain-containing protein		93521597	protein-coding		WP_122297265.1	334	FQN59_RS00525
NZ_CP042285.1	121277	121666		plus	putative quinol monooxygenase		93521598	protein-coding		WP_048928253.1	129	FQN59_RS00530
NZ_CP042285.1	121740	123065		minus	PhoH family protein		93521599	protein-coding		WP_005857480.1	441	FQN59_RS00535
NZ_CP042285.1	123233	123844		plus	MarC family protein		93521600	protein-coding		WP_005857556.1	203	FQN59_RS00540
NZ_CP042285.1	123921	126287		minus	outer membrane beta-barrel family protein		93521601	protein-coding		WP_048928251.1	788	FQN59_RS00545
NZ_CP042285.1	126471	126551		plus	uncharacterized gene		93525977	pseudogene				FQN59_RS22770
NZ_CP042285.1	126847	127728		plus	helix-turn-helix domain-containing protein		93521602	protein-coding		WP_005862871.1	293	FQN59_RS00550
NZ_CP042285.1	127824	130205		plus	hybrid sensor histidine kinase/response regulator		93521603	protein-coding		WP_121960740.1	793	FQN59_RS00555
NZ_CP042285.1	130289	131809		plus	sensor histidine kinase		93521604	protein-coding		WP_008779740.1	506	FQN59_RS00560
NZ_CP042285.1	131834	132517		plus	response regulator transcription factor		93521605	protein-coding		WP_005862877.1	227	FQN59_RS00565
NZ_CP042285.1	132507	132764		minus	TIGR03905 family TSCPD domain-containing protein		93521606	protein-coding		WP_005862879.1	85	FQN59_RS00570
NZ_CP042285.1	132848	134164		plus	bifunctional folylpolyglutamate synthase/dihydrofolate synthase		93521607	protein-coding		WP_122377451.1	438	FQN59_RS00575
NZ_CP042285.1	134188	135603		plus	MFS transporter		93521608	protein-coding		WP_005862883.1	471	FQN59_RS00580
NZ_CP042285.1	136459	136845		plus	helix-turn-helix domain-containing protein		93521609	protein-coding		WP_005857583.1	128	FQN59_RS00585
NZ_CP042285.1	137478	138731		plus	DIP1984 family protein		93525978	protein-coding		WP_306439183.1	417	FQN59_RS22775
NZ_CP042285.1	139119	139934		plus	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	93521610	protein-coding		WP_048928247.1	271	FQN59_RS00595
NZ_CP042285.1	139931	140512		plus	class I SAM-dependent methyltransferase		93521611	protein-coding		WP_048928246.1	193	FQN59_RS00600
NZ_CP042285.1	140524	143016		plus	S9 family peptidase		93521612	protein-coding		WP_121960743.1	830	FQN59_RS00605
NZ_CP042285.1	143215	143604		plus	putative quinol monooxygenase		93521613	protein-coding		WP_211738078.1	129	FQN59_RS00610
NZ_CP042285.1	143689	144690		minus	malate dehydrogenase		93521614	protein-coding		WP_005862899.1	333	FQN59_RS00615
NZ_CP042285.1	144845	146695		plus	YgiQ family radical SAM protein		93521615	protein-coding		WP_121960744.1	616	FQN59_RS00620
NZ_CP042285.1	146822	147202		minus	RidA family protein		93521616	protein-coding		WP_005862903.1	126	FQN59_RS00625
NZ_CP042285.1	147230	147976		minus	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB	93521617	protein-coding		WP_036628747.1	248	FQN59_RS00630
NZ_CP042285.1	148026	148616		minus	thymidine kinase		93521618	protein-coding		WP_005857603.1	196	FQN59_RS00635
NZ_CP042285.1	148900	149940		plus	efflux RND transporter periplasmic adaptor subunit		93521619	protein-coding		WP_008772386.1	346	FQN59_RS00640
NZ_CP042285.1	149946	152987		plus	efflux RND transporter permease subunit		93521620	protein-coding		WP_211738079.1	1013	FQN59_RS00645
NZ_CP042285.1	152997	154307		plus	TolC family protein		93521621	protein-coding		WP_211738081.1	436	FQN59_RS00650
NZ_CP042285.1	154311	155351		plus	sensor histidine kinase		93521622	protein-coding		WP_057326448.1	346	FQN59_RS00655
NZ_CP042285.1	155344	156123		plus	LytR/AlgR family response regulator transcription factor		93521623	protein-coding		WP_044544953.1	259	FQN59_RS00660
NZ_CP042285.1	156120	156638		minus	hypothetical protein		93521624	protein-coding		WP_232285140.1	172	FQN59_RS00665
NZ_CP042285.1	156828	158492		minus	DNA repair protein RecN	recN	93521625	protein-coding		WP_005857617.1	554	FQN59_RS00670
NZ_CP042285.1	158500	159411		minus	DUF4835 family protein		93521626	protein-coding		WP_008772391.1	303	FQN59_RS00675
NZ_CP042285.1	159408	160613		minus	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	93521627	protein-coding		WP_121960846.1	401	FQN59_RS00680
NZ_CP042285.1	160663	161814		minus	iron-containing alcohol dehydrogenase		93521628	protein-coding		WP_211738083.1	383	FQN59_RS00685
NZ_CP042285.1	161819	162589		minus	3'-5' exonuclease		93521629	protein-coding		WP_005857624.1	256	FQN59_RS00690
NZ_CP042285.1	162600	163724		minus	DNA polymerase III subunit beta	dnaN	93521630	protein-coding		WP_005857626.1	374	FQN59_RS00695
NZ_CP042285.1	163944	164096		minus	DUF4295 domain-containing protein		93521631	protein-coding		WP_005638125.1	50	FQN59_RS00700
NZ_CP042285.1	164113	164301		minus	50S ribosomal protein L33	rpmG	93521632	protein-coding		WP_005857628.1	62	FQN59_RS00705
NZ_CP042285.1	164321	164560		minus	50S ribosomal protein L28	rpmB	93521633	protein-coding		WP_005857630.1	79	FQN59_RS00710
NZ_CP042285.1	164795	165397		plus	nitroreductase family protein		93521634	protein-coding		WP_036615787.1	200	FQN59_RS00715
NZ_CP042285.1	165412	166761		plus	dihydrolipoyl dehydrogenase	lpdA	93521635	protein-coding		WP_122297278.1	449	FQN59_RS00720
NZ_CP042285.1	166790	167533		plus	lipoate--protein ligase family protein		93521636	protein-coding		WP_122268214.1	247	FQN59_RS00725
NZ_CP042285.1	167638	168972		plus	dihydrolipoamide acetyltransferase family protein		93521637	protein-coding		WP_036630459.1	444	FQN59_RS00730
NZ_CP042285.1	168996	171029		plus	alpha-ketoacid dehydrogenase subunit alpha/beta		93521638	protein-coding		WP_005862955.1	677	FQN59_RS00735
NZ_CP042285.1	171063	171566		plus	flavodoxin		93521639	protein-coding		WP_005857641.1	167	FQN59_RS00740
NZ_CP042285.1	171891	172331		plus	MarR family winged helix-turn-helix transcriptional regulator		93521640	protein-coding		WP_211738085.1	146	FQN59_RS00745
NZ_CP042285.1	172312	173631		plus	TolC family protein		93521641	protein-coding		WP_048928238.1	439	FQN59_RS00750
NZ_CP042285.1	173647	174717		plus	HlyD family secretion protein		93521642	protein-coding		WP_196009710.1	356	FQN59_RS00755
NZ_CP042285.1	174714	176318		plus	MFS transporter		93521643	protein-coding		WP_211738087.1	534	FQN59_RS00760
NZ_CP042285.1	176483	178537		plus	molecular chaperone HtpG	htpG	93521644	protein-coding		WP_008779719.1	684	FQN59_RS00765
NZ_CP042285.1	178595	178918		minus	thioredoxin family protein		93521645	protein-coding		WP_005862963.1	107	FQN59_RS00770
NZ_CP042285.1	179031	181349		plus	patatin-like phospholipase family protein		93521646	protein-coding		WP_008772403.1	772	FQN59_RS00775
NZ_CP042285.1	181426	181502		plus	tRNA-Arg		93521647	tRNA				FQN59_RS00780
NZ_CP042285.1	181530	181603		plus	tRNA-Arg		93521648	tRNA				FQN59_RS00785
NZ_CP042285.1	181632	181705		plus	tRNA-Arg		93521649	tRNA				FQN59_RS00790
NZ_CP042285.1	181845	183305		plus	ammonia-forming cytochrome c nitrite reductase	nrfA	93521650	protein-coding		WP_005862965.1	486	FQN59_RS00795
NZ_CP042285.1	183302	185617		minus	sensor histidine kinase		93521651	protein-coding		WP_211738089.1	771	FQN59_RS00800
NZ_CP042285.1	185718	186179		plus	hypothetical protein		93521652	protein-coding		WP_008772406.1	153	FQN59_RS00805
NZ_CP042285.1	186277	187548		plus	phosphoglycerate kinase		93521653	protein-coding		WP_005862970.1	423	FQN59_RS00810
NZ_CP042285.1	187639	189636		minus	type I pullulanase	pulA	93521654	protein-coding		WP_211738091.1	665	FQN59_RS00815
NZ_CP042285.1	189766	191283		minus	replicative DNA helicase	dnaB	93521655	protein-coding		WP_008772408.1	505	FQN59_RS00820
NZ_CP042285.1	191374	192561		plus	immunoglobulin-like domain-containing protein		93521656	protein-coding		WP_211738093.1	395	FQN59_RS00825
NZ_CP042285.1	192887	193813		plus	magnesium transporter CorA family protein		93521657	protein-coding		WP_211738095.1	308	FQN59_RS00830
NZ_CP042285.1	193907	196150		minus	GH92 family glycosyl hydrolase		93521658	protein-coding		WP_005862979.1	747	FQN59_RS00835
NZ_CP042285.1	196191	198368		minus	glycoside hydrolase family 20 protein		93521659	protein-coding		WP_005862981.1	725	FQN59_RS00840
NZ_CP042285.1	198496	198741		minus	RNA recognition motif domain-containing protein		93521660	protein-coding		WP_005862983.1	81	FQN59_RS00845
NZ_CP042285.1	199346	199690		minus	50S ribosomal protein L20	rplT	93521661	protein-coding		WP_005857682.1	114	FQN59_RS00850
NZ_CP042285.1	199797	199994		minus	50S ribosomal protein L35	rpmI	93521662	protein-coding		WP_005857684.1	65	FQN59_RS00855
NZ_CP042285.1	200050	200676		minus	translation initiation factor IF-3	infC	93521663	protein-coding		WP_005862985.1	208	FQN59_RS00860
NZ_CP042285.1	200717	202666		minus	threonine--tRNA ligase	thrS	93521664	protein-coding		WP_005862987.1	649	FQN59_RS00865
NZ_CP042285.1	202757	204880		minus	tetratricopeptide repeat protein		93521665	protein-coding		WP_036650911.1	707	FQN59_RS00870
NZ_CP042285.1	204922	205254		minus	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit		93521666	protein-coding		WP_005862991.1	110	FQN59_RS00875
NZ_CP042285.1	205267	206814		minus	acyl-CoA carboxylase subunit beta		93521667	protein-coding		WP_005857693.1	515	FQN59_RS00880
NZ_CP042285.1	206835	207392		minus	peptide deformylase	def	93521668	protein-coding		WP_211738097.1	185	FQN59_RS00885
NZ_CP042285.1	207396	207818		minus	Holliday junction resolvase RuvX	ruvX	93521669	protein-coding		WP_008772415.1	140	FQN59_RS00890
NZ_CP042285.1	207888	209285		minus	undecaprenyl-phosphate glucose phosphotransferase		93521670	protein-coding		WP_211738099.1	465	FQN59_RS00895
NZ_CP042285.1	209383	210528		minus	OmpA family protein		93521671	protein-coding		WP_122144217.1	381	FQN59_RS00900
NZ_CP042285.1	210636	211787		minus	GDP-mannose 4,6-dehydratase	gmd	93521672	protein-coding		WP_005862995.1	383	FQN59_RS00905
NZ_CP042285.1	211813	212889		minus	GDP-L-fucose synthase family protein		93521673	protein-coding		WP_121772607.1	358	FQN59_RS00910
NZ_CP042285.1	212915	213790		minus	glucose-1-phosphate thymidylyltransferase RfbA	rfbA	93521674	protein-coding		WP_005863000.1	291	FQN59_RS00915
NZ_CP042285.1	213879	214403		minus	nucleoside 2-deoxyribosyltransferase domain-containing protein		93521675	protein-coding		WP_005857710.1	174	FQN59_RS00920
NZ_CP042285.1	214653	215354		minus	6-phosphogluconolactonase	pgl	93521676	protein-coding		WP_196008767.1	233	FQN59_RS00925
NZ_CP042285.1	215359	216825		minus	glucose-6-phosphate dehydrogenase	zwf	93521677	protein-coding		WP_005857714.1	488	FQN59_RS00930
NZ_CP042285.1	216830	218290		minus	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	gnd	93521678	protein-coding		WP_005863005.1	486	FQN59_RS00935
NZ_CP042285.1	218301	219680		minus	FAD-dependent oxidoreductase		93521679	protein-coding		WP_008772423.1	459	FQN59_RS00940
NZ_CP042285.1	220057	220974		plus	DUF2156 domain-containing protein		93521680	protein-coding		WP_008772425.1	305	FQN59_RS00945
NZ_CP042285.1	220978	221940		plus	GNAT family N-acetyltransferase		93521681	protein-coding		WP_211738101.1	320	FQN59_RS00950
NZ_CP042285.1	222008	224251		minus	LruC domain-containing protein		93521682	protein-coding		WP_121961210.1	747	FQN59_RS00955
NZ_CP042285.1	225175	226494		minus	sigma-54-dependent transcriptional regulator		93521683	protein-coding		WP_121962061.1	439	FQN59_RS00960
NZ_CP042285.1	226545	227717		minus	DUF418 domain-containing protein		93521684	protein-coding		WP_211738103.1	390	FQN59_RS00965
NZ_CP042285.1	228088	230574		minus	ATP-binding protein		93521685	protein-coding		WP_211738105.1	828	FQN59_RS00970
NZ_CP042285.1	230592	232311		minus	uncharacterized gene		93521686	pseudogene				FQN59_RS00975
NZ_CP042285.1	232448	234124		minus	alanine/glycine:cation symporter family protein		93521687	protein-coding		WP_197735326.1	558	FQN59_RS00980
NZ_CP042285.1	234274	234615		minus	hypothetical protein		93521688	protein-coding		WP_044544864.1	113	FQN59_RS00985
NZ_CP042285.1	234735	235733		minus	glycoside hydrolase family 130 protein		93521689	protein-coding		WP_005857736.1	332	FQN59_RS00990
NZ_CP042285.1	235753	237072		minus	MFS transporter		93521690	protein-coding		WP_057319652.1	439	FQN59_RS00995
NZ_CP042285.1	237125	238009		minus	hypothetical protein		93521691	protein-coding		WP_008772435.1	294	FQN59_RS01000
NZ_CP042285.1	238157	239029		minus	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	lsrF	93521692	protein-coding		WP_022192624.1	290	FQN59_RS01005
NZ_CP042285.1	239099	239713		minus	DAK2 domain-containing protein		93521693	protein-coding		WP_008772437.1	204	FQN59_RS01010
NZ_CP042285.1	239723	240739		minus	dihydroxyacetone kinase subunit DhaK		93521694	protein-coding		WP_008772438.1	338	FQN59_RS01015
NZ_CP042285.1	240781	241095		minus	hypothetical protein		93521695	protein-coding		WP_005857750.1	104	FQN59_RS01020
NZ_CP042285.1	241114	243561		minus	cytochrome c biogenesis protein CcsA	ccsA	93521696	protein-coding		WP_022192621.1	815	FQN59_RS01025
NZ_CP042285.1	243678	247664		minus	SUMF1/EgtB/PvdO family nonheme iron enzyme		93521697	protein-coding		WP_249222496.1	1328	FQN59_RS01030
NZ_CP042285.1	247775	248533		minus	hypothetical protein		93521698	protein-coding		WP_008779695.1	252	FQN59_RS01035
NZ_CP042285.1	248568	249662		minus	endoribonuclease L-PSP superfamily		93521699	protein-coding		WP_008779694.1	364	FQN59_RS01040
